"pid","countries","x","modalities","modalities2"
"34080611","[""Canada"", ""United Kingdom""]","[""Structural brain measures (volume, surface area, and cortical thickness)""], [""Text""]","[""Structural brain measures (volume, surface area, and cortical thickness)""]","[""Text""]"
"34080784","[""Canada"", ""China"", ""Greece"", ""Hong Kong"", ""United Kingdom""]","[""Medical records""], [""age"", ""sex"", ""variables in the modified frailty index"", ""Deyo's Charlson co-morbidity index (≥2)"", ""neutrophil-to-lymphocyte ratio (NLR)"", ""prognostic nutritional index""]","[""Medical records""]","[""age"", ""sex"", ""variables in the modified frailty index"", ""Deyo's Charlson co-morbidity index (≥2)"", ""neutrophil-to-lymphocyte ratio (NLR)"", ""prognostic nutritional index""]"
"34111849","[""Canada"", ""China"", ""Ireland"", ""United Kingdom""]","[""Electroencephalography (EEG)"", ""Upper limb MI tasks""], [""EEG""]","[""Electroencephalography (EEG)"", ""Upper limb MI tasks""]","[""EEG""]"
"34154320","[""Belgium"", ""Canada"", ""Italy"", ""United Kingdom""]","[""angiography"", ""pressure""], [""pressure"", ""diastolic pressure ratio""]","[""angiography"", ""pressure""]","[""pressure"", ""diastolic pressure ratio""]"
"34176681","[""Canada"", ""United Kingdom"", ""United States""]","[""Blood""], [""blood-based"", ""cfDNA sequencing""]","[""Blood""]","[""blood-based"", ""cfDNA sequencing""]"
"34214980","[""Brazil"", ""Canada"", ""China"", ""Germany"", ""Hong Kong"", ""Japan"", ""Netherlands"", ""United Kingdom"", ""United States""]",NULL,"[null]",NULL
"34250463","[""Canada"", ""United Kingdom""]",NULL,NULL,NULL
"34255973","[""Austria"", ""Canada"", ""Germany"", ""Netherlands"", ""Sweden"", ""United Kingdom""]",NULL,NULL,"[""text"", ""image""]"
"34285187","[""Canada"", ""Germany"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[null, null], [""Text"", ""Image""]","[null, null]","[""Text"", ""Image""]"
"34322947","[""Canada"", ""Georgia"", ""Germany"", ""Israel"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"34339947","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Finland"", ""Germany"", ""Iran"", ""Ireland"", ""Italy"", ""Mexico"", ""Spain"", ""United Kingdom"", ""United States""]","[""Temporalology"", ""Genetics""], [""MRI"", ""EEG""]","[""Temporalology"", ""Genetics""]","[""MRI"", ""EEG""]"
"34353531","[""Belgium"", ""Canada"", ""Germany"", ""Singapore"", ""South Korea"", ""United Kingdom"", ""United States""]","[""MRI"", null], [""Cardiology""]","[""MRI"", null]","[""Cardiology""]"
"34358231","[""Canada"", ""Netherlands"", ""Sweden"", ""United Kingdom""]","[""Text"", ""Other""], [""Glasgow Coma Score (GCS)"", ""Pupil Reactivity""]","[""Text"", ""Other""]","[""Glasgow Coma Score (GCS)"", ""Pupil Reactivity""]"
"34372915","[""Canada"", ""United Kingdom"", ""United States""]","[""genomics""], [""text"", ""genomic data""]","[""genomics""]","[""text"", ""genomic data""]"
"34392363","[""Australia"", ""Canada"", ""Iran"", ""Tunisia"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Medical Imaging""], [""radiology""]","[""Imaging"", ""Medical Imaging""]","[""radiology""]"
"34441340","[""Canada"", ""Croatia"", ""Cyprus"", ""Germany"", ""Greece"", ""Hungary"", ""India"", ""Italy"", ""United Kingdom"", ""United States""]",NULL,NULL,"{""A"": [""India""], ""M"": [""USA""], ""S"": [""USA""], ""V"": [""USA""], ""Z"": [""Hungary""], ""GD"": [""UK""], ""JS"": [""USA""], ""SK"": [""USA""]}"
"34526639","[""Canada"", ""Germany"", ""United Kingdom""]","[""Compression ultrasound"", ""Ultrasound videos""], [""ultrasound"", ""video""]","[""Compression ultrasound"", ""Ultrasound videos""]","[""ultrasound"", ""video""]"
"34526699","[""Brazil"", ""Canada"", ""Taiwan"", ""Thailand"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"34635910","[""Belgium"", ""Bulgaria"", ""Canada"", ""Cyprus"", ""Denmark"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Israel"", ""Italy"", ""Malta"", ""Poland"", ""Portugal"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Gastroenterology"", ""Surgery""]"
"34716214","[""Canada"", ""Italy"", ""Taiwan"", ""United Kingdom"", ""United States""]",NULL,"[""electronic""]",NULL
"34773974","[""Canada"", ""United Kingdom"", ""United States""]",NULL,"[""Imaging"", ""Genomics""]",NULL
"34786311","[""Canada"", ""India"", ""Russia"", ""Saudi Arabia"", ""Sri Lanka"", ""United Kingdom""]",NULL,NULL,NULL
"34791422","[""Australia"", ""Canada"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""], [""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""]","[""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]"
"34793435","[""Canada"", ""France"", ""Netherlands"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Survey"", ""Questionnaire""]"
"34797972","[""Canada"", ""Netherlands"", ""United Kingdom""]","[""Raman spectroscopy"", ""Deep learning""], [""Hyperspectral Raman images""]","[""Raman spectroscopy"", ""Deep learning""]","[""Hyperspectral Raman images""]"
"34850171","[""Canada"", ""Germany"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Diagnostic Imaging""], [""MRI"", ""CT""]","[""Diagnostic Imaging""]","[""MRI"", ""CT""]"
"34858824","[""Canada"", ""Italy"", ""United Kingdom""]","[""Otolaryngology-Head and Neck Surgery""], {""modality1"": null, ""modality2"": null}","[""Otolaryngology-Head and Neck Surgery""]","{""modality1"": null, ""modality2"": null}"
"34878526","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""interview schedule"", ""machine learning algorithm""]"
"34889978","[""Belgium"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Sweden"", ""United Kingdom""]","[""Medical""], [{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]","[""Medical""]","[{""ForeName"": ""Simone"", ""Initials"": ""S"", ""LastName"": ""Furini""}]"
"34898544","[""Canada"", ""United Kingdom""]","[""Digital Pathology Imaging""], [""Image"", ""Text""]","[""Digital Pathology Imaging""]","[""Image"", ""Text""]"
"34916084","[""Canada"", ""Italy"", ""United Kingdom""]",NULL,NULL,"[""Image"", ""Other""]"
"34967848","[""Australia"", ""Azerbaijan"", ""Bangladesh"", ""Benin"", ""Botswana"", ""Brazil"", ""Brunei"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Ethiopia"", ""Faroe Islands"", ""Finland"", ""France"", ""Gambia"", ""Georgia"", ""Germany"", ""Ghana"", ""Greece"", ""Guatemala"", ""Guyana"", ""Hong Kong"", ""Hungary"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Italy"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kuwait"", ""Libya"", ""Malaysia"", ""Mexico"", ""Micronesia"", ""Mongolia"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""Nigeria"", ""Norway"", ""Oman"", ""Pakistan"", ""Panama"", ""Peru"", ""Philippines"", ""Poland"", ""Portugal"", ""Qatar"", ""Romania"", ""Russia"", ""Saudi Arabia"", ""Serbia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sri Lanka"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""Uganda"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uzbekistan"", ""Vietnam"", ""Yemen""]",NULL,NULL,"[""text"", ""image""]"
"35017538","[""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality1"": ""nuclear and mitochondrial somatic mutational landscape""}, {""modality2"": ""tumour-types""}]"
"35099942","[""Canada"", ""China"", ""United Kingdom"", ""United States""]",NULL,"[""Serum Metabolic Fingerprints""]",NULL
"35118777","[""Belgium"", ""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Portugal"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,NULL
"35136125","[""Belgium"", ""Canada"", ""Hungary"", ""United Kingdom"", ""United States""]","[""Gas chromatography"", ""Mass spectrometry""], [""Volatile Organic Compounds (VOCs)"", ""Gas Chromatography"", ""Time-of-Flight Mass Spectrometry""]","[""Gas chromatography"", ""Mass spectrometry""]","[""Volatile Organic Compounds (VOCs)"", ""Gas Chromatography"", ""Time-of-Flight Mass Spectrometry""]"
"35168594","[""Canada"", ""Norway"", ""United Kingdom"", ""United States""]","[""Text""], [""text""]","[""Text""]","[""text""]"
"35179046","[""Canada"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35193167","[""Canada"", ""China"", ""United Kingdom"", ""United States""]","["" facial expressions""], [""face"", ""emotion""]","["" facial expressions""]","[""face"", ""emotion""]"
"35210331","[""Australia"", ""Canada"", ""France"", ""Germany"", ""Jersey"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Neuroradiology"", ""Radiology"", ""Neurology"", ""Medicine""], [""Neuroradiology"", ""Radiology"", ""Neurology""]","[""Neuroradiology"", ""Radiology"", ""Neurology"", ""Medicine""]","[""Neuroradiology"", ""Radiology"", ""Neurology""]"
"35216930","[""Canada"", ""Poland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""CT""]"
"35251123","[""Canada"", ""United Kingdom""]","[""Microbiome""], [""taxonomic features"", ""batch effect correction""]","[""Microbiome""]","[""taxonomic features"", ""batch effect correction""]"
"35266984","[""Belgium"", ""Canada"", ""United Kingdom""]","[""Serum samples"", ""Liquid chromatography coupled to high-resolution mass spectrometry""], [""Bioassay"", ""Liquid chromatography coupled to high-resolution mass spectrometry""]","[""Serum samples"", ""Liquid chromatography coupled to high-resolution mass spectrometry""]","[""Bioassay"", ""Liquid chromatography coupled to high-resolution mass spectrometry""]"
"35311178","[""Australia"", ""Canada"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Clinical"", ""Genomic""], [""Text""]","[""Clinical"", ""Genomic""]","[""Text""]"
"35360927","[""Canada"", ""Germany"", ""United Kingdom""]",NULL,NULL,"[""text""]"
"35367562","[""Canada"", ""France"", ""United Kingdom""]","[""CT""], [""Software-based nonrigid two- and three-dimensional aortic deformational intraoperative assessment""]","[""CT""]","[""Software-based nonrigid two- and three-dimensional aortic deformational intraoperative assessment""]"
"35391789","[""Australia"", ""Canada"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35394862","[""Brazil"", ""Canada"", ""China"", ""Czechia"", ""Georgia"", ""Germany"", ""Ghana"", ""India"", ""Italy"", ""Netherlands"", ""Philippines"", ""Switzerland"", ""Turkey"", ""Turkmenistan"", ""United Kingdom"", ""United States""]","[""Text""], []","[""Text""]","[]"
"35418839","[""Canada"", ""Italy"", ""United Kingdom""]","[""Magnetic""], [""Neuromagnetic signals""]","[""Magnetic""]","[""Neuromagnetic signals""]"
"35449371","[""Canada"", ""Poland"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Novel dataset"", ""Multiple disease areas""]"
"35466939","[""Canada"", ""United Kingdom"", ""United States""]","[""MRI"", ""Genetic Data""], [""MRI"", ""Genetic""]","[""MRI"", ""Genetic Data""]","[""MRI"", ""Genetic""]"
"35472473","[""Canada"", ""United Kingdom""]","[""Behavioral""], [""behavioural"", ""emotional""]","[""Behavioral""]","[""behavioural"", ""emotional""]"
"35475554","[""Canada"", ""Netherlands"", ""United Kingdom"", ""United States""]","[""Genotype-phenotype data""], [""Text""]","[""Genotype-phenotype data""]","[""Text""]"
"35607982","[""Canada"", ""United Kingdom""]",NULL,NULL,NULL
"35616520","[""Canada"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""None""}, {""modality"": ""Department of Child and Adolescent Psychiatry and Psychotherapy, University Medical Centre Göttingen, Göttingen, Germany.""}]"
"35640774","[""Canada"", ""Turkey"", ""United Kingdom"", ""United States""]","[""EHR"", ""Insurance Claims""], [""Electronic health record""]","[""EHR"", ""Insurance Claims""]","[""Electronic health record""]"
"35751196","[""Canada"", ""Cyprus"", ""Greece"", ""Hungary"", ""India"", ""Italy"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"35815015","[""Canada"", ""United Kingdom"", ""United States""]","[""Structural neuroimaging data (T1-weighted)""], [""MRI""]","[""Structural neuroimaging data (T1-weighted)""]","[""MRI""]"
"35887329","[""Canada"", ""Denmark"", ""United Kingdom"", ""United States""]","[""Proteomic Biomarkers""], [""text"", ""image""]","[""Proteomic Biomarkers""]","[""text"", ""image""]"
"35929952","[""Canada"", ""Jordan"", ""United Kingdom"", ""United States""]","[""Laboratory data"", ""Demographic data""], [""text"", ""machine learning""]","[""Laboratory data"", ""Demographic data""]","[""text"", ""machine learning""]"
"35953082","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35990802","[""Argentina"", ""Australia"", ""Austria"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hong Kong"", ""Hungary"", ""India"", ""Ireland"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""Malaysia"", ""Mexico"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""North Macedonia"", ""Norway"", ""Pakistan"", ""Philippines"", ""Poland"", ""Romania"", ""Russia"", ""Senegal"", ""Serbia"", ""Slovakia"", ""South Africa"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Turkey"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]","[""text""], [""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]","[""text""]","[""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]"
"36030226","[""Canada"", ""United Kingdom"", ""United States""]","[""Phone-based"", ""Self-assessment""], [""behavioral data"", ""self-assessment""]","[""Phone-based"", ""Self-assessment""]","[""behavioral data"", ""self-assessment""]"
"36071172","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""China"", ""Croatia"", ""Denmark"", ""Faroe Islands"", ""Finland"", ""France"", ""Germany"", ""Iceland"", ""Italy"", ""Netherlands"", ""Norway"", ""Singapore"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""image"", ""text""]"
"36217534","[""Canada"", ""India"", ""Singapore"", ""United Arab Emirates"", ""United Kingdom""]","[""CT Scan"", ""X-ray""], [""Image""]","[""CT Scan"", ""X-ray""]","[""Image""]"
"36228649","[""Belgium"", ""Canada"", ""Germany"", ""Ireland"", ""Italy"", ""United Kingdom""]","[""Endoscopy""], [""Video"", ""Image""]","[""Endoscopy""]","[""Video"", ""Image""]"
"36254822","[""Canada"", ""India"", ""United Kingdom"", ""United States""]","[""Endoscopic"", ""Frames""], [""endoscopic recordings""]","[""Endoscopic"", ""Frames""]","[""endoscopic recordings""]"
"36301485","[""Canada"", ""Ireland"", ""United Kingdom"", ""United States""]","[""Electronic Health Records""], {""text"": true, ""image"": null}","[""Electronic Health Records""]","{""text"": true, ""image"": null}"
"36351912","[""Canada"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Echocardiogram""], [""Echocardiogram""]","[""Echocardiogram""]","[""Echocardiogram""]"
"36382003","[""Belgium"", ""Canada"", ""United Kingdom"", ""United States""]",NULL,"[""N/A""]",NULL
"36394258","[""Brazil"", ""Canada"", ""United Kingdom"", ""United States""]","[""medical""], [""Text"", ""Image""]","[""medical""]","[""Text"", ""Image""]"
"36465898","[""Canada"", ""France"", ""United Kingdom""]","[""PET""], [""Image""]","[""PET""]","[""Image""]"
"36470898","[""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Czechia"", ""Ecuador"", ""Egypt"", ""Germany"", ""Greece"", ""India"", ""Iran"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""image""}, {""modality"": ""text""}]"
"36481929","[""Canada"", ""Finland"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"36484722","[""Canada"", ""United Kingdom"", ""United States""]","[""Physical"", ""Balance""], []","[""Physical"", ""Balance""]","[]"
"36496303","[""Australia"", ""Canada"", ""France"", ""Netherlands"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,"[""text"", ""image""]"
"36525893","[""Canada"", ""United Kingdom"", ""United States""]","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"36530359","[""Canada"", ""United Kingdom""]",NULL,NULL,NULL
"36537516","[""Canada"", ""United Kingdom""]","[], [""Text""]","[]","[""Text""]"
"36595510","[""Canada"", ""United Kingdom"", ""United States""]","[""Vestibular""], [""vestibular"", ""sensor data""]","[""Vestibular""]","[""vestibular"", ""sensor data""]"
"36695623","[""Canada"", ""Netherlands"", ""Sweden"", ""United Kingdom"", ""United States""]","[""Harmonized"", ""Individual""], [""Machine learning"", ""Statistics""]","[""Harmonized"", ""Individual""]","[""Machine learning"", ""Statistics""]"
"36716998","[""Australia"", ""Canada"", ""Germany"", ""Greece"", ""Netherlands"", ""Singapore"", ""United Kingdom"", ""United States""]",NULL,"[""Text""]",NULL
"36732110","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]","[""audio""], [""audio"", ""text""]","[""audio""]","[""audio"", ""text""]"
"36788215","[""Canada"", ""France"", ""United Kingdom"", ""United States"", ""Zimbabwe""]","[""Metagenomic sequencing""], [""metagenomics""]","[""Metagenomic sequencing""]","[""metagenomics""]"
"36867224","[""Argentina"", ""Australia"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""Cyprus"", ""Denmark"", ""Egypt"", ""Georgia"", ""Germany"", ""Greece"", ""Israel"", ""Italy"", ""Latvia"", ""Lithuania"", ""Mexico"", ""Netherlands"", ""Nigeria"", ""Pakistan"", ""Peru"", ""Poland"", ""Russia"", ""Serbia"", ""Spain"", ""Turkey"", ""Ukraine"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"36867596","[""Canada"", ""United Kingdom""]","[""Cognitive Tests""], [""sociodemographic"", ""social engagement"", ""health"", ""physical functioning"", ""psychological"", ""health-related behaviors"", ""baseline cognitive tests""]","[""Cognitive Tests""]","[""sociodemographic"", ""social engagement"", ""health"", ""physical functioning"", ""psychological"", ""health-related behaviors"", ""baseline cognitive tests""]"
"36921979","[""Canada"", ""Poland"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,"[""medical""]",NULL
"36932241","[""Australia"", ""Canada"", ""United Kingdom""]","[""medical"", ""genetic""], [""text"", ""image""]","[""medical"", ""genetic""]","[""text"", ""image""]"
"37064531","[""Australia"", ""Canada"", ""United Kingdom""]","[""dMRI"", ""iEEG""], [""functional iEEG"", ""structural connectivity abnormalities""]","[""dMRI"", ""iEEG""]","[""functional iEEG"", ""structural connectivity abnormalities""]"
"37070957","[""Australia"", ""Canada"", ""China"", ""Hong Kong"", ""United Kingdom""]","[""Medical Imaging""], [""text"", ""numeric""]","[""Medical Imaging""]","[""text"", ""numeric""]"
"37076833","[""Canada"", ""Iran"", ""United Kingdom""]","[""variables""], {""audio_data"": false, ""image_data"": false}","[""variables""]","{""audio_data"": false, ""image_data"": false}"
"37268414","[""Canada"", ""France"", ""United Kingdom"", ""United States""]","[""Pulmonary emphysema""], [""Imaging""]","[""Pulmonary emphysema""]","[""Imaging""]"
"37343696","[""Canada"", ""China"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Proteomic Dynamics""]",NULL
"37380110","[""Canada"", ""United Kingdom""]","[""psychological"", ""non-psychological""], [""psychological scales"", ""socioeconomic"", ""environmental"", ""health"", ""lifestyle"", ""cognitive function"", ""personality""]","[""psychological"", ""non-psychological""]","[""psychological scales"", ""socioeconomic"", ""environmental"", ""health"", ""lifestyle"", ""cognitive function"", ""personality""]"
"37414359","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]","[""text""], [""text""]","[""text""]","[""text""]"
"37414927","[""Australia"", ""Canada"", ""Pakistan"", ""United Kingdom"", ""United States""]","[""fMRI""], [""fMRI"", ""EEG""]","[""fMRI""]","[""fMRI"", ""EEG""]"
"37442671","[""Australia"", ""Canada"", ""France"", ""Israel"", ""United Kingdom"", ""United States""]","[""Lateral spine images""], [""Imaging""]","[""Lateral spine images""]","[""Imaging""]"
"37494602","[""Canada"", ""France"", ""United Kingdom""]","[""Genetic"", ""Expression""], [{""count"": 1, ""modality"": ""text""}, {""count"": null, ""modality"": ""image""}]","[""Genetic"", ""Expression""]","[{""count"": 1, ""modality"": ""text""}, {""count"": null, ""modality"": ""image""}]"
"37536152","[""Canada"", ""United Kingdom""]","[""electronic health records"", ""vital statistics data""], [""Electronic health records""]","[""electronic health records"", ""vital statistics data""]","[""Electronic health records""]"
"37595684","[""Australia"", ""Brazil"", ""Canada"", ""Italy"", ""Japan"", ""Poland"", ""United Kingdom"", ""United States""]","[""Imaging""], {""0"": null, ""1"": null}","[""Imaging""]","{""0"": null, ""1"": null}"
"37635181","[""Canada"", ""Sweden"", ""United Kingdom""]","[""NIRS"", ""ICP""], [""intracranial pressure"", ""rSO2-based""]","[""NIRS"", ""ICP""]","[""intracranial pressure"", ""rSO2-based""]"
"37651262","[""Canada"", ""Netherlands"", ""Spain"", ""United Kingdom""]",NULL,"[""Intensive Care Unit""]",NULL
"37745926","[""Canada"", ""United Kingdom""]","[""Semi-structured individual interviews"", ""Focus groups""], [""Robot technology"", ""Photographing/videotaping""]","[""Semi-structured individual interviews"", ""Focus groups""]","[""Robot technology"", ""Photographing/videotaping""]"
"37807084","[""Australia"", ""Canada"", ""China"", ""Japan"", ""Netherlands"", ""Switzerland"", ""United Kingdom""]","[""MRI""], [{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]","[""MRI""]","[{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]"
"37897548","[""Canada"", ""United Kingdom"", ""United States""]","[""Clinical"", ""Imaging"", ""Neuropathology""], [""Imaging"", ""Neuropathology""]","[""Clinical"", ""Imaging"", ""Neuropathology""]","[""Imaging"", ""Neuropathology""]"
"37903504","[""Canada"", ""United Kingdom"", ""United States""]","[""Pathologic Response Assessment""], [""text"", ""image""]","[""Pathologic Response Assessment""]","[""text"", ""image""]"
"38014199","[""Canada"", ""Germany"", ""Ireland"", ""Switzerland"", ""United Kingdom""]","[""Functional MRI""], [""fMRI""]","[""Functional MRI""]","[""fMRI""]"
"38014537","[""Canada"", ""Netherlands"", ""Singapore"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""ECG"": true}, {""Echo"": true}]"
"38019168","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""Demographic"", ""Clinical""], [{""Modality"": ""demographics""}, {""Modality"": ""clinical indicators""}]","[""Demographic"", ""Clinical""]","[{""Modality"": ""demographics""}, {""Modality"": ""clinical indicators""}]"
"38123557","[""Belgium"", ""Brazil"", ""Canada"", ""Denmark"", ""France"", ""Germany"", ""Korea, Republic of"", ""Luxembourg"", ""Netherlands"", ""United Kingdom"", ""United States"", ""Uzbekistan""]","[""Mass Spectrometry""], {""Modality1"": 0.7, ""Modality2"": 0.3}","[""Mass Spectrometry""]","{""Modality1"": 0.7, ""Modality2"": 0.3}"
"38193866","[""Canada"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Pathology data""], [""histological tumour type"", ""lymphovascular invasion"", ""tumour grade""]","[""Pathology data""]","[""histological tumour type"", ""lymphovascular invasion"", ""tumour grade""]"
"38199790","[""Canada"", ""United Kingdom""]","[""Voice""], [""Voice-based""]","[""Voice""]","[""Voice-based""]"
"38212349","[""Australia"", ""Canada"", ""Germany"", ""Netherlands"", ""Singapore"", ""South Africa"", ""Spain"", ""Sweden"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text"", ""Image""]"
"38234807","[""Australia"", ""Belgium"", ""Canada"", ""Cyprus"", ""France"", ""Germany"", ""Greece"", ""Netherlands"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,"[""Whole-Genome Sequencing""]",NULL
"38267475","[""Canada"", ""United Kingdom""]","[""text""], [""Text""]","[""text""]","[""Text""]"
"38326559","[""Brazil"", ""Canada"", ""China"", ""Germany"", ""India"", ""Italy"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Portugal"", ""Qatar"", ""South Africa"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Imaging"", ""Psychiatry""]"
"38332374","[""Canada"", ""China"", ""Denmark"", ""Germany"", ""Japan"", ""Netherlands"", ""Norway"", ""Singapore"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""brain structural neuroimaging""]",NULL
"38370787","[""Australia"", ""Canada"", ""China"", ""Hong Kong"", ""South Korea"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Electronic Health Records"", ""Medical Claims Data""], [{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]","[""Electronic Health Records"", ""Medical Claims Data""]","[{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]"
"38382816","[""Canada"", ""Chile"", ""Denmark"", ""Greece"", ""Israel"", ""Italy"", ""Latvia"", ""Malaysia"", ""Mexico"", ""Netherlands"", ""Pakistan"", ""Peru"", ""Russia"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"38384277","[""Canada"", ""United Kingdom""]","[""3D medical images""], [""Medical Images""]","[""3D medical images""]","[""Medical Images""]"
"38444851","[""Brazil"", ""Canada"", ""Germany"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Immunology""], [""text"", ""image""]","[""Immunology""]","[""text"", ""image""]"
"38446766","[""Canada"", ""Germany"", ""Liechtenstein"", ""Maldives"", ""Netherlands"", ""South Africa"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"38469689","[""Belgium"", ""Canada"", ""Denmark"", ""Italy"", ""Japan"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Medical Images"", ""Clinical Data""]"
"38531844","[""Canada"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Genomics""], []","[""Imaging"", ""Genomics""]","[]"
"38519152","[""Canada"", ""United Kingdom""]",NULL,"[""health system"", ""demographic"", ""clinical""]",NULL
"38621801","[""Canada"", ""Denmark"", ""United Kingdom""]","[""Electronic medical records"", ""Albuminuria""], [""Electronic medical records""]","[""Electronic medical records"", ""Albuminuria""]","[""Electronic medical records""]"
