"pid","countries","x","modalities","modalities2"
"34656869","[""Canada"", ""China""]","[""MRI""], [""MRI"", ""Cognitive Score""]","[""MRI""]","[""MRI"", ""Cognitive Score""]"
"34668699","[""Canada"", ""China"", ""United States""]",NULL,"[""Structural"", ""Biophysical""]",NULL
"34686327","[""Canada"", ""China""]","[], [""gene_expression"", ""protein_expression""]","[]","[""gene_expression"", ""protein_expression""]"
"34707419","[""Canada"", ""China""]",NULL,NULL,NULL
"34716400","[""Brazil"", ""Canada"", ""China"", ""United States""]",NULL,NULL,NULL
"34737094","[""Canada"", ""China"", ""Georgia"", ""Taiwan"", ""United States""]",NULL,"[""Serum data""]",NULL
"34782835","[""Canada"", ""China""]","[""Medical Big Data""], [""Neural Network"", ""Simulated Annealing Algorithm""]","[""Medical Big Data""]","[""Neural Network"", ""Simulated Annealing Algorithm""]"
"34788078","[""Canada"", ""China"", ""France""]","[""Medical""], [""text"", ""image""]","[""Medical""]","[""text"", ""image""]"
"34856391","[""Canada"", ""China"", ""Georgia""]","[""Web""], [""text""]","[""Web""]","[""text""]"
"34871837","[""Canada"", ""China""]","[""Electrocardiogram""], [""ECG images""]","[""Electrocardiogram""]","[""ECG images""]"
"34887449","[""Canada"", ""China""]","[""RNA""], [""retina"", ""heart""]","[""RNA""]","[""retina"", ""heart""]"
"34920543","[""Brazil"", ""Canada"", ""China"", ""Korea, Republic of"", ""Kuwait"", ""Mexico"", ""Philippines"", ""Saudi Arabia"", ""Sweden"", ""Taiwan"", ""United States""]",NULL,NULL,"[""text"", ""image""]"
"34938605","[""Canada"", ""China""]","[""DNA methylation""], [""DNA methylation"", ""machine learning""]","[""DNA methylation""]","[""DNA methylation"", ""machine learning""]"
"34967848","[""Australia"", ""Azerbaijan"", ""Bangladesh"", ""Benin"", ""Botswana"", ""Brazil"", ""Brunei"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Ethiopia"", ""Faroe Islands"", ""Finland"", ""France"", ""Gambia"", ""Georgia"", ""Germany"", ""Ghana"", ""Greece"", ""Guatemala"", ""Guyana"", ""Hong Kong"", ""Hungary"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Italy"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kuwait"", ""Libya"", ""Malaysia"", ""Mexico"", ""Micronesia"", ""Mongolia"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""Nigeria"", ""Norway"", ""Oman"", ""Pakistan"", ""Panama"", ""Peru"", ""Philippines"", ""Poland"", ""Portugal"", ""Qatar"", ""Romania"", ""Russia"", ""Saudi Arabia"", ""Serbia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sri Lanka"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""Uganda"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uzbekistan"", ""Vietnam"", ""Yemen""]",NULL,NULL,"[""text"", ""image""]"
"35099942","[""Canada"", ""China"", ""United Kingdom"", ""United States""]",NULL,"[""Serum Metabolic Fingerprints""]",NULL
"35102519","[""Canada"", ""China""]",NULL,NULL,"[""Text""]"
"35126902","[""Canada"", ""China""]","[""Scalp EEG""], [""scalp EEG""]","[""Scalp EEG""]","[""scalp EEG""]"
"35150255","[""Canada"", ""China""]","[""Sequence"", ""Structural""], [""sequence features"", ""structural features""]","[""Sequence"", ""Structural""]","[""sequence features"", ""structural features""]"
"35180634","[""Canada"", ""China""]","[""Functional Connectivity"", ""Resting-State""], [""fMRI""]","[""Functional Connectivity"", ""Resting-State""]","[""fMRI""]"
"35193167","[""Canada"", ""China"", ""United Kingdom"", ""United States""]","["" facial expressions""], [""face"", ""emotion""]","["" facial expressions""]","[""face"", ""emotion""]"
"35273914","[""Canada"", ""China"", ""Japan"", ""Spain"", ""Sweden""]",NULL,NULL,"[{""ForeName"": ""Ying"", ""Initials"": ""Y"", ""LastName"": ""He""}, {""ForeName"": ""Ting"", ""Initials"": ""T"", ""LastName"": ""Bian""}]"
"35301516","[""Canada"", ""China""]","[""Structural magnetic resonance imaging""], [""Grey Matter Images""]","[""Structural magnetic resonance imaging""]","[""Grey Matter Images""]"
"35329938","[""Canada"", ""China""]","[""fMRI""], [""Functional Connectivity""]","[""fMRI""]","[""Functional Connectivity""]"
"35394862","[""Brazil"", ""Canada"", ""China"", ""Czechia"", ""Georgia"", ""Germany"", ""Ghana"", ""India"", ""Italy"", ""Netherlands"", ""Philippines"", ""Switzerland"", ""Turkey"", ""Turkmenistan"", ""United Kingdom"", ""United States""]","[""Text""], []","[""Text""]","[]"
"35410226","[""Canada"", ""China"", ""United States""]","[""Cardiovascular magnetic resonance (CMR) images""], [""Imaging Data"", ""Cardiovascular Data""]","[""Cardiovascular magnetic resonance (CMR) images""]","[""Imaging Data"", ""Cardiovascular Data""]"
"35462216","[""Canada"", ""China""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"35490557","[""Canada"", ""China"", ""Singapore"", ""Turkey"", ""United States""]","[""Near-Infrared Spectroscopy""], [""fNIRS"", ""cognitive""]","[""Near-Infrared Spectroscopy""]","[""fNIRS"", ""cognitive""]"
"35490641","[""Canada"", ""China"", ""Hungary"", ""Iran"", ""Slovakia"", ""United States""]","[""3D simulation"", ""Tumor growth""], [""Medical Imaging""]","[""3D simulation"", ""Tumor growth""]","[""Medical Imaging""]"
"35536000","[""Canada"", ""China"", ""United States""]","[""diffusion tensor"", ""resting-state functional magnetic resonance imaging""], [""structural and functional MRI""]","[""diffusion tensor"", ""resting-state functional magnetic resonance imaging""]","[""structural and functional MRI""]"
"35562794","[""Austria"", ""Belgium"", ""Canada"", ""China"", ""France"", ""Germany"", ""Ireland"", ""United States""]",NULL,"[""Flow Cytometry""]",NULL
"35578132","[""Canada"", ""China"", ""Singapore"", ""United States""]","[""Functional connectivity""], [""resting-state functional connectivity""]","[""Functional connectivity""]","[""resting-state functional connectivity""]"
"35590972","[""Canada"", ""China""]","[""ECG""], [""ECG""]","[""ECG""]","[""ECG""]"
"35720974","[""Canada"", ""China"", ""Greece"", ""Spain"", ""Sweden"", ""Taiwan"", ""United States""]",NULL,"[""Sequencing""]",NULL
"35732856","[""Canada"", ""China""]","[""Ocular Coherence Tomography (OCT) imaging"", ""multifocal Electroretinogram (mfERG)""], [""electroretinogram (mfERG)"", ""ocular coherence tomography (OCT)""]","[""Ocular Coherence Tomography (OCT) imaging"", ""multifocal Electroretinogram (mfERG)""]","[""electroretinogram (mfERG)"", ""ocular coherence tomography (OCT)""]"
"35738052","[""Canada"", ""China"", ""France""]","[""Functional Connectomes""], [""brain activity"", ""functional connectomes""]","[""Functional Connectomes""]","[""brain activity"", ""functional connectomes""]"
"35810588","[""Canada"", ""China""]","[""Histopathology"", ""Imaging""], [{""Modality"": ""histopathology images""}, {""Modality"": ""functional staining""}]","[""Histopathology"", ""Imaging""]","[{""Modality"": ""histopathology images""}, {""Modality"": ""functional staining""}]"
"35872359","[""Canada"", ""China""]","[""Cardiac MRI""], [""Short-axis Cardiac MRI""]","[""Cardiac MRI""]","[""Short-axis Cardiac MRI""]"
"35953082","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35990802","[""Argentina"", ""Australia"", ""Austria"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hong Kong"", ""Hungary"", ""India"", ""Ireland"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""Malaysia"", ""Mexico"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""North Macedonia"", ""Norway"", ""Pakistan"", ""Philippines"", ""Poland"", ""Romania"", ""Russia"", ""Senegal"", ""Serbia"", ""Slovakia"", ""South Africa"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Turkey"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]","[""text""], [""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]","[""text""]","[""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]"
"36010953","[""Canada"", ""China""]","[""Intraocular"", ""Neurosurgery""], [""Ophthalmology""]","[""Intraocular"", ""Neurosurgery""]","[""Ophthalmology""]"
"36057424","[""Canada"", ""China"", ""Portugal"", ""Spain""]","[""Genomics""], [""expression"", ""methylation""]","[""Genomics""]","[""expression"", ""methylation""]"
"36069963","[""Canada"", ""China""]","[""Clinical"", ""Biochemical""], [""Medical Records"", ""Electronic Medical Records""]","[""Clinical"", ""Biochemical""]","[""Medical Records"", ""Electronic Medical Records""]"
"36071172","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""China"", ""Croatia"", ""Denmark"", ""Faroe Islands"", ""Finland"", ""France"", ""Germany"", ""Iceland"", ""Italy"", ""Netherlands"", ""Norway"", ""Singapore"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""image"", ""text""]"
"36093921","[""Austria"", ""Belgium"", ""Canada"", ""China"", ""Colombia"", ""Finland"", ""Japan"", ""Taiwan"", ""United States""]",NULL,NULL,"[""Image"", ""Text""]"
"36155266","[""Canada"", ""China""]","[""Magnetic resonance imaging"", ""Resting-state""], [""Magnetic Resonance Imaging"", ""Functional Homogeneity""]","[""Magnetic resonance imaging"", ""Resting-state""]","[""Magnetic Resonance Imaging"", ""Functional Homogeneity""]"
"36168038","[""Canada"", ""China""]","[""Lateral Cephalometric Radiographs""], [""Image""]","[""Lateral Cephalometric Radiographs""]","[""Image""]"
"36171645","[""Australia"", ""Canada"", ""China"", ""United States""]","[""DNA methylation""], Imaging, genomics","[""DNA methylation""]","Imaging, genomics"
"36183654","[""Canada"", ""China"", ""Egypt"", ""Germany"", ""Greece"", ""Hong Kong""]","[""Serum samples"", ""Latent class models""], [{""Modality"": ""Blood samples""}]","[""Serum samples"", ""Latent class models""]","[{""Modality"": ""Blood samples""}]"
"36212148","[""Canada"", ""China""]","[""Genomic""], [""image"", ""genomic""]","[""Genomic""]","[""image"", ""genomic""]"
"36217916","[""Canada"", ""China"", ""Hong Kong"", ""United States""]","[""Electrophysiological Signals""], [""Electrophysiological signals""]","[""Electrophysiological Signals""]","[""Electrophysiological signals""]"
"36229614","[""Canada"", ""China"", ""United States""]",NULL,"[""Biological and Environmental Engineering"", ""Surgery"", ""Polymer Science and Engineering""]",NULL
"36292227","[""Canada"", ""China""]","[""physiological data""], [""Physiological data""]","[""physiological data""]","[""Physiological data""]"
"36355196","[""Canada"", ""China""]","[""CT scans""], [""Computed Tomography (CT) scans""]","[""CT scans""]","[""Computed Tomography (CT) scans""]"
"36363901","[""Canada"", ""China"", ""Japan"", ""Singapore""]","[""ECG"", ""Breathing"", ""Motion signals""], [""ECG"", ""breathing"", ""motion signals""]","[""ECG"", ""Breathing"", ""Motion signals""]","[""ECG"", ""breathing"", ""motion signals""]"
"36368120","[""Canada"", ""China""]",NULL,NULL,"[""MRI"", ""2D slices"", ""3D volume""]"
"36375561","[""Canada"", ""China""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"36395604","[""Canada"", ""China""]","[""Medical Images""], [""Images""]","[""Medical Images""]","[""Images""]"
"36438173","[""Canada"", ""China""]",NULL,"[""Clinical""]",NULL
"36450807","[""Canada"", ""China""]","[""Electromyogram"", ""Hand gesture recognition""], [""electromyogram""]","[""Electromyogram"", ""Hand gesture recognition""]","[""electromyogram""]"
"36470898","[""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Czechia"", ""Ecuador"", ""Egypt"", ""Germany"", ""Greece"", ""India"", ""Iran"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""image""}, {""modality"": ""text""}]"
"36530391","[""Brazil"", ""Canada"", ""China"", ""Ireland"", ""United States""]","[""Immune biomarkers""], [""blood biomarkers""]","[""Immune biomarkers""]","[""blood biomarkers""]"
"36551273","[""Canada"", ""China""]",NULL,NULL,"[""text""]"
"36575159","[""Canada"", ""China""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"36580997","[""Canada"", ""China""]","[""Clinical"", ""Demographic""], [""Villalta scale""]","[""Clinical"", ""Demographic""]","[""Villalta scale""]"
"36603372","[""Canada"", ""China""]","[""Image""], [""Image"", ""Segmentation""]","[""Image""]","[""Image"", ""Segmentation""]"
"36711754","[""Canada"", ""China"", ""Israel"", ""Turkey"", ""United States""]",NULL,NULL,"[""Images"", ""Text""]"
"36750489","[""Belgium"", ""Canada"", ""China""]","[""MRI"", ""CT""], [""MRI"", ""CT images""]","[""MRI"", ""CT""]","[""MRI"", ""CT images""]"
"36810139","[""Canada"", ""China"", ""Hong Kong""]","[""Blastocyst images"", ""Patient couple's clinical features""], [""Images"", ""Clinical features""]","[""Blastocyst images"", ""Patient couple's clinical features""]","[""Images"", ""Clinical features""]"
"36812648","[""Canada"", ""China"", ""United States""]","[""Physiological"", ""Activity""], [""Wristband""]","[""Physiological"", ""Activity""]","[""Wristband""]"
"36817429","[""Canada"", ""China"", ""Jersey"", ""United States""]","[""Genomic"", ""Quantitative""], [""genomics""]","[""Genomic"", ""Quantitative""]","[""genomics""]"
"36899501","[""Canada"", ""China""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"37012019","[""Canada"", ""China""]",NULL,"[""electronic records"", ""blood pressure"", ""heart rate"", ""medical history""]",NULL
"37070957","[""Australia"", ""Canada"", ""China"", ""Hong Kong"", ""United Kingdom""]","[""Medical Imaging""], [""text"", ""numeric""]","[""Medical Imaging""]","[""text"", ""numeric""]"
"37084548","[""Canada"", ""China""]","[""Foot progression angle""], [""inertial sensing""]","[""Foot progression angle""]","[""inertial sensing""]"
"37158213","[""Canada"", ""China""]","[""MRI""], [{""modality"": ""MRI""}]","[""MRI""]","[{""modality"": ""MRI""}]"
"37202113","[""Canada"", ""China"", ""Czechia"", ""Germany"", ""Korea, Republic of"", ""Turkey""]","[""Intracranial""], [""Computed Tomography""]","[""Intracranial""]","[""Computed Tomography""]"
"37264564","[""Argentina"", ""Canada"", ""China""]","[""Computed Tomography""], [""CT"", ""MRI""]","[""Computed Tomography""]","[""CT"", ""MRI""]"
"37304014","[""Canada"", ""China""]","[""Structural magnetic resonance imaging""], [""structural magnetic resonance imaging""]","[""Structural magnetic resonance imaging""]","[""structural magnetic resonance imaging""]"
"37343696","[""Canada"", ""China"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Proteomic Dynamics""]",NULL
"37377859","[""Canada"", ""China"", ""Czechia"", ""France"", ""Korea, Republic of""]","[""NCCT"", ""DWI"", ""FLAIR""], [""NCCT"", ""DWI"", ""FLAIR""]","[""NCCT"", ""DWI"", ""FLAIR""]","[""NCCT"", ""DWI"", ""FLAIR""]"
"37546315","[""Canada"", ""China""]","[""Wearable sensor-enabled 6-min walk test (6MWT)"", ""Comprehensive geriatric assessment (CGA)""], [""gait"", ""cognitive""]","[""Wearable sensor-enabled 6-min walk test (6MWT)"", ""Comprehensive geriatric assessment (CGA)""]","[""gait"", ""cognitive""]"
"37608469","[""Canada"", ""China""]",NULL,NULL,"[""Serum Metabolites""]"
"37612646","[""Canada"", ""China""]",NULL,NULL,"[""Vital signs, physical examination""]"
"37807084","[""Australia"", ""Canada"", ""China"", ""Japan"", ""Netherlands"", ""Switzerland"", ""United Kingdom""]","[""MRI""], [{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]","[""MRI""]","[{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]"
"37820417","[""Canada"", ""China"", ""United States""]","[""MR images""], [""images""]","[""MR images""]","[""images""]"
"37858907","[""Australia"", ""Canada"", ""China"", ""Czechia"", ""France"", ""Germany"", ""Israel"", ""Netherlands"", ""United States""]","[""MRI"", ""EEG"", ""Behavioral""], [""Questionnaire"", ""Survey Data""]","[""MRI"", ""EEG"", ""Behavioral""]","[""Questionnaire"", ""Survey Data""]"
"37891565","[""Canada"", ""China"", ""Hong Kong""]",NULL,NULL,"[""HbA1c"", ""Cardiovascular Outcomes""]"
"37918343","[""Canada"", ""China""]","[""Ultrasound""], [""Ultrasound images"", ""Video""]","[""Ultrasound""]","[""Ultrasound images"", ""Video""]"
"38029530","[""Canada"", ""China""]","[""Genomics"", ""Gene expression"", ""Single-cell RNA-sequencing""], [""Genomics"", ""Gene expression data""]","[""Genomics"", ""Gene expression"", ""Single-cell RNA-sequencing""]","[""Genomics"", ""Gene expression data""]"
"38079600","[""Canada"", ""China""]","[""Visual""], [""Vision""]","[""Visual""]","[""Vision""]"
"38181606","[""Canada"", ""China""]","[""sMRI""], [""anatomical features"", ""deep convolutional features""]","[""sMRI""]","[""anatomical features"", ""deep convolutional features""]"
"38186943","[""Canada"", ""China""]","[""Wearable sensor""], [{""Modality"": ""multimodal"", ""Data_Source"": ""wearable sensor data""}]","[""Wearable sensor""]","[{""Modality"": ""multimodal"", ""Data_Source"": ""wearable sensor data""}]"
"38245498","[""Canada"", ""China"", ""United States""]","[""Eye Movement""], [""Eye Movement""]","[""Eye Movement""]","[""Eye Movement""]"
"38326559","[""Brazil"", ""Canada"", ""China"", ""Germany"", ""India"", ""Italy"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Portugal"", ""Qatar"", ""South Africa"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Imaging"", ""Psychiatry""]"
"38332374","[""Canada"", ""China"", ""Denmark"", ""Germany"", ""Japan"", ""Netherlands"", ""Norway"", ""Singapore"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""brain structural neuroimaging""]",NULL
"38351686","[""Canada"", ""China""]","[""Python's Scikit-Learn Library""], [""Text"", ""Python""]","[""Python's Scikit-Learn Library""]","[""Text"", ""Python""]"
"38370787","[""Australia"", ""Canada"", ""China"", ""Hong Kong"", ""South Korea"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Electronic Health Records"", ""Medical Claims Data""], [{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]","[""Electronic Health Records"", ""Medical Claims Data""]","[{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]"
"38486013","[""Canada"", ""China""]","[""Electroencephalography""], [""iEEG""]","[""Electroencephalography""]","[""iEEG""]"
"38502860","[""Canada"", ""China""]","[""proteomics"", ""metabolomics""], [""Proteomics"", ""Metabolomics""]","[""proteomics"", ""metabolomics""]","[""Proteomics"", ""Metabolomics""]"
"38532015","[""Australia"", ""Canada"", ""China"", ""Finland"", ""France"", ""Germany"", ""Hong Kong"", ""India"", ""Portugal"", ""United States""]","[""Cell""], [""Image"", ""Text""]","[""Cell""]","[""Image"", ""Text""]"
"38669487","[""Australia"", ""Canada"", ""China"", ""France"", ""Germany"", ""Korea, Republic of""]","[""Medical Records"", ""Medical Imaging""], [""musculoskeletal""]","[""Medical Records"", ""Medical Imaging""]","[""musculoskeletal""]"
"38696609","[""Canada"", ""China"", ""Japan""]","[""MRI""], [""image""]","[""MRI""]","[""image""]"
"38723886","[""Canada"", ""China""]","[""Echocardiography"", ""Single-photon emission computed tomography (SPECT)""], [""SPECT"", ""Echocardiography""]","[""Echocardiography"", ""Single-photon emission computed tomography (SPECT)""]","[""SPECT"", ""Echocardiography""]"
"38734697","[""Canada"", ""China""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"38842257","[""Canada"", ""China"", ""Germany"", ""Israel"", ""Netherlands"", ""Poland"", ""Spain"", ""United Kingdom""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""], [""Serum metabolites""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""]","[""Serum metabolites""]"
"38850215","[""Canada"", ""China"", ""Japan""]","[""MRI""], [""Structural connectivity data""]","[""MRI""]","[""Structural connectivity data""]"
"38951965","[""Canada"", ""China""]","[""Medical""], [""Image"", ""Text""]","[""Medical""]","[""Image"", ""Text""]"
"39013848","[""Australia"", ""Canada"", ""China"", ""Germany"", ""Italy"", ""Japan"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Magnetic Resonance"", ""Brain Imaging""]",NULL
"37829182","[""Australia"", ""Canada"", ""China"", ""Colombia"", ""Hong Kong"", ""South Korea"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,"[""Medical Imaging"", ""Electronic Health Records""]",NULL
