"pid","modalities","modalities2","x"
"32767763","{Imaging,Electroencephalography,Pathology,Digital,technologies}","{modality_name:,EEG,used_in_paper:,true,modality_name:,MRI,used_in_paper:,true}","{Digital,EEG,Electroencephalography,Imaging,modality_name:,MRI,Pathology,technologies,true,used_in_paper:}"
"32770269","{Audio}","{Audio}","{Audio}"
"32771618","{fMRI,task-activation}","{fMRI,task-activation}","{fMRI,task-activation}"
"32775335",NULL,"{health,care,systems,cancer,antimicrobial,resistance,primary,care}","{antimicrobial,cancer,care,health,primary,resistance,systems}"
"32797086","{intraductal}","{text}","{intraductal,text}"
"32809874","{Biomarkers,Inflammatory,biomarkers}","{Text}","{biomarkers,Biomarkers,Inflammatory,Text}"
"32816765","{MRI,CT,Scan}","{image,text}","{CT,image,MRI,Scan,text}"
"32819467","{ECG,Clinical,features}","{ECG}","{Clinical,ECG,features}"
"32819981","{Text}","{text,messaging}","{messaging,text,Text}"
"32832912","{Routine,clinical,data}","{text,machine,learning}","{clinical,data,learning,machine,Routine,text}"
"32843633","{Images,Brain,scans}","{images,text}","{Brain,images,Images,scans,text}"
"32845061","{Biological,Clinical}","{text}","{Biological,Clinical,text}"
"32852320",NULL,"{Clinical,data,Medical,diagnosis}","{Clinical,data,diagnosis,Medical}"
"32853182",NULL,"{""""}","{""""}"
"32859912","{Whole,genomes}","{Whole,genome,sequencing}","{genome,genomes,sequencing,Whole}"
"32862015","{Computed,Tomography,(CT)}","{Image,data,Text,data}","{Computed,(CT),data,Image,Text,Tomography}"
"32864270","{Chest,X-ray,images}","{X-ray}","{Chest,images,X-ray}"
"32864596","{Computed,Tomography,(CT),Clinical,Information}","{CT,""null""}","{Clinical,Computed,(CT),CT,Information,""null"",Tomography}"
"32880697","{Medical,Imaging}","{Modality:,Images,Modality:,Clinical,data}","{Clinical,data,Images,Imaging,Medical,Modality:}"
"32927257","{3-D}","{Computed,Tomography,Magnetic,Resonance,Imaging}","{3-D,Computed,Imaging,Magnetic,Resonance,Tomography}"
"32938996",NULL,"{Electromagnetic,fields,Glucose,samples}","{Electromagnetic,fields,Glucose,samples}"
"32943286","{lung,transplant,biopsies,microarrays,machine,learning}","{biopsy}","{biopsies,biopsy,learning,lung,machine,microarrays,transplant}"
"32955669","{PET}","{image}","{image,PET}"
"32962272","{Text}","{Text}","{Text}"
"32978299","{DNA,sequence,Chromatin,accessibility}","{DNA,sequence,Chromatin,accessibility}","{accessibility,Chromatin,DNA,sequence}"
"32991907","{Images}","{images}","{images,Images}"
"32992069","{speech}","{Language,Spontaneous,monologues}","{Language,monologues,speech,Spontaneous}"
"33002841","{ECG}","{ECG}","{ECG}"
"33003524","{Capillary,blood,glucose,measurements,Glucose,sensor,data}","{text}","{blood,Capillary,data,glucose,Glucose,measurements,sensor,text}"
"33005028","{Brain,imaging}","{images:,text:,""""}","{"""",Brain,images:,imaging,text:}"
"33028696",NULL,NULL,"{}"
"33033241","{Structural,neuroimaging}","{count:,2,modality:,image,count:,3,modality:,text}","{2,3,count:,image,modality:,neuroimaging,Structural,text}"
"33037266","{Image}","{value:,""null""}","{Image,""null"",value:}"
"33038139","{Clinical}","{Image,Text}","{Clinical,Image,Text}"
"33064342",NULL,NULL,"{}"
"33071806","{Images}","{Immunofluorescence,(IF),images,of,CD8+,T,lymphocytes}","{CD8+,(IF),images,Images,Immunofluorescence,lymphocytes,of,T}"
"33075658","{PET,CT}","{PET,CT}","{CT,PET}"
"33082371","{CT,scans,MRI}","{CT,scan,images,patient,information}","{CT,images,information,MRI,patient,scan,scans}"
"33131680","{Electrophysiology}","{Electrophysiology,Imaging}","{Electrophysiology,Imaging}"
"33149148","{Pathology,Transcriptome}","{images,text}","{images,Pathology,text,Transcriptome}"
"33161063","{Parent-report}","{parent-report,data}","{data,parent-report,Parent-report}"
"33167779","{Electrocardiogram,Cardiovascular}","{electrocardiogram}","{Cardiovascular,electrocardiogram,Electrocardiogram}"
"33177614","{Electronic,health,records}","{Clinical,features,Pre-existing,PVR}","{Clinical,Electronic,features,health,Pre-existing,PVR,records}"
"33187484","{Blood,culture}","{blood,cultures}","{blood,Blood,culture,cultures}"
"33205549","{Demographic,Symptomatic,Clinical}","{text}","{Clinical,Demographic,Symptomatic,text}"
"33224912","{Telemedicine}","{Telemedicine,Healthcare}","{Healthcare,Telemedicine}"
"33242116","{fMRI}","{static,dynamic}","{dynamic,fMRI,static}"
"33260138","{Magnetic,Resonance,Imaging,(T2-weighted,MR,images)}","{Magnetic,Resonance,Imaging,(MRI)}","{images),Imaging,Magnetic,MR,(MRI),Resonance,(T2-weighted}"
"33280549","{Computed,Tomography}","{modality1:,""null"",modality2:,""null""}","{Computed,modality1:,modality2:,""null"",Tomography}"
"33294774",NULL,"{X-rays,CT,scans}","{CT,scans,X-rays}"
"33285711","{CT,scans}","{Imaging,Clinical,Data}","{Clinical,CT,Data,Imaging,scans}"
"33288765","{genomic}","{single-sample,multi-region,sampling}","{genomic,multi-region,sampling,single-sample}"
"33310630","{EEG}","{face,processing,temporal,and,spatial}","{and,EEG,face,processing,spatial,temporal}"
"33317634","{Genomic,Epigenetic}","{value:,DNA,methylation}","{DNA,Epigenetic,Genomic,methylation,value:}"
"33350595","{Medical,records}","{ANN}","{ANN,Medical,records}"
"33391794",NULL,"{biomedical,computational}","{biomedical,computational}"
"33394116","{Imaging}","{MRI}","{Imaging,MRI}"
"33418122","{MRI}","{MRI,Artificial,Brain,Tumor,Models}","{Artificial,Brain,Models,MRI,Tumor}"
"33420416",NULL,"{modality:,Images,modality:,Text}","{Images,modality:,Text}"
"33422894","{Structural,magnetic,resonance,imaging,scans}","{MRI}","{imaging,magnetic,MRI,resonance,scans,Structural}"
"33423132","{Ultrasound,Grayscale}","{Ultrasound}","{Grayscale,Ultrasound}"
"33441847",NULL,"{Text:,true,Audio:,false,Image:,false}","{Audio:,false,Image:,Text:,true}"
"33442676","{Medical}",NULL,"{Medical}"
"33445089","{Visual,processing,Spatial,memory,Attention,Executive,function}","{Cognitive,Visual}","{Attention,Cognitive,Executive,function,memory,processing,Spatial,Visual}"
"33458268","{Computed,Tomography}","{Computed,Tomography}","{Computed,Tomography}"
"33472890",NULL,"{Text:,""null"",Audio:,""null"",Image:,""null""}","{Audio:,Image:,""null"",Text:}"
"33480187","{Neuroimaging}","{Voxels,in,the,brain.:,MRI,Imaging}","{brain.:,Imaging,in,MRI,Neuroimaging,the,Voxels}"
"33481459","{Chest,Radiographs,Computed,Tomography,(CT)}","{Chest,CT,Chest,Radiograph}","{Chest,Computed,(CT),CT,Radiograph,Radiographs,Tomography}"
"33501414","{Biometric,Data,Laboratory,Analysis}",NULL,"{Analysis,Biometric,Data,Laboratory}"
"33515058","{Medical}",NULL,"{Medical}"
"33539251","{Radiological,Chemical}","{text,affiliations}","{affiliations,Chemical,Radiological,text}"
"33549146","{Fecal,microbiota,composition}",NULL,"{composition,Fecal,microbiota}"
"33554457","{Facial,features}","{Image}","{Facial,features,Image}"
"33557612","{Magnetic,Resonance,Imaging}","{modality:,MRI}","{Imaging,Magnetic,modality:,MRI,Resonance}"
"33558044",NULL,"{#text:,self-reported,measures,$type:,array}","{$type:,array,measures,self-reported,#text:}"
"33564942",NULL,"{Text,Image}","{Image,Text}"
"33577219","{Audiology}","{Audiology-Only,Predictors,All,Predictors}","{All,Audiology,Audiology-Only,Predictors}"
"33599043","{1.5T,Inversion-recovery,segmented,gradient-echo,Balanced,steady-state,free-precession}","{MRI,cine,sequences}","{1.5T,Balanced,cine,free-precession,gradient-echo,Inversion-recovery,MRI,segmented,sequences,steady-state}"
"33602921",NULL,"{""""}","{""""}"
"33610035","{PPG,OVG}","{PPG,OVG}","{OVG,PPG}"
"33622655","{Magnetic,Resonance,Imaging,Diffusion,Tensor,Imaging,Functional,Magnetic,Resonance,Imaging}","{Imaging}","{Diffusion,Functional,Imaging,Magnetic,Resonance,Tensor}"
"33634751",NULL,"{count:,2,value:,Image,count:,1,value:,Text,count:,0,value:,Audio,count:,0,value:,Video}","{0,1,2,Audio,count:,Image,Text,value:,Video}"
"33650265","{Urology,Reproducive,Health}","{Imaging}","{Health,Imaging,Reproducive,Urology}"
"33658605",NULL,"{modality:,text,modality:,video,modality:,audio,modality:,image,modality:,""null""}","{audio,image,modality:,""null"",text,video}"
"33692779","{Peripheral,blood,cells,Clinical,data}","{Gene,expression,Clinical,data}","{blood,cells,Clinical,data,expression,Gene,Peripheral}"
"33723044",NULL,"{Text}","{Text}"
"33726819",NULL,"{Text,Image}","{Image,Text}"
"33739635","{Computed,Tomography}","{Image}","{Computed,Image,Tomography}"
"33753252","{Patch,testing}","{skin,images,patient,information}","{images,information,Patch,patient,skin,testing}"
"33753312",NULL,"{""""}","{""""}"
"33764818",NULL,"{Clinical,data,Imaging}","{Clinical,data,Imaging}"
"33766511",NULL,"{skin,images,medical,data}","{data,images,medical,skin}"
"33767382",NULL,"{""""}","{""""}"
"33770525","{Neuroimaging}","{""null"",""null"",""null"",""null"",""null"",""null"",""null"",""null"",""null"",""null"",""null"",""null""}","{Neuroimaging,""null""}"
"33780727","{Electroencephalogram,(EEG)}","{Type:,scalograms,Modality:,EEG,Modality:,image-like,format}","{(EEG),EEG,Electroencephalogram,format,image-like,Modality:,scalograms,Type:}"
"33804307",NULL,"{text}","{text}"
"33820939",NULL,"{text,image}","{image,text}"
"33823116","{Laboratory,Data,Clinical,Data}","{Text}","{Clinical,Data,Laboratory,Text}"
"33824310","{brain,MRI,scans}","{MRI}","{brain,MRI,scans}"
"33836309","{DXA,vertebral,fracture,assessment,images,Single-energy,and,dual-energy,images}","{Image}","{and,assessment,dual-energy,DXA,fracture,Image,images,Single-energy,vertebral}"
"33850128","{Neuroimaging,Phenotypic,data}","{Neuroimaging,Transcriptomics}","{data,Neuroimaging,Phenotypic,Transcriptomics}"
"33856350","{Vital,signs,Electronic,health,records}","{heart,rate,respiratory,rate,blood,oxygen,saturation,(SpO2),age,gender,admission,type,first,care,unit,cardiovascular,disease,history}","{admission,age,blood,cardiovascular,care,disease,Electronic,first,gender,health,heart,history,oxygen,rate,records,respiratory,saturation,signs,(SpO2),type,unit,Vital}"
"33880420","{Next-generation,sequencing,(NGS),Computational,predictor}","{RNA,sequencing,Artificial,intelligence}","{Artificial,Computational,intelligence,Next-generation,(NGS),predictor,RNA,sequencing}"
"33858815","{Transplant,recipient,data}","{Modality:,Image,Modality:,Text}","{data,Image,Modality:,recipient,Text,Transplant}"
"33865966","{Accelerometry}","{Accelerometry}","{Accelerometry}"
"33909990",NULL,NULL,"{}"
"33914797","{Swept-source,optical,coherence,tomography,(OCT),imaging,Triton}","{Optical,Coherence,Tomography,(OCT)}","{coherence,Coherence,imaging,(OCT),optical,Optical,Swept-source,tomography,Tomography,Triton}"
"33934542","{Medical}","{text,image}","{image,Medical,text}"
"33937724",NULL,"{Text,Image}","{Image,Text}"
"33951562","{Accelerometer,signals}","{Accelerometer}","{Accelerometer,signals}"
"33953261","{hand,motion,signals}","{hand,motion,signals:,true}","{hand,motion,signals,signals:,true}"
"33955603",NULL,"{Modality:,Images,Modality:,Text}","{Images,Modality:,Text}"
"33962603","{Affiliation}","{tags:,""null"",Country:,Australia,tags:,""null"",Country:,Germany,tags:,""null"",Country:,India,tags:,""null"",Country:,Turkey,tags:,""null"",Country:,South,Korea,tags:,""null"",Country:,Tunisia,tags:,""null"",Country:,Ecuador,tags:,""null"",Country:,Greece,tags:,""null"",Country:,Morocco,tags:,""null"",Country:,Thailand,tags:,""null"",Country:,USA,tags:,""null"",Country:,Austria,tags:,""null"",Country:,Spain}","{Affiliation,Australia,Austria,Country:,Ecuador,Germany,Greece,India,Korea,Morocco,""null"",South,Spain,tags:,Thailand,Tunisia,Turkey,USA}"
"33963192",NULL,NULL,"{}"
"33977272","{MRI}",NULL,"{MRI}"
"33979407","{EEG}","{EEG}","{EEG}"
"33984844","{ECG}","{ECG}","{ECG}"
"33987451","{histology,images}","{Image}","{histology,Image,images}"
"33988925","{Structural,Magnetic,Resonance,Imaging}","{MRI}","{Imaging,Magnetic,MRI,Resonance,Structural}"
"33991581",NULL,"{""""}","{""""}"
"33997620","{QC,NY}",NULL,"{NY,QC}"
"34003504","{Text,Nil}","{modality:,text,modality:,none,specified}","{modality:,Nil,none,specified,text,Text}"
"34004274","{Electronic,medical,record,data,Machine,learning,algorithms}",NULL,"{algorithms,data,Electronic,learning,Machine,medical,record}"
"34019229","{Text,Numerical}","{demographics:,""null""}","{demographics:,""null"",Numerical,Text}"
"34020414","{Clinical,Demographic,Expectations,Cognitive,Appraisal}","{Text}","{Appraisal,Clinical,Cognitive,Demographic,Expectations,Text}"
"34023273","{Echocardiography,Computed,Tomography,Cardiovascular,Magnetic,Resonance,Imaging}","{echocardiography,computed,tomography,(CT),cardiovascular,magnetic,resonance,(CMR),imaging}","{cardiovascular,Cardiovascular,(CMR),computed,Computed,(CT),echocardiography,Echocardiography,imaging,Imaging,magnetic,Magnetic,resonance,Resonance,tomography,Tomography}"
"34026680","{Fetal,Heart,Rate,Arterial,Blood,Pressure}","{electrocardiogram,blood,pressure}","{Arterial,blood,Blood,electrocardiogram,Fetal,Heart,pressure,Pressure,Rate}"
"34028616","{Saliva,RNA,biomarkers}","{saliva,RNA,biomarkers,levels:,""null"",balance,and,cognitive,test,performance:,""null""}","{and,balance,biomarkers,cognitive,levels:,""null"",performance:,RNA,saliva,Saliva,test}"
"34031407","{fMRI}","{fMRI}","{fMRI}"
"34048901",NULL,"{EEG,fMRI}","{EEG,fMRI}"
"34050594",NULL,"{Text}","{Text}"
"34052016","{Skin,Cancer,Images}","{skin,cancer,image,classification}","{cancer,Cancer,classification,image,Images,skin,Skin}"
"34055577","{text}","{text}","{text}"
"34060330","{Genomics}","{text}","{Genomics,text}"
"34078897","{Imaging,""null""}","{Radiology,Neurology}","{Imaging,Neurology,""null"",Radiology}"
"34080925","{EEG}","{EEG}","{EEG}"
"34127064","{GPS}","{Modality:,GPS,data,loggers,Modality:,Cerebrospinal,fluid,biomarkers}","{biomarkers,Cerebrospinal,data,fluid,GPS,loggers,Modality:}"
"34131749","{MRI}","{MRI}","{MRI}"
"34140617","{Neuroimaging}","{neuroimaging}","{neuroimaging,Neuroimaging}"
"34145556","{3D,rotational,angiography}","{Image,Hemodynamic}","{3D,angiography,Hemodynamic,Image,rotational}"
"34153626","{MRI}","{Imaging,Modalities:,Magnetic,Resonance,Imaging}","{Imaging,Magnetic,Modalities:,MRI,Resonance}"
"34156719","{CT}","{image,text}","{CT,image,text}"
"34176681","{Blood}","{blood-based,cfDNA,sequencing}","{Blood,blood-based,cfDNA,sequencing}"
"34185798","{Demographic,Physiologic,Clinical}",NULL,"{Clinical,Demographic,Physiologic}"
"34214101","{Invasive,Non-invasive}","{invasive,non-invasive}","{invasive,Invasive,non-invasive,Non-invasive}"
"34214980","{""null""}",NULL,"{""null""}"
"34215614","{Audio}","{Audio}","{Audio}"
"34228341","{Imaging,Clinical}","{myocardial,perfusion,imaging,(MPI),angiography}","{angiography,Clinical,imaging,Imaging,(MPI),myocardial,perfusion}"
"34243824","{Survey,Questionnaire}","{Survey,Questionnaire}","{Questionnaire,Survey}"
"34245019","{Text,Clinical,variables}","{Modality:,Text,Image}","{Clinical,Image,Modality:,Text,variables}"
"34259870",NULL,"{Echocardiography,Nuclear,Medicine}","{Echocardiography,Medicine,Nuclear}"
"34262079","{Diffusion,Tensor,Imaging,(DTI)}","{Diffusion,Tensor,Imaging}","{Diffusion,(DTI),Imaging,Tensor}"
"34267327","{Clinical,Data,Protein,Expression}","{Text,Machine,Learning}","{Clinical,Data,Expression,Learning,Machine,Protein,Text}"
"34275140","{Clinical,Neurophysiological,Imaging}","{text,image}","{Clinical,image,Imaging,Neurophysiological,text}"
"34285187","{""null"",""null""}","{Text,Image}","{Image,""null"",Text}"
"34297511","{3D,camera,Infrared,imaging}","{Infrared,imaging}","{3D,camera,imaging,Infrared}"
"34308560","{Magnetic,Resonance,Imaging,(MRI)}","{Magnetic,Resonance,Imaging}","{Imaging,Magnetic,(MRI),Resonance}"
"34310676","{calcium,imaging,fMRI}","{calcium,imaging,fMRI}","{calcium,fMRI,imaging}"
"34311121","{TMS}","{TMS,measures}","{measures,TMS}"
"34322947",NULL,NULL,"{}"
"34327851","{Microbiota,composition}",NULL,"{composition,Microbiota}"
"34328661","{Mammograms,Breast,CT}","{Mammograms}","{Breast,CT,Mammograms}"
"34337338","{Histopathology}","{Histopathology,Machine,Learning}","{Histopathology,Learning,Machine}"
"34339947","{Temporalology,Genetics}","{MRI,EEG}","{EEG,Genetics,MRI,Temporalology}"
"34344562","{Cardiac,Ultrasound,Inertial,Measurement,Device}","{Image,Probe,motion}","{Cardiac,Device,Image,Inertial,Measurement,motion,Probe,Ultrasound}"
"34352294","{Neuroimaing}","{modality:,structural,neuroimaing,modality:,biological}","{biological,modality:,neuroimaing,Neuroimaing,structural}"
"34353531","{MRI,""null""}","{Cardiology}","{Cardiology,MRI,""null""}"
"34359623","{MRI,CT}","{CT,MRI}","{CT,MRI}"
"34372915","{genomics}","{text,genomic,data}","{data,genomic,genomics,text}"
"34384621","{Single-surgeon,RARP,Patient-reported,outcomes}","{patient-reported,outcomes}","{outcomes,patient-reported,Patient-reported,RARP,Single-surgeon}"
"34387095","{Imaging,Genomics}","{Imaging,data,Genomic,information}","{data,Genomic,Genomics,Imaging,information}"
"34389724","{Genomics,Population,Genetics}","{blood,samples,genomics}","{blood,Genetics,genomics,Genomics,Population,samples}"
"34392363","{Imaging,Medical,Imaging}","{radiology}","{Imaging,Medical,radiology}"
"34396283","{Clinical}","{text,image}","{Clinical,image,text}"
"34408203","{Face}","{fMRI,Face}","{Face,fMRI}"
"34419753",NULL,"{Gene,expression,""null""}","{expression,Gene,""null""}"
"34430044","{Images}","{Images}","{Images}"
"34433834","{Whole-Blood,Transcriptomics,Data}","{Whole-Blood,Transcriptomics}","{Data,Transcriptomics,Whole-Blood}"
"34441340",NULL,"{A:,India,M:,USA,S:,USA,V:,USA,Z:,Hungary,GD:,UK,JS:,USA,SK:,USA}","{A:,GD:,Hungary,India,JS:,M:,S:,SK:,UK,USA,V:,Z:}"
"34451039","{Sensors}","{knee,adduction,moment,knee,flexion,moment}","{adduction,flexion,knee,moment,Sensors}"
"34463809","{PET/CT,Low-Dose,CT}","{Imaging,Clinical,data}","{Clinical,CT,data,Imaging,Low-Dose,PET/CT}"
"34466045","{Electromyographic,activity,(EMG-MMA),MJM}","{EMG-MMA,MJM}","{activity,Electromyographic,(EMG-MMA),EMG-MMA,MJM}"
"34467426","{MRI,TRUS}","{T2-weighted,(T2W),MRI,Apparent,diffusion,coefficient,(ADC)}","{(ADC),Apparent,coefficient,diffusion,MRI,(T2W),T2-weighted,TRUS}"
"34471189","{sagittal,frontal}","{sagittal,and,frontal,motion,planes}","{and,frontal,motion,planes,sagittal}"
"34487983","{Image}","{Image,Video}","{Image,Video}"
"34489404","{transcriptomic}","{gene,embeddings,topic,embeddings}","{embeddings,gene,topic,transcriptomic}"
"34496940","{Clinical,features,Blood,markers}","{Modality:,Clinical,Modality:,Blood,markers}","{Blood,Clinical,features,markers,Modality:}"
"34508027",NULL,"{text:,""null"",image:,""null"",video:,""null""}","{image:,""null"",text:,video:}"
"34508095","{Gene,expression,Neuropathology}","{Name:,gene,expression,Name:,human,phenotypes}","{expression,gene,Gene,human,Name:,Neuropathology,phenotypes}"
"34526699",NULL,NULL,"{}"
"34528885","{Mobile,Outpatient}","{""null""}","{Mobile,""null"",Outpatient}"
"34566600","{Resting-State,EEG,Structural,MRI}","{Resting-state,EEG,Structural,MRI}","{EEG,MRI,Resting-state,Resting-State,Structural}"
"34573331","{Whole,blood}","{Genetic}","{blood,Genetic,Whole}"
"34581405","{Clinical,Demographic}","{clinical,and,demographic,predictor,variables,prodromal,symptom,remission}","{and,clinical,Clinical,demographic,Demographic,predictor,prodromal,remission,symptom,variables}"
"34600848","{Text,Numerical}",NULL,"{Numerical,Text}"
"34609322","{Capnography}","{capnography}","{capnography,Capnography}"
"34618413","{Image}","{Imaging,Pathology}","{Image,Imaging,Pathology}"
"34621541",NULL,"{modal1:,X-ray,modal2:,MRI}","{modal1:,modal2:,MRI,X-ray}"
"34622225","{Hematoxylin,and,eosin,(HE)-stained,tissues}","{hematoxylin,and,eosin,(HE)-stained,tissues}","{and,eosin,hematoxylin,Hematoxylin,(HE)-stained,tissues}"
"34635910",NULL,"{Gastroenterology,Surgery}","{Gastroenterology,Surgery}"
"34655865","{fMRI}","{Functional,Magnetic,Resonance,Images,(fMRI)}","{(fMRI),fMRI,Functional,Images,Magnetic,Resonance}"
"34668699","{Structural,Biophysical}",NULL,"{Biophysical,Structural}"
"34686914","{kidney,function,measurements,vesicoureteral,reflux,grade,renal,dysplasia,at,presentation}","{Urology,Surgery}","{at,dysplasia,function,grade,kidney,measurements,presentation,reflux,renal,Surgery,Urology,vesicoureteral}"
"34705042","{Functional,magnetic,resonance,imaging,(fMRI)}","{Functional,Magnetic,Resonance,Imaging}","{(fMRI),Functional,imaging,Imaging,magnetic,Magnetic,resonance,Resonance}"
"34706445","{Electronic,medical,records}","{Text}","{Electronic,medical,records,Text}"
"34715288","{MRI}","{MRI}","{MRI}"
"34716214","{electronic}",NULL,"{electronic}"
"34716400",NULL,NULL,"{}"
"34719765","{Medical,University,Department,of,Psychiatry,Knight,Alzheimer,Disease,Research,Center}","{text:,false,image:,false,video:,false}","{Alzheimer,Center,Department,Disease,false,image:,Knight,Medical,of,Psychiatry,Research,text:,University,video:}"
"34726496","{grid,project}","{modality:,Text,modality:,Images}","{grid,Images,modality:,project,Text}"
"34737094","{Serum,data}",NULL,"{data,Serum}"
"34740952",NULL,"{radiology}","{radiology}"
"34743445","{Oncology}","{Medical,images,Clinical,data}","{Clinical,data,images,Medical,Oncology}"
"34744927","{self-report,measures}","{text,numeric}","{measures,numeric,self-report,text}"
"34763798","{Medical,Images}","{images}","{images,Images,Medical}"
"34767577","{Clinical,data}",NULL,"{Clinical,data}"
"34770729","{Inertial,motion,unit,(IMU)-based,physiological,vibration,acceleration}","{Wearable,inertial,motion,unit,(IMU)-based,physiological,vibration,acceleration,sensor}","{acceleration,(IMU)-based,inertial,Inertial,motion,physiological,sensor,unit,vibration,Wearable}"
"34773476","{Clinical,Ultrasound}","{ultrasound}","{Clinical,ultrasound,Ultrasound}"
"34773974","{Imaging,Genomics}",NULL,"{Genomics,Imaging}"
"34777332","{Single,Cell,RNA,sequencing,Serum,antibody,titers}","{Modality:,Single,Cell,RNA,Sequencing}","{antibody,Cell,Modality:,RNA,sequencing,Sequencing,Serum,Single,titers}"
"34791422","{electronic,monitoring,electronic,health,records,smartphones,wearables}","{Electronic,Monitoring,Electronic,Health,Records,Smartphones}","{electronic,Electronic,health,Health,monitoring,Monitoring,records,Records,smartphones,Smartphones,wearables}"
"34793435",NULL,"{Survey,Questionnaire}","{Questionnaire,Survey}"
"34797702","{Computed,Tomography}","{CT}","{Computed,CT,Tomography}"
"34798245","{Accelerometry}","{acceleration}","{acceleration,Accelerometry}"
"34829456","{Ultrasound}","{Ultrasound}","{Ultrasound}"
"34837951",NULL,"{Classification,Regression}","{Classification,Regression}"
"34850171","{Diagnostic,Imaging}","{MRI,CT}","{CT,Diagnostic,Imaging,MRI}"
"34851292","{Neuroscience}","{""""}","{"""",Neuroscience}"
"34854943","{Optical,Coherence,Tomography,Coronary,Angiography}","{optical,coherence,tomography,(OCT),coronary,angiography}","{angiography,Angiography,coherence,Coherence,coronary,Coronary,(OCT),optical,Optical,tomography,Tomography}"
"34863649","{ECG,Imaging}","{echocardiogram,ECG}","{ECG,echocardiogram,Imaging}"
"34864679","{Demographic,Genetic,Neuropsychiatric,Neuroimaging}",NULL,"{Demographic,Genetic,Neuroimaging,Neuropsychiatric}"
"34878526",NULL,"{interview,schedule,machine,learning,algorithm}","{algorithm,interview,learning,machine,schedule}"
"34920543",NULL,"{text,image}","{image,text}"
"34921162","{Electrocardiogram}","{Maternal,abdominal,electrocardiograms,Fetal,ECG}","{abdominal,ECG,Electrocardiogram,electrocardiograms,Fetal,Maternal}"
"34937750","{upper,limb,Fugl-Meyer,(FM),scores}","{upper,limb,Fugl-Meyer,(FM),scores}","{(FM),Fugl-Meyer,limb,scores,upper}"
"34953074","{HR-pQCT}","{Computed,Tomography}","{Computed,HR-pQCT,Tomography}"
"35101728","{multi-modal}","{image,multi-modal}","{image,multi-modal}"
"34967848",NULL,"{text,image}","{image,text}"
"34979435","{Histopathology}","{Images}","{Histopathology,Images}"
"34997373","{MRI,ESR,CRP}","{MRI}","{CRP,ESR,MRI}"
"35002915","{Video}","{Video,Inertial,measurement,units}","{Inertial,measurement,units,Video}"
"35006495","{Chest,radiographs}","{chest,radiographs}","{chest,Chest,radiographs}"
"35007352","{Hematoxylin,and,eosin}","{Modality:,Whole,Slide,Images,(WSIs),Modality:,Hematoxylin,and,Eosin-stained,images}","{and,eosin,Eosin-stained,Hematoxylin,images,Images,Modality:,Slide,Whole,(WSIs)}"
"35017538",NULL,"{modality1:,nuclear,and,mitochondrial,somatic,mutational,landscape,modality2:,tumour-types}","{and,landscape,mitochondrial,modality1:,modality2:,mutational,nuclear,somatic,tumour-types}"
"35021305","{Clinical,Hormonal,Semen,Analysis}","{hormonal,clinical,semen,analysis}","{analysis,Analysis,clinical,Clinical,hormonal,Hormonal,semen,Semen}"
"35025073","{Computed,Tomography}","{Image}","{Computed,Image,Tomography}"
"35025756","{Email,Internet}","{self-reported,data}","{data,Email,Internet,self-reported}"
"35026177","{Hospital,Medicine,Pulmonary,Critical,Care}","{""""}","{"""",Care,Critical,Hospital,Medicine,Pulmonary}"
"35027755","{Image}","{count:,""null"",modality:,image,count:,""null"",modality:,text}","{count:,image,Image,modality:,""null"",text}"
"35030208","{""""}","{Text,Questionnaire}","{"""",Questionnaire,Text}"
"35039069",NULL,"{Text,Survival,Data}","{Data,Survival,Text}"
"35056931","{Computational,Modeling,Finite,Element,Method}","{temperature-sensitive,liposomes,magnetic,hyperthermia}","{Computational,Element,Finite,hyperthermia,liposomes,magnetic,Method,Modeling,temperature-sensitive}"
"35058354","{genomics,histology}","{mRNA,measurements}","{genomics,histology,measurements,mRNA}"
"35099942","{Serum,Metabolic,Fingerprints}",NULL,"{Fingerprints,Metabolic,Serum}"
"35077592","{laboratory,echocardiographic}","{type:,Physiological}","{echocardiographic,laboratory,Physiological,type:}"
"35098027",NULL,NULL,"{}"
"35111593","{Imaging,Dopamine,transposer,-,single,photon,emission,computed,tomography,(DAT,SPECT),images}","{text:,SPECT-based,radiomics,features,category:,modality,text:,MRI,images,category:,modality}","{-,category:,computed,(DAT,Dopamine,emission,features,images,Imaging,modality,MRI,photon,radiomics,single,SPECT),SPECT-based,text:,tomography,transposer}"
"35120173","{Ultrasonography}","{Ultrasonography}","{Ultrasonography}"
"35121948","{Electronic,Health,Records,(EHRs),medical,notes}","{health,data,medical,notes}","{data,(EHRs),Electronic,health,Health,medical,notes,Records}"
"35136125","{Gas,chromatography,Mass,spectrometry}","{Volatile,Organic,Compounds,(VOCs),Gas,Chromatography,Time-of-Flight,Mass,Spectrometry}","{chromatography,Chromatography,Compounds,Gas,Mass,Organic,spectrometry,Spectrometry,Time-of-Flight,(VOCs),Volatile}"
"35137490","{Radiographs}","{Radiographs}","{Radiographs}"
"35141430","{Health,data,Vaccine,coverage}","{Text}","{coverage,data,Health,Text,Vaccine}"
"35157713","{Swept-source,OCT,OCT-angiography}","{Optical,Coherence,Tomography,Angiography}","{Angiography,Coherence,OCT,OCT-angiography,Optical,Swept-source,Tomography}"
"35168594","{Text}","{text}","{text,Text}"
"35172791","{Healthcare,Utilization}",NULL,"{Healthcare,Utilization}"
