"pid","combined_modalities"
"33177493","{""[\""immunofluorescence-based phenotypes"",""[\""microscopy"",""sequencing\""]"",""single-cell sequencing data\""]""}"
"33166947","{""[\""Alpha and high gamma bands\""]"",""functional connectome data\""]"",""[\""Magnetoencephalography""}"
"33168895","{""[\""Computed Tomography (CT)\""]"",""[\""CT scans\""]""}"
"33174853","{""[\""text\""]"",""[\""Text\""]""}"
"33176582","{""[\""Plasma\""]""}"
"33182258","{""[\""Accelerometer"",""Gyroscope\""]""}"
"33199349","{""[\""counts"",""[\""Counts and event rates\""]"",""event rates\""]""}"
"33211237","{""[\""Echo\""]"",""[\""Echocardiogram"",""Video\""]""}"
"33216001","{""[\""Motion data"",""[\""movement in the house"",""physical activity"",""sedentary behavior\""]"",sleep,""Thermometer data\""]""}"
"33246080","{""[\""kinematic scores"",""[\""Movement"",""Sensor data\""]"",""upper arm kinematic scores\""]""}"
"33247597","{""[\""Magnetic resonance imaging\""]""}"
"33278743","{""[\""Transdiagnostic digital intervention\""]""}"
"33280248","{""[\""text\""]""}"
"33289519","{""Functional Status\""]"",""[\""mJOA score\""]"",""[\""Surgical Intervention""}"
"33289613","{""Helium 3 MRI\""]"",""Hyperpolarized helium 3 ([3]He) MRI\""]"",""[\""Proton MRI""}"
"33293364","{""blood gases\""]"",""[\""ultrasound"",""[\""Ultrasound\""]"",""ventilator settings""}"
"33304928","{""[\""3D-MDA"",""Cardiac magnetic resonance (CMR)\""]"",""Clinical Characteristics\""]"",""[\""Imaging Data""}"
"33316095","{""[\""Electronic medical records\""]"",""[\""Electronic Medical Records\""]""}"
"33381838","{""[\""Phylogenetically related samples\""]""}"
"33361262","{""[\""From the Translational and Clinical Research Institute (N.S.), Faculty of Medical Sciences, and Computational Neuroscience, Neurology, and Psychiatry Lab (N.S., Y.W., N.M.d.S., P.N.T.), Interdisciplinary Computing and Complex BioSystems Group, School of Computing, Newcastle University, Newcastle Upon Tyne; NIHR University College London Hospitals Biomedical Research Centre (Y.W., A.M., A.W.M., J.d.T., S.B.V., G.P.W., J.S.D., P.N.T.), UCL Institute of Neurology, Queen Square; Centre for Medical Image Computing (S.B.V.), University College London; Epilepsy Society MRI Unit (S.B.V., G.P.W., J.S.D), Chalfont St Peter, UK; and Department of Medicine (G.P.W.,), Division of Neurology, Queen's University, Kingston, Ontario, Canada.\""]"",""[\""MRI\""]""}"
"33376135","{""[\""Transcriptome\""]""}"
"33390261","{""Categorical data (gender, age)\""]"",""[\""Numerical rating scale"",""[\""Numerical rating scale (NRS)"",""Perioperative i.v. dexamethasone\""]""}"
"33393055","{""[\""kinarm robot"",""[\""Robot"",""upper limb function\""]"",""Visual\""]""}"
"33395997","{""[\""fMRI"",""[\""Functional connectivity"",""Structural connectivity\""]""}"
"33396526","{""Machine Learning\""]"",""[\""Simulation"",""[\""Simulation Tool\""]""}"
"33400140","{""[\""Robot\""]"",""[\""Robot-based"",""Traditional assessment\""]""}"
"33406155","{""[\""Clinical\""]"",""[\""Medical time series records\""]""}"
"33422088","{""[\""Text\""]"",""{\""Text\"": true}""}"
"33425953","{""[\""CT images\""]"",""[\""image\""]""}"
"33429290","{""[\""accelerometer\""]""}"
"33439725","{""[\""Clinical"",""[\""estrogen receptor (ER) status"",""human epidermal growth factor-2 (HER2) status"",""Nottingham grade\""]"",""Pathological\""]""}"
"33446870","{""[\""CT Images\""]""}"
"33447694","{""{\""chemical composition\"": null}"",""[\""Plasma NEFAs\""]""}"
"33478563","{""Robotics\""]"",""[\""Upper extremity"",""[\""Upper Extremity\""]""}"
"33486639","{""[\""image"",""[\""Image\""]"",""nuclear features\""]""}"
"33504254","{""[\""Blood glucose concentration changes\""]"",""numeric\""]"",""[\""text""}"
"33515845","{""[\""electrophysiological testing\""]"",""[\""Electrophysiological testing\""]""}"
"33529665","{""[\""Clinical"",""[\""ECG"",""Imaging\""]"",""Laboratory\""]""}"
"33532625","{""[\""Proton nuclear magnetic resonance spectroscopy\""]"",""[\""Urine samples\""]""}"
"33534111","{""[\""histological"",""[\""Histological breast cancer features\""]"",""machine learning\""]""}"
"33550508","{""[\""Image\""]"",""Imaging\""]"",""[\""OCT-A""}"
"33577203","{""[\""text\""]""}"
"33579858","{""[\""FDG-PET\""]"",""[\""Neuroimaging\""]""}"
"33580109","{""[\""administrative data\""]""}"
"33601012","{""{\""spine_surgery_cases\"": true}"",""[\""surgical data\""]""}"
"33631293","{""[\""Linear regression"",""Neural network models\""]"",""[\""Time\""]""}"
"33640674","{""Fluorodeoxyglucose\""]"",""[\""fluorodeoxyglucose positron emission tomography imaging\""]"",""[\""Positron emission tomography""}"
"33644412","{""[\""Public sector health data\""]"",""Structured Data\""]"",""[\""Text""}"
"33645908","{""[\""Blood"",""Brain\""]"",""gene_expression\""]"",""[\""mRNA""}"
"33649398","{""CT scan\""]"",""Genomics\""]"",""[\""Imaging"",""[\""MRI""}"
"33651938","{""[\""Mass Spectrometry Imaging\""]""}"
"33657184","{""[\""Clinical Notes"",""Radiology\""]"",""[\""Text""}"
"33672259","{""[\""MRI\""]"",""[\""MR imaging\""]""}"
"33683608","{""{\""text\"": null, \""multimedia\"": null}""}"
"33704076","{""[\""Inertial sensor data"",""[\""Inertial sensor data\""]"",""Physiotherapy exercises\""]""}"
"33707478","{[],""[\""Biomedical\""]""}"
"33711482","{""Behavioral data\""]"",""[\""MRI"",""[\""MRI\""]""}"
"33717471","{""Cine three-chamber plane\""]"",""[\""Imaging\""]"",""[\""Magnetic resonance imaging""}"
"33731738","{""[\""Ultrasound\""]""}"
"33733120","{""[\""Clinical"",""Demographic\""]"",""[\""Image"",""Text\""]""}"
"33743572","{""[\""serum microRNAs"",""[\""Serum miRNA levels"",""Urine metabolite concentrations\""]"",""urine metabolites\""]""}"
"33747150","{""[\""Adipokines"",""Inflammatory factors\""]"",""Magnetic Resonance Imaging\""]"",""[\""Serum levels"",X-rays}"
"33749148","{""Magnetic Resonance Imaging\""]"",""[\""Radiographs""}"
"33755393","{""clinical data\""]"",""[\""genomic data"",""[\""hematology"",""laboratory medicine"",""pathobiology\""]""}"
"33756222","{""[\""Computed Tomography (CT)\""]"",""three-dimensional\""]"",""[\""two-dimensional""}"
"33767948","{""Electronic Medical Records\""]"",""[\""Electronic Medical Records (EMRs)\""]"",""[\""Primary care providers""}"
"33804317","{""[\""Inertial data\""]"",""[\""Inertial Sensors\""]""}"
"33804986","{""[\""ERP\""]"",""[\""Faces"",""Gaze\""]""}"
"33806984","{""[\""accelerometer"",""[\""Accelerometer"",gyroscope,Gyroscope,""plantar pressure\""]"",""Plantar pressure\""]""}"
"33823944","{}"
"33826233","{""[\""Fisher's Linear Discriminant Function"",""Linear Repeated-Measures Mixed Models"",""[\""medical imaging\"", null]"",""Unsupervised Longitudinal Clustering Machine Learning Algorithm\""]""}"
"33828156","{""machine learning\""]"",""[\""proteome\""]"",""[\""text""}"
"33829043","{""[\""Ultrasound\""]""}"
"33848710","{""[\""EEG"",""Eye images from camera\""]"",""[\""Eye movement\""]""}"
"33849253","{""[\""BMI"",""Education\""]"",HbA1C}"
"33863713","{""real clinical trial data\""]"",""[\""synthetic data""}"
"33879063","{""[\""high-content microscopy\""]""}"
"33888984","{""[\""Mental rotation task\""]""}"
"33912622","{""[\""CT"",""[\""CT images"",""x-ray\""]"",""x-ray images\""]""}"
"33915960","{""{\""MRI\"": true}"",""[\""T1-weighted MRI\""]""}"
"33923975","{""Brain activity\""]"",""Image\""]"",""[\""Video""}"
"33956307","{""[\""iKnife\""]"",""[\""mass spectrometry\""]""}"
"33956971","{""[\""Medication orders"",""Pharmacological profiles\""]"",""[\""Unsupervised machine learning\""]""}"
"33964517","{""blood tests\""]"",""[\""ECG"",""{\""time series\"": true, \""receiver operating characteristic curve\"": true}""}"
"33980254","{""[{\""Modality\"": \""Sensory\""}, {\""Modality\"": \""Motor\""}]"",""MRI\""]"",""[\""Robot""}"
"34006910","{""[\""Magnetic Resonance Imaging (MRI)\""]"",""[\""MRI\""]""}"
"34021186","{""[\""electrical signals"",""nerve action potentials\""]"",""NlmCategory\"": null}]"",""NlmCategory\"": null}, {\""Text\"": \""sensor"",""[{\""Text\"": \""electrophysiological""}"
"34023562","{""[\""Diffusion MRI\""]""}"
"34025338","{""[\""3T anatomical brain MRI"",""Anatomical MRI\""]"",""[\""Diffusion Tensor Imaging"",""DTI\""]""}"
"34025567","{""Clinical\""]"",""CT scans\""]"",""[\""Imaging"",""[\""MRI""}"
"34027017","{""[\""GPS"",""[\""GPS\""]"",""spatial patterns"",""temporal patterns\""]""}"
"34032855","{""[\""administrative health data"",""ambulatory care and hospitalization records\""]"",""drug benefits"",""health care system interactions"",""laboratory measurements"",""social determinants of health""}"
"34039572","{""[\""Administrative health data\""]""}"
"34042732","{""[\""Diabetes dataset\""]""}"
"34050220","{""[\""Electromyography\""]""}"
"34063945","{""[\""3DUS"",""radiography\""]"",""Radiography\""]"",""[\""Ultrasound""}"
"34066857","{""[\""Computed Tomography\""]"",""[\""Imaging\""]""}"
"34069566","{""[\""anthropometric features"",""Anthropometric features\""]"",""breathing sounds\""]"",""[\""Breathing sounds""}"
"34076582","{""Audio\""]"",""[\""Video""}"
"34080185","{""[\""PROMs"",""Seizure data\""]"",""[{\""value\"": \""text\""}]""}"
"34083812","{""[\""Medical Imaging\""]"",""[\""Radiation Therapy\""]""}"
"34087549","{""[\""Imaging\""]"",""[\""Structural Neuroimaging\""]""}"
"34088354","{""[\""Speech\""]""}"
"34095832","{""[\""EEG"",""[\""Magnetoencephalography\""]"",""Magnetoencephalography\""]""}"
"34108858","{""[\""EMG\""]"",""[\""Myoelectric signals\""]""}"
"34114173","{""[\""2D image-based surrogates"",""3D MRI"",""4D MRI"",""[\""Image"",""Ultrasound\""]"",""US\""]""}"
"34142418","{""[\""Natural-language processing\""]""}"
"34156354","{""[\""CT"",""dosage\""]"",""[\""image"",""MRI\""]""}"
"34173089","{""[\""image"",""[\""Radiographs\""]"",""text\""]""}"
"34179769","{text}"
"34193519","{""[\""text\""]""}"
"34209154","{""[\""2D MRI\""]"",""[\""Magnetic Resonance Imaging (MRI)\""]""}"
"34228974","{""Affiliation\"": [\""Division of Cardiac Surgery, University of Ottawa Heart Institute, Ottawa, Ontario, Canada.\""]}]"",""Affiliation\"": [\""Division of Cardiac Surgery, University of Ottawa Heart Institute, Ottawa, Ontario, Canada. Electronic address: hijabagi@yahoo.com.\""]}, {\""ForeName\"": \""Vincent"",""Affiliation\"": [\""Division of Cardiac Surgery, University of Ottawa Heart Institute, Ottawa, Ontario, Canada.\""]}, {\""ForeName\"": \""Marc"",""Affiliation\"": [\""Division of Cardiac Surgery, University of Ottawa Heart Institute, Ottawa, Ontario, Canada.\""]}, {\""ForeName\"": \""Munir"",""Affiliation\"": [\""Division of Cardiac Surgery, University of Ottawa Heart Institute, Ottawa, Ontario, Canada.\""]}, {\""ForeName\"": \""Thierry G"",""[{\""ForeName\"": \""Habib"",""LastName\"": \""Boodhwani"",""LastName\"": \""Chan"",""LastName\"": \""Jabagi"",""LastName\"": \""Mesana"",""LastName\"": \""Ruel""}"
"34233616","{""[\""administrative data"",""statistical analysis\""]"",""[\""Text\""]""}"
"34235131","{[],""[\""Census data"",""Comorbidities\""]""}"
"34238616","{""[\""3-D ultrasound\""]"",""[{\""Modality\"": \""Ultrasound\""}, {\""Modality\"": \""Image\""}]""}"
"34248903","{""Dental Plaque\""]"",""[\""Oral Swab"",""Supragingival Plaque\""]""}"
"34256707","{""[\""Complete Blood Count\""]""}"
"34262646","{""[\""Magnetic Resonance Imaging\""]"",""[\""T2-weighted magnetic resonance imaging (MRI)\""]""}"
"34265451","{""[\""text\""]""}"
"34284765","{""diagnostic codes and procedures\""]"",""[\""medication use""}"
"34293685","{""[\""Computed Tomography (CT) images\""]"",""[{\""Modality\"": \""CT images\""}]""}"
"34312733","{""Robotics\""]"",""[\""ultrasound\""]"",""[\""Ultrasound""}"
"34348214","{""[\""biomedical image"",""[\""Biomedical images\""]"",""depthwise convolutional network\""]""}"
"34342503","{}"
"34343854","{""[\""CT\""]"",""[\""CT scan\""]""}"
"34344175","{[]}"
"34349566","{""[\""echocardiogram\""]"",""[\""Electronic Medical Records\""]""}"
"34352654","{""[\""MRI\""]"",""[\""T1-weighted MRI"",""T2-weighted MRI\""]""}"
"34352741","{""[\""Electromyography"",""Kinematic\""]"",""Kinematic signals\""]""}"
"34370986","{""[\""EBUS images\""]"",""[\""Images\""]""}"
"34390964","{""[\""Text\""]""}"
"34393823","{""[\""Electrograms\""]"",""[\""Unipolar Electrograms\""]""}"
"34404460","{""Affiliation\"": \""Broad Institute of MIT and Harvard, Cambridge, MA, USA.\""}]"",""Affiliation\"": \""Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA.\""}, {\""Country\"": \""USA"",""Affiliation\"": \""Department of Molecular Oncology, BC Cancer, Vancouver, BC, Canada.\""}, {\""Country\"": \""USA"",""Affiliation\"": \""Department of Pathology and Laboratory Medicine, Department of Statistics, University of British Columbia, Vancouver, BC, Canada.\""}, {\""Country\"": \""Canada"",""[{\""Country\"": \""Canada"",""[\""single-cell RNA-seq\""]""}"
"34409590","{""}]"",""Category\"": "",""[\""demographics"",""[{\""Label\"": "",""laboratory tests\""]""}"
"34413728","{""environmental data\""]"",""[\""genetic data"",""[\""Text\""]""}"
"34416844","{""[\""registry\""]""}"
"34416855","{""[\""omics\""]"",""[\""radiation therapy\""]""}"
"34426170","{""efficiency\""]"",""[\""motion"",safety,""Simulated Surgical Procedure\""]"",""[\""Virtual Reality""}"
"34454414","{""[\""Administrative datasets\""]""}"
"34426586","{""[\""Arm"",""cognitive\""]"",""Cognitive\""]"",""[\""motor""}"
"34448704","{""[\""Clinical\""]""}"
"34453326","{[],""[\""electroencephalography\""]""}"
"34454954","{""EEG\""]"",""[\""fMRI"",""[{\""Modality\"": \""EEG\""}, {\""Modality\"": \""fMRI\""}]""}"
"34460077","{""Cognitive test performance\""]"",""[\""Self-reported cognition""}"
"34460576","{""[\""Microwave images\""]"",""[\""Microwave Tomography\""]""}"
"34469211","{[],""[\""Imaging"",""Medical\""]""}"
"34472611","{""[\""Alerts"",""Code status orders\""]""}"
"34500139","{""Histopathology\""]"",""[\""MRI"",""[\""Multi-Parametric MR Images\""]""}"
"34503526","{""[\""3D phase diagrams"",""Sobolev norm values\""]""}"
"34515942","{""[\""2D Video\""]"",""Motion data\""]"",""[\""Video""}"
"34516674","{""dementia care\""]"",""[\""robot pets""}"
"34525993","{""Artificial Intelligence\""]"",""[\""Healthcare""}"
"34530336","{""[\""Computed Tomography\""]"",""[\""CT scans"",""MRI scans\""]""}"
"34551312","{""[\""variant sets\""]""}"
"34555562","{""brain features\""]"",""{\""Functional\"": null, \""Structural\"": true}"",""[\""magnetic resonance imaging""}"
"34557674","{""[\""Voice\""]"",""[\""Voice Monitoring\""]""}"
"34563122","{""[{\""ForeName\"": \""Asmita"",""Initials\"": \""A"",""Initials\"": \""AGM"",""Initials\"": \""B"",""Initials\"": \""G"",""Initials\"": \""J"",""Initials\"": \""SB"",""Initials\"": \""SC"",""LastName\"": \""Bhattarai\""}, {\""ForeName\"": \""Gina"",""LastName\"": \""Bulloch\""}, {\""ForeName\"": \""Suzanne C"",""LastName\"": \""Dimitropoulos\""}, {\""ForeName\"": \""Brian"",""LastName\"": \""Marriott\""}, {\""ForeName\"": \""Jaime"",""LastName\"": \""Paget\""}, {\""ForeName\"": \""Andrew G M"",""LastName\"": \""Patten\""}]"",""LastName\"": \""Tough\""}, {\""ForeName\"": \""Scott B""}"
"34579745","{""[\""Gene expression\""]""}"
"34582343","{""[\""Computed tomography\""]"",""[\""Computed Tomography (CT)\""]""}"
"34582617","{""[\""artificially induced NK cells (aiNK-WT)"",""[\""Simulation\""]"",""TME simulations\""]""}"
"34589701","{""Patient Level Data\""]"",""[\""Questionnaire"",""[\""Text\""]""}"
"34600329","{""[\""Color"",""[\""Color and depth video\""]"",""Depth\""]""}"
"34602478","{""cerebrospinal fluid amyloid-β\""]"",""cognitive test scores\""]"",""[\""MRI""}"
"34637473","{""Lower limb acceleration\""]"",""[\""Plantar pressure""}"
"34616282","{""Eye movement\""]"",""Eye-Movement\""]"",""[\""Language"",""[\""Speech""}"
"34619571","{""[\""Demographic data\""]"",""Numerical\""]"",""[\""Text""}"
"34623400","{""[{\""EEG\"": true}]"",""[\""Neural activity\""]""}"
"34633514","{""[\""fMRI\""]""}"
"34643554","{""[\""Audio"",""[\""audiovisual"",""robotic\""]"",""Visual\""]""}"
"34665141","{""Mobile Apps"",""Twitter Content\""]"",""[\""Web-based Resources""}"
"34665476","{""[\""Demographic and clinical parameters"",""[\""Echocardiographic\""]"",""Medical imaging\""]""}"
"34678267","{}"
"34679099","{""codon arrangement\""]"",""[\""mRNA sequences"",""[\""Transcriptome\""]""}"
"34694564","{""[\""MRI\""]""}"
"34710675","{""[\""brain MRI\""]"",""[\""brain regions"",""MRI\""]""}"
"34713065","{""Abdominal wall pain"",""Anxiety score"",""Depression score"",""[\""Endometriosis Health Profile"",""machine learning\""]"",""Pain Catastrophizing Scale"",""Pelvic floor tenderness\""]"",""[\""text""}"
"34713143","{""[\""audio"",""Audio\""]"",""speech\""]"",""[\""Speech""}"
"34717189","{""[\""Histology"",""[\""Histopathology"",""Whole-slide images\""]""}"
"34734350","{""Blood Tests\""]"",""ECG Findings"",""Image\""]"",""[\""Text"",""[\""Vital Signs""}"
"34735529","{""Feulgen-thionin staining\""]"",""[\""Hematoxylin and eosin"",""[\""hematoxylin eosin""}"
"34736872","{""[\""Image analysis"",""Machine learning\""]"",""[\""VCUG\""]""}"
"34737020","{""Numerical\""]"",""Questionnaire Data\""]"",""[\""Survey Data"",""[\""Text""}"
"34738844","{""[\""Categorical features"",""Continuous features\""]""}"
"34747691","{""mandibular positioner\""]"",""[\""Sleep\""]"",""[\""sleep study""}"
"34760216","{""Chemical\""]"",""[\""Genetic"",""HPLC\""]"",""[\""peptides""}"
"34761053","{""[\""Brain\""]"",""[\""gene delivery"",""ultrasound\""]""}"
"34766125","{""[\""Gene Expression\""]""}"
"34776600","{""Fatigue/boredom\""]"",""[\""Smartphone app use"",""[\""Smartphone app use\""]""}"
"34786572","{""[\""Metabolomics\""]"",""[\""NMR spectroscopy\""]""}"
"34788342","{""[\""gait"",""sacrum mediolateral range of motion\""]"",""[\""Vision\""]""}"
"34799114","{""[\""birth conditions"",""offspring longevity\""]""}"
"34802712","{""[\""Computed Tomography\""]"",""[\""NCCT\""]""}"
"34810001","{}"
"34818936","{""[\""structured"",""[\""Structured data"",""unstructured\""]"",""Unstructured text\""]""}"
"34829370","{""[\""PET\""]"",""[\""Positron Emission Tomography (PET) scans\""]""}"
"34829396","{""[\""Lung Ultrasound\""]"",""[\""Ultrasound\""]""}"
"34837331","{""[\""Raman spectroscopy\""]"",""[\""Spectral bands\""]""}"
"34838066","{""[\""Plantar pressure\""]"",""[\""Plantar pressure data\""]""}"
"34839147","{""[\""MRI"",""T1-weighted\""]"",""[\""T1-weighted magnetic resonance images\""]""}"
"34864143","{""Categorical Data"",""[\""Structured Numeric Data"",""[\""Text\""]"",""Unstructured Text Data\""]""}"
"34871982","{""[\""Computed Tomography (CT)"",""Extremity compression ultrasound (US)"",""ICD-10 codes\""]"",""Nuclear ventilation-perfusion (VQ) scans\""]"",""[\""Radiology reports""}"
"34887739","{""[\""EEG"",""EMG\""]""}"
"34893776","{""[\""chest radiographs\""]"",""[\""chest X-ray"",""medical imaging\""]""}"
"34898324","{}"
"34909565","{""[\""Neuroimaging\""]""}"
"34919072","{""[\""Open Magnetic Resonance Images"",""Regions of Interest (ROIs)\""]"",""[\""Spinal Muscles\""]""}"
"34923280","{""[\""audio"",""[\""Audio\""]"",""spectrograms\""]""}"
"34927450","{""[\""Imaging\""]"",""[\""Magnetic resonance imaging\""]""}"
"34936195","{""[\""Dosimetry"",""[\""Dosimetry\""]"",""Radiation therapy\""]""}"
"34936894","{""[\""administrative\""]"",""[\""Administrative data\""]""}"
"34950616","{""[\""NICU patient data\""]""}"
"34953160","{}"
"34954633","{""[\""brain gene expression microarray data\""]"",""machine learning\""]"",""[\""microarray""}"
"34966902","{""[\""EEG\""]"",""[\""EEG signals\""]""}"
"34971918","{""[\""Machine Learning\""]""}"
"34972694","{""[\""bedside care\""]""}"
"34977072","{}"
"34978635","{""[\""Ultrasound\""]""}"
"34983017","{""[\""images\""]"",""[\""skin image\""]""}"
"35033305","{""[\""Ultrasound\""]""}"
"34996927","{""[\""gene expression patterns\""]"",""[\""RNA-Seq\""]""}"
"35007286","{""demographic, lifestyle, and medical background information\""]"",""[\""English Longitudinal Study of Aging (ELSA) data\""]"",""[\""health variables""}"
"35018791","{""[\""Brain Connectivity"",""[\""diffusion weighted"",""resting state functional magnetic resonance imaging\""]"",""Structural and Functional Connectomes\""]""}"
"35019849","{""[{\""ModalityType\"": \""Text\""}]"",""[\""Text\""]""}"
"35034778","{""Clinical Neurological Sciences"",""[\""Computer Science"",""image\""]"",""Pathology and Laboratory Medicine"",Pediatrics,""Physiology and Pharmacology\""]"",""[\""text""}"
"35048041","{""clinical presentation\""]"",""[\""oral\""]"",""[\""visual analytics""}"
"35054194","{""[\""CXR images\""]"",""[\""Images\""]""}"
"35062167","{}"
"35072145","{[]}"
"35074702","{""[\""Functional MRI\""]""}"
"35084341","{""[\""text\""]"",""[\""Web\""]""}"
"35085294","{""elastography\""]"",""Elastography\""]"",""[\""Quantitative ultrasound"",""[\""ultrasound""}"
"35087180","{""Handwriting recognition\""]"",""Handwriting Recognition"",""Natural Language Processing\""]"",""[\""Speech""}"
"35091423","{""[\""text\"", null]""}"
"35099382","{""[\""Clinicopathological\""]"",""Receiver-operating-characteristic curve\""]"",""[\""SHapley Additive exPlanations""}"
"35102489","{""[\""Electrovestibulography (EVestG) signals\""]"",""[\""EVestG signals\""]""}"
"35113677","{""[\""Administrative data"",""[\""Dietary data"",""Dietary data\""]"",""Socioeconomic, demographic, psychological, and behavioural variables\""]""}"
"35122077","{""[\""Image"",""Text\""]""}"
"35127487","{""[\""Digital twin technology\""]""}"
"35135685","{""[\""EMR\""]"",""[\""Natural Language Processing"",""Value-based care\""]""}"
"35148170","{""[\""breast or axilla\""]"",""[\""Clinical"",""Demographic\""]""}"
"35174358","{""[\""facial expression\""]"",""[\""Facial expressions\""]""}"
"35177717","{""[\""Endoscopic still images\""]"",""[\""Image\""]""}"
"35178000","{""Audio/Visual\""]"",""Speech\""]"",""[\""Text""}"
"35193790","{""[\""Audio\""]""}"
"35200318","{""prosthetic hand control\""]"",""[\""sEMG\""]"",""[\""surface Electromyography (sEMG)""}"
"35202044","{""[\""T1-weighted anatomical MRI\""]""}"
"35210482","{""[\""medical imaging data"",""structured patient clinical data\""]"",""Structured patient clinical data\""]"",""[\""Volumetric data""}"
"35216753","{""[\""Image"",""Image\""]"",""[\""Text"",""Text\""]""}"
"35230690","{genes,""[\""Genomic\""]"",""[\""genomic interactions"",""pathways\""]"",proteins}"
"35244484","{""[\""fMRI\""]"",""[\""Functional Magnetic Resonance Imaging\""]""}"
"35247215","{""inventories\""]"",""[\""survey\""]"",""[\""surveys""}"
"35265932","{""[\""Invasive angiography"",""[\""Invasive angiography\""]"",""Noninvasive diagnostic modalities\""]""}"
"35267555","{""[\""Medical images"",""[\""Medical Imaging\""]"",""Quantitative ultrasound\""]""}"
"35279142","{}"
"35294539","{""[\""Electronic Health Record (EHR)\""]"",""image\""]"",""[\""text""}"
"35296767","{""[\""Publicly available dataset\""]""}"
"35306044","{""body and skin temperature"",""body movements\""]"",""Body movements\""]"",""Body temperature"",""[\""ECG"",EDA,EGG,respiration,Respiration,""Skin temperature""}"
"35314708","{Text}"
"35317793","{""Hospital Discharge\""]"",""[\""Physician Claims""}"
"35334336","{""[\""EEG\""]""}"
"35336541","{""[\""Kinematic data\""]"",""[\""Kinematic_data"",""Motion_capture_system\""]""}"
"35341955","{""[\""Echocardiographic"",""[\""echocardiography"",""Invasive\""]"",""invasive pressure measurements\""]""}"
"35354470","{""[\""Gait\""]"",""[\""Gait Data\""]""}"
"35360446","{""Computed Tomography\""]"",""[\""CT images\""]"",""[\""Imaging""}"
"35365510","{""[\""Administrative health data\""]"",""[\""healthcare\""]""}"
"35366258","{""[\""blood\""]"",IgA,""IgG\""]"",""[\""IgM""}"
"35369856","{""[\""Kinematics"",""[\""Kinematics\""]"",""Motion\""]""}"
"35377036","{""[\""Ultrasound\""]""}"
"35377253","{""[\""clinical\""]"",""[\""Ontologies\""]""}"
"35385045","{"" clinical features\""]"",""Clinical Features\""]"",""[\""Optical Coherence Tomography"",""[\""optical coherence tomography (OCT)""}"
"35387650","{Comorbidity,""[\""Demographic"",""Procedural\""]""}"
"35388080","{""metadata\""]"",""Metadata\""]"",""[\""RGB fundus images"",""[\""RGB images of retinal fundus""}"
"35389187","{""[\""Ordinal\""]"",""[\""Ordinal data\""]""}"
"35391768","{""[\""Image"",""Text\""]"",""[\""X-ray\""]""}"
"35396530","{""histomorphometry\""]"",""[\""image"",""[\""Light microscopic images"",""Osmium tetroxide-stained rat nerves\""]""}"
"35404833","{""[\""Ultrasound\""]""}"
"35408081","{""[\""ECG"",""[\""Electrocardiogram\""]"",""Spectrogram\""]""}"
"35415406","{""[\""Machine learning"",""Predictive systems\""]""}"
"35415417","{""[\""Image"",""[\""Optic Nerve Image\""]"",""Shape Information\""]""}"
"35415436","{""[\""Blood glucose concentration"",""Carbohydrate intake"",""Exercise intensity\""]""}"
"35415612","{""[\""Arterial blood pressure"",""Arterial blood pressure\""]"",""[\""Heart rate"",""Heart rate\""]""}"
"35418698","{""[\""Bedside computed X-ray (CXR)\""]"",""[\""image"",""text\""]""}"
"35419507","{""[\""Motion"",""Physiological\""]"",""Physiological indicators\""]""}"
"35439663","{""CT-scans\""]"",""[\""Image\""]"",""[\""X-rays""}"
"35442533","{Anatomical,""[\""Diagnostic"",""Dosimetric\""]"",""[\""Image\""]""}"
"35443626","{}"
"35443717","{""[\""Gene expression\""]"",""[\""RNA\""]""}"
"35445698","{""Description\"": \""three types of high-dimensional omics data\""}]"",""[\""Genomics"",""[{\""Modality\"": \""multi-omics cancer data"",""Multi-omics\""]""}"
"35447735","{""clinical\""]"",""[\""numerical"",""{\""pam\"": 6, \""k_prototype\"": 6, \""hierarchical_clustering\"": 6}""}"
"35469087","{}"
"35463119","{""[\""Breath"",""[\""Metabolomics\""]"",""Plasma\""]""}"
"35482653","{""[\""Genomics\""]"",""[\""Genomics\"", null]""}"
"35489707","{""[\""X-ray\""]"",""[\""X-Ray\""]""}"
"35496371","{""[\""accelerometer"",""blood volume pulse"",""electrodermal activity"",""[\""Motion (accelerometer)"",""Physiological indicators (blood volume pulse, electrodermal activity, and skin temperature)\""]"",""skin temperature\""]""}"
"35500807","{""[\""MRI\""]""}"
"35503738","{""[{\""label\"": \""Modalities"",""[\""Tertiary academic hospital centers\""]"",""value\"": \""surgical data\""}]""}"
"35510848","{""[\""Ultrasound\""]""}"
"35524200","{[],""[\""Mammography"",""Risk prediction\""]""}"
"35526426","{""[\""text\""]""}"
"35538599","{""[\""Frontal and Sagittal Knee Angle"",""[\""Gait\""]"",""Moment Waveforms\""]""}"
"35551279","{""[\""text\""]""}"
"35562203","{""[\""Bright-field microscopy\""]"",""[\""Bright-field microscopy images\""]""}"
"35567357","{""[\""Metabolomics"",""[\""Metabolomics\""]"",""Physiological Normalization\""]""}"
"35570482","{""Biomarker\""]"",""Biomarker/risk factor\""]"",""[\""MRI""}"
"35572938","{""[\""Plantar-Pressure\""]"",""[\""Plantar pressure data\""]""}"
"35576434","{""Motor\""]"",""[\""Robotics"",""[\""Sensor"",""Visual\""]""}"
