"pid","countries","x","modalities","modalities2"
"34967848","[""Australia"", ""Azerbaijan"", ""Bangladesh"", ""Benin"", ""Botswana"", ""Brazil"", ""Brunei"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Egypt"", ""Estonia"", ""Ethiopia"", ""Faroe Islands"", ""Finland"", ""France"", ""Gambia"", ""Georgia"", ""Germany"", ""Ghana"", ""Greece"", ""Guatemala"", ""Guyana"", ""Hong Kong"", ""Hungary"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Italy"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kuwait"", ""Libya"", ""Malaysia"", ""Mexico"", ""Micronesia"", ""Mongolia"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""Nigeria"", ""Norway"", ""Oman"", ""Pakistan"", ""Panama"", ""Peru"", ""Philippines"", ""Poland"", ""Portugal"", ""Qatar"", ""Romania"", ""Russia"", ""Saudi Arabia"", ""Serbia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sri Lanka"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Thailand"", ""Tunisia"", ""Turkey"", ""Uganda"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""Uzbekistan"", ""Vietnam"", ""Yemen""]",NULL,NULL,"[""text"", ""image""]"
"35009639","[""Austria"", ""Canada"", ""Germany"", ""Italy""]","[""EEG""], [{""Modality"": ""EEG"", ""Description"": ""Electroencephalography""}, {""Modality"": ""VR"", ""Description"": ""Virtual reality""}]","[""EEG""]","[{""Modality"": ""EEG"", ""Description"": ""Electroencephalography""}, {""Modality"": ""VR"", ""Description"": ""Virtual reality""}]"
"35118777","[""Belgium"", ""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Portugal"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,NULL
"35121948","[""Canada"", ""Germany"", ""Netherlands"", ""United States""]","[""Electronic Health Records (EHRs)"", ""medical notes""], [""health data"", ""medical notes""]","[""Electronic Health Records (EHRs)"", ""medical notes""]","[""health data"", ""medical notes""]"
"35138012","[""Canada"", ""Germany""]","[""Structural Magnetic Resonance Imaging"", ""Angiography""], [""magnetic resonance imaging"", ""angiography""]","[""Structural Magnetic Resonance Imaging"", ""Angiography""]","[""magnetic resonance imaging"", ""angiography""]"
"35210316","[""Canada"", ""Germany"", ""United States""]",NULL,NULL,"[""Imaging"", ""Machine Learning""]"
"35210331","[""Australia"", ""Canada"", ""France"", ""Germany"", ""Jersey"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Neuroradiology"", ""Radiology"", ""Neurology"", ""Medicine""], [""Neuroradiology"", ""Radiology"", ""Neurology""]","[""Neuroradiology"", ""Radiology"", ""Neurology"", ""Medicine""]","[""Neuroradiology"", ""Radiology"", ""Neurology""]"
"35225756","[""Australia"", ""Austria"", ""Canada"", ""France"", ""Germany"", ""Italy"", ""Japan"", ""Poland"", ""Romania"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Turkey"", ""United States""]",NULL,NULL,"[null, null, null, null, null, null]"
"35264564","[""Brazil"", ""Canada"", ""Germany"", ""Israel"", ""Norway"", ""Russia"", ""Slovakia"", ""United States""]",NULL,NULL,NULL
"35269470","[""Brazil"", ""Canada"", ""Germany"", ""Slovakia"", ""United States""]","[""Research"", ""Medical""], [""text"", ""image""]","[""Research"", ""Medical""]","[""text"", ""image""]"
"35294251","[""Canada"", ""Germany"", ""Singapore"", ""United States""]","[""brain functional magnetic resonance imaging"", ""behavioral""], [""fMRI""]","[""brain functional magnetic resonance imaging"", ""behavioral""]","[""fMRI""]"
"35305545","[""Canada"", ""Germany"", ""Spain""]","[""MRI""], [""Image""]","[""MRI""]","[""Image""]"
"35360927","[""Canada"", ""Germany"", ""United Kingdom""]",NULL,NULL,"[""text""]"
"35391789","[""Australia"", ""Canada"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35394862","[""Brazil"", ""Canada"", ""China"", ""Czechia"", ""Georgia"", ""Germany"", ""Ghana"", ""India"", ""Italy"", ""Netherlands"", ""Philippines"", ""Switzerland"", ""Turkey"", ""Turkmenistan"", ""United Kingdom"", ""United States""]","[""Text""], []","[""Text""]","[]"
"35474073","[""Belgium"", ""Canada"", ""Czechia"", ""Finland"", ""Germany"", ""Netherlands"", ""Switzerland""]","[""ECG""], [""ECG"", ""Image""]","[""ECG""]","[""ECG"", ""Image""]"
"35562794","[""Austria"", ""Belgium"", ""Canada"", ""China"", ""France"", ""Germany"", ""Ireland"", ""United States""]",NULL,"[""Flow Cytometry""]",NULL
"35616520","[""Canada"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""None""}, {""modality"": ""Department of Child and Adolescent Psychiatry and Psychotherapy, University Medical Centre Göttingen, Göttingen, Germany.""}]"
"35658811","[""Canada"", ""Germany""]","[""Imaging""], [""Health satisfaction"", ""Subjective social standing""]","[""Imaging""]","[""Health satisfaction"", ""Subjective social standing""]"
"35670996","[""Canada"", ""Germany"", ""United States""]","[""Neurology"", ""Radiology""], [""text""]","[""Neurology"", ""Radiology""]","[""text""]"
"35688143","[""Canada"", ""France"", ""Germany"", ""United States""]","[""Electrocardiograms""], [""ECG"", ""Reduced-lead electrocardiograms""]","[""Electrocardiograms""]","[""ECG"", ""Reduced-lead electrocardiograms""]"
"35878565","[""Canada"", ""France"", ""Germany"", ""Switzerland"", ""United States""]","[""Nonbrain"", ""Structural MRI"", ""Functional connectivity""], [""non-brain data"", ""structural MRI"", ""functional connectivity""]","[""Nonbrain"", ""Structural MRI"", ""Functional connectivity""]","[""non-brain data"", ""structural MRI"", ""functional connectivity""]"
"35912214","[""Canada"", ""Germany"", ""Netherlands""]","[""MRI""], [""Gadolinium-enhanced T1-weighted MRIs""]","[""MRI""]","[""Gadolinium-enhanced T1-weighted MRIs""]"
"35953082","[""Australia"", ""Brazil"", ""Canada"", ""China"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"35956358","[""Canada"", ""Germany""]","[""Stool DNA""], [""metagenomic"", ""clinical""]","[""Stool DNA""]","[""metagenomic"", ""clinical""]"
"35970914","[""Canada"", ""Germany"", ""Spain"", ""United States""]","[""Facial phenotyping"", ""Medical records""], [""photos"", ""videos""]","[""Facial phenotyping"", ""Medical records""]","[""photos"", ""videos""]"
"35990802","[""Argentina"", ""Australia"", ""Austria"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Croatia"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hong Kong"", ""Hungary"", ""India"", ""Ireland"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""Malaysia"", ""Mexico"", ""Morocco"", ""Nepal"", ""Netherlands"", ""New Zealand"", ""North Macedonia"", ""Norway"", ""Pakistan"", ""Philippines"", ""Poland"", ""Romania"", ""Russia"", ""Senegal"", ""Serbia"", ""Slovakia"", ""South Africa"", ""Spain"", ""Sweden"", ""Switzerland"", ""Taiwan"", ""Turkey"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]","[""text""], [""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]","[""text""]","[""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text"", ""Text""]"
"36071172","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""China"", ""Croatia"", ""Denmark"", ""Faroe Islands"", ""Finland"", ""France"", ""Germany"", ""Iceland"", ""Italy"", ""Netherlands"", ""Norway"", ""Singapore"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""image"", ""text""]"
"36104854","[""Canada"", ""France"", ""Germany""]","[""gray matter volumes"", ""resting-state functional connectivity""], [""Brain_Structure_Function_Relationship"", ""Resting-State_Functional_Connectivity""]","[""gray matter volumes"", ""resting-state functional connectivity""]","[""Brain_Structure_Function_Relationship"", ""Resting-State_Functional_Connectivity""]"
"36183654","[""Canada"", ""China"", ""Egypt"", ""Germany"", ""Greece"", ""Hong Kong""]","[""Serum samples"", ""Latent class models""], [{""Modality"": ""Blood samples""}]","[""Serum samples"", ""Latent class models""]","[{""Modality"": ""Blood samples""}]"
"36228649","[""Belgium"", ""Canada"", ""Germany"", ""Ireland"", ""Italy"", ""United Kingdom""]","[""Endoscopy""], [""Video"", ""Image""]","[""Endoscopy""]","[""Video"", ""Image""]"
"36319708","[""Canada"", ""Germany"", ""United States""]","[""Blood serum""], [""NlmCategory"", ""blood serum""]","[""Blood serum""]","[""NlmCategory"", ""blood serum""]"
"36371527","[""Canada"", ""Germany"", ""United States""]","[""Microscopy"", ""Immunohistochemistry"", ""Anatomy"", ""Etiologies"", ""Imaging""], [""Microscopy"", ""Immunohistochemistry"", ""Anatomy""]","[""Microscopy"", ""Immunohistochemistry"", ""Anatomy"", ""Etiologies"", ""Imaging""]","[""Microscopy"", ""Immunohistochemistry"", ""Anatomy""]"
"36470898","[""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""China"", ""Colombia"", ""Czechia"", ""Ecuador"", ""Egypt"", ""Germany"", ""Greece"", ""India"", ""Iran"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[{""modality"": ""image""}, {""modality"": ""text""}]"
"36481929","[""Canada"", ""Finland"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"36497479","[""Austria"", ""Canada"", ""Germany""]","[""Affymetrix gene expression"", ""FDG-PET signals""], [""gene expression"", ""FDG-PET signals""]","[""Affymetrix gene expression"", ""FDG-PET signals""]","[""gene expression"", ""FDG-PET signals""]"
"36597110","[""Australia"", ""Canada"", ""Germany""]",NULL,"[""mobilization""]",NULL
"36607506","[""Canada"", ""Germany""]","[""MRI"", ""CT""], [""NCCT"", ""FLAIR MRI""]","[""MRI"", ""CT""]","[""NCCT"", ""FLAIR MRI""]"
"36632188","[""Canada"", ""Germany"", ""Switzerland""]","[""Anatomical features"", ""Histological and molecular features""], [""histopathologic"", ""molecular""]","[""Anatomical features"", ""Histological and molecular features""]","[""histopathologic"", ""molecular""]"
"36641812","[""Canada"", ""Germany""]","[""Nailfold video capillaroscopy""], [""Images""]","[""Nailfold video capillaroscopy""]","[""Images""]"
"36716998","[""Australia"", ""Canada"", ""Germany"", ""Greece"", ""Netherlands"", ""Singapore"", ""United Kingdom"", ""United States""]",NULL,"[""Text""]",NULL
"36867224","[""Argentina"", ""Australia"", ""Bangladesh"", ""Belgium"", ""Brazil"", ""Bulgaria"", ""Canada"", ""Chile"", ""Cyprus"", ""Denmark"", ""Egypt"", ""Georgia"", ""Germany"", ""Greece"", ""Israel"", ""Italy"", ""Latvia"", ""Lithuania"", ""Mexico"", ""Netherlands"", ""Nigeria"", ""Pakistan"", ""Peru"", ""Poland"", ""Russia"", ""Serbia"", ""Spain"", ""Turkey"", ""Ukraine"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"36921404","[""Australia"", ""Canada"", ""Germany""]","[""functional magnetic resonance imaging"", ""cognitive assessment battery""], [""image"", ""text""]","[""functional magnetic resonance imaging"", ""cognitive assessment battery""]","[""image"", ""text""]"
"37002267","[""Canada"", ""Germany"", ""Korea, Republic of""]","[""anatomical lesion patterns"", ""language performance""], [""Anatomical lesion patterns""]","[""anatomical lesion patterns"", ""language performance""]","[""Anatomical lesion patterns""]"
"37158607","[""Canada"", ""Germany"", ""Netherlands"", ""United States""]","[""time series data""], [{""category"": ""text"", ""subcategory"": null}, {""category"": ""bacterial_abundance_data"", ""subcategory"": null}]","[""time series data""]","[{""category"": ""text"", ""subcategory"": null}, {""category"": ""bacterial_abundance_data"", ""subcategory"": null}]"
"37202113","[""Canada"", ""China"", ""Czechia"", ""Germany"", ""Korea, Republic of"", ""Turkey""]","[""Intracranial""], [""Computed Tomography""]","[""Intracranial""]","[""Computed Tomography""]"
"37219619","[""Belgium"", ""Canada"", ""Germany""]","[""MRI""], [""radiology"", ""rheumatology""]","[""MRI""]","[""radiology"", ""rheumatology""]"
"37231096","[""Canada"", ""Germany"", ""United States""]","[""genetics"", ""single-cell""], [""Text"", ""Image""]","[""genetics"", ""single-cell""]","[""Text"", ""Image""]"
"37257824","[""Canada"", ""Germany"", ""Ireland"", ""Netherlands"", ""Sweden""]","[""Histopathology""], [""Histopathology"", ""Whole slide images""]","[""Histopathology""]","[""Histopathology"", ""Whole slide images""]"
"37292770","[""Canada"", ""Germany"", ""United States""]","[""image"", ""quantitative""], [""Medical Images"", ""Medical Text Reports""]","[""image"", ""quantitative""]","[""Medical Images"", ""Medical Text Reports""]"
"37343696","[""Canada"", ""China"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Proteomic Dynamics""]",NULL
"37516990","[""Canada"", ""Germany""]","[""Speech""], [""Speech""]","[""Speech""]","[""Speech""]"
"37537362","[""Canada"", ""Germany"", ""Greece"", ""Norway"", ""Sweden""]","[""CT scans"", ""Mass spectrometry imaging""], [""Imaging"", ""Mass Spectrometry""]","[""CT scans"", ""Mass spectrometry imaging""]","[""Imaging"", ""Mass Spectrometry""]"
"37573418","[""Australia"", ""Belgium"", ""Canada"", ""Germany""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""], [""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]"
"37594523","[""Canada"", ""Germany""]","[""MRI"", ""CT""], [""MRI""]","[""MRI"", ""CT""]","[""MRI""]"
"37612309","[""Canada"", ""Germany"", ""Iran"", ""United States""]","[""Image"", ""Photograph""], [""Image""]","[""Image"", ""Photograph""]","[""Image""]"
"37641619","[""Canada"", ""Germany"", ""Spain"", ""Switzerland""]","[""Registry Data"", ""Machine Learning Methods""], [""annualized relapse rates"", ""time to first relapse""]","[""Registry Data"", ""Machine Learning Methods""]","[""annualized relapse rates"", ""time to first relapse""]"
"37855075","[""Canada"", ""Germany""]","[""Functional Magnetic Resonance Imaging""], [""functional magnetic resonance imaging""]","[""Functional Magnetic Resonance Imaging""]","[""functional magnetic resonance imaging""]"
"37858907","[""Australia"", ""Canada"", ""China"", ""Czechia"", ""France"", ""Germany"", ""Israel"", ""Netherlands"", ""United States""]","[""MRI"", ""EEG"", ""Behavioral""], [""Questionnaire"", ""Survey Data""]","[""MRI"", ""EEG"", ""Behavioral""]","[""Questionnaire"", ""Survey Data""]"
"38014199","[""Canada"", ""Germany"", ""Ireland"", ""Switzerland"", ""United Kingdom""]","[""Functional MRI""], [""fMRI""]","[""Functional MRI""]","[""fMRI""]"
"38019168","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""Demographic"", ""Clinical""], [{""Modality"": ""demographics""}, {""Modality"": ""clinical indicators""}]","[""Demographic"", ""Clinical""]","[{""Modality"": ""demographics""}, {""Modality"": ""clinical indicators""}]"
"38123557","[""Belgium"", ""Brazil"", ""Canada"", ""Denmark"", ""France"", ""Germany"", ""Korea, Republic of"", ""Luxembourg"", ""Netherlands"", ""United Kingdom"", ""United States"", ""Uzbekistan""]","[""Mass Spectrometry""], {""Modality1"": 0.7, ""Modality2"": 0.3}","[""Mass Spectrometry""]","{""Modality1"": 0.7, ""Modality2"": 0.3}"
"38133915","[""Canada"", ""Germany""]",NULL,NULL,"[""Image""]"
"38156913","[""Canada"", ""Germany""]","[""N/A""], [""Text""]","[""N/A""]","[""Text""]"
"38159275","[""Canada"", ""Germany""]","[""brain imaging""], [""Functional magnetic resonance imaging"", ""Structural magnetic resonance imaging""]","[""brain imaging""]","[""Functional magnetic resonance imaging"", ""Structural magnetic resonance imaging""]"
"38185882","[""Canada"", ""Germany""]","[""PET"", ""MRI"", ""ASL""], [""PET"", ""MRI""]","[""PET"", ""MRI"", ""ASL""]","[""PET"", ""MRI""]"
"38193866","[""Canada"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""Pathology data""], [""histological tumour type"", ""lymphovascular invasion"", ""tumour grade""]","[""Pathology data""]","[""histological tumour type"", ""lymphovascular invasion"", ""tumour grade""]"
"38212349","[""Australia"", ""Canada"", ""Germany"", ""Netherlands"", ""Singapore"", ""South Africa"", ""Spain"", ""Sweden"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text"", ""Image""]"
"38234807","[""Australia"", ""Belgium"", ""Canada"", ""Cyprus"", ""France"", ""Germany"", ""Greece"", ""Netherlands"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,"[""Whole-Genome Sequencing""]",NULL
"38234857","[""Australia"", ""Canada"", ""Germany"", ""United States""]",NULL,NULL,"[""Image"", ""Text""]"
"38266105","[""Canada"", ""Germany"", ""United States""]","[""Medical""], []","[""Medical""]","[]"
"38324597","[""Argentina"", ""Australia"", ""Brazil"", ""Canada"", ""Egypt"", ""Germany"", ""India"", ""Netherlands"", ""Romania"", ""Saudi Arabia"", ""Slovakia"", ""Switzerland"", ""United States""]",NULL,NULL,"[[""X-Ray""], [""MRI"", ""CT Scan""], null, [""X-Ray"", ""MRI""], [""ECG"", ""EEG""], [""Speech"", ""Text""], [""Video"", ""Audio""], null, null, null, null, null]"
"38326559","[""Brazil"", ""Canada"", ""China"", ""Germany"", ""India"", ""Italy"", ""Japan"", ""Korea, Republic of"", ""Netherlands"", ""Norway"", ""Portugal"", ""Qatar"", ""South Africa"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Imaging"", ""Psychiatry""]"
"38332374","[""Canada"", ""China"", ""Denmark"", ""Germany"", ""Japan"", ""Netherlands"", ""Norway"", ""Singapore"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""brain structural neuroimaging""]",NULL
"38402362","[""Canada"", ""Germany"", ""United States""]","[""EHR"", ""Lab data""], [""text"", ""image""]","[""EHR"", ""Lab data""]","[""text"", ""image""]"
"38444851","[""Brazil"", ""Canada"", ""Germany"", ""Singapore"", ""United Kingdom"", ""United States""]","[""Immunology""], [""text"", ""image""]","[""Immunology""]","[""text"", ""image""]"
"38446766","[""Canada"", ""Germany"", ""Liechtenstein"", ""Maldives"", ""Netherlands"", ""South Africa"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"38509230","[""Canada"", ""Germany""]",NULL,"[""Sensorimotor"", ""Cognitive"", ""Global Functioning""]",NULL
"38532015","[""Australia"", ""Canada"", ""China"", ""Finland"", ""France"", ""Germany"", ""Hong Kong"", ""India"", ""Portugal"", ""United States""]","[""Cell""], [""Image"", ""Text""]","[""Cell""]","[""Image"", ""Text""]"
"38537536","[""Canada"", ""Germany""]","[""CT""], [""CT perfusion imaging"", ""MRI"", ""Ultrasound""]","[""CT""]","[""CT perfusion imaging"", ""MRI"", ""Ultrasound""]"
"38544181","[""Canada"", ""Germany"", ""Poland"", ""United States""]","[""Video"", ""Audio""], [""video"", ""audio"", ""physiological data""]","[""Video"", ""Audio""]","[""video"", ""audio"", ""physiological data""]"
"38547927","[""Canada"", ""Germany"", ""Japan"", ""United States""]","[""Endoscopy videos""], [""Video"", ""Text""]","[""Endoscopy videos""]","[""Video"", ""Text""]"
"38604736","[""Canada"", ""Germany"", ""United States""]","[""MR""], {""size"": {""count"": 1}, ""type"": {""count"": null}}","[""MR""]","{""size"": {""count"": 1}, ""type"": {""count"": null}}"
"38664377","[""Australia"", ""Canada"", ""Germany"", ""Norway"", ""United Kingdom""]","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""], [""MRI"", ""clinical data""]","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""]","[""MRI"", ""clinical data""]"
"38669487","[""Australia"", ""Canada"", ""China"", ""France"", ""Germany"", ""Korea, Republic of""]","[""Medical Records"", ""Medical Imaging""], [""musculoskeletal""]","[""Medical Records"", ""Medical Imaging""]","[""musculoskeletal""]"
"38707712","[""Canada"", ""Germany"", ""Korea, Republic of"", ""Netherlands"", ""South Korea""]","[""Visual"", ""Auditory"", ""Cognitive""], [""Language"", ""Executive control""]","[""Visual"", ""Auditory"", ""Cognitive""]","[""Language"", ""Executive control""]"
"38727827","[""Austria"", ""Canada"", ""Germany"", ""Italy"", ""Switzerland""]","[""Survey"", ""Electronic Health Records""], []","[""Survey"", ""Electronic Health Records""]","[]"
"38769334","[""Canada"", ""France"", ""Germany"", ""Hungary"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Spain"", ""United Kingdom""]",NULL,"[""Medical"", ""Pharmacology""]",NULL
"38842257","[""Canada"", ""China"", ""Germany"", ""Israel"", ""Netherlands"", ""Poland"", ""Spain"", ""United Kingdom""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""], [""Serum metabolites""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""]","[""Serum metabolites""]"
"38842593","[""Canada"", ""Germany""]","[""Metabolomics""], [""Metabolomic"", ""Xenobiotic""]","[""Metabolomics""]","[""Metabolomic"", ""Xenobiotic""]"
"38848770","[""Canada"", ""Germany""]","[""Computed Tomography""], [""Image data""]","[""Computed Tomography""]","[""Image data""]"
"38926357","[""Canada"", ""Germany""]","[""Histopathology images"", ""Whole genome sequencing""], [""Histopathology images""]","[""Histopathology images"", ""Whole genome sequencing""]","[""Histopathology images""]"
"39013848","[""Australia"", ""Canada"", ""China"", ""Germany"", ""Italy"", ""Japan"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Magnetic Resonance"", ""Brain Imaging""]",NULL
"31926806","[""Australia"", ""Brazil"", ""Canada"", ""Germany"", ""Japan"", ""New Zealand"", ""Sweden"", ""Taiwan"", ""United Kingdom"", ""United States""]",NULL,"[null, null, null, null, null]",NULL
