"pid","title"
"32570691","Using Long Short-Term Memory (LSTM) Neural Networks to Predict Emergency Department Wait Time."
"38547927","Influence of artificial intelligence on the diagnostic performance of endoscopists in the assessment of Barrett's esophagus: a tandem randomized and video trial."
"32571444","Positive and negative parenting in conduct disorder with high versus low levels of callous-unemotional traits."
"32571904","Predicting mortality from 57 economic, behavioral, social, and psychological factors."
"32580177","Surrogate-free machine learning-based organ dose reconstruction for pediatric abdominal radiotherapy."
"32580207","Metabolic activity in subcallosal cingulate predicts response to deep brain stimulation for depression."
"32581221","Performance comparison of modified ComBat for harmonization of radiomic features for multicenter studies."
"32582542","Clinical Evaluation of Serum Tumor Markers in Patients With Advanced-Stage Non-Small Cell Lung Cancer Treated With Palliative Chemotherapy in China."
"32583617","Automatic arterial input function selection in CT and MR perfusion datasets using deep convolutional neural networks."
"32585698","Patient safety and quality improvement: Ethical principles for a regulatory approach to bias in healthcare machine learning."
"32591639","Machine learning analysis identifies genes differentiating triple negative breast cancers."
"32591889","Using decision curve analysis to benchmark performance of a magnetic resonance imaging-based deep learning model for prostate cancer risk assessment."
"32592462","DeepAntigen: a novel method for neoantigen prioritization via 3D genome and deep sparse learning."
"32594794","Machine Learning Clustering for Blood Pressure Variability Applied to Systolic Blood Pressure Intervention Trial (SPRINT) and the Hong Kong Community Cohort."
"32597194","Comprehensive Analysis of a Long Noncoding RNA-Associated Competing Endogenous RNA Network in Wilms Tumor."
"32599279","Clinical Evaluation of Deep Learning and Atlas-Based Auto-Contouring of Bladder and Rectum for Prostate Radiation Therapy."
"32599552","Identifying psychosis spectrum youth using support vector machines and cerebral blood perfusion as measured by arterial spin labeled fMRI."
"32601678","Bringing proportional recovery into proportion: Bayesian modelling of post-stroke motor impairment."
"32602222","Quantitative ultrasound radiomics in predicting response to neoadjuvant chemotherapy in patients with locally advanced breast cancer: Results from multi-institutional study."
"32604080","Automated stroke lesion segmentation in non-contrast CT scans using dense multi-path contextual generative adversarial network."
"32605433","Comparison study of classification methods of intramuscular electromyography data for non-human primate model of traumatic spinal cord injury."
"32610095","A Universal Gut-Microbiome-Derived Signature Predicts Cirrhosis."
"32611681","Circulating transcripts in maternal blood reflect a molecular signature of early-onset preeclampsia."
"32614505","Using machine learning to quantify structural MRI neurodegeneration patterns of Alzheimer's disease into dementia score: Independent validation on 8,834 images from ADNI, AIBL, OASIS, and MIRIAD databases."
"32615979","Statistical measures of motor, sensory and cognitive performance across repeated robot-based testing."
"32616912","A priori prediction of tumour response to neoadjuvant chemotherapy in breast cancer patients using quantitative CT and machine learning."
"32617525","Achieving accurate estimates of fetal gestational age and personalised predictions of fetal growth based on data from an international prospective cohort study: a population-based machine learning study."
"32622121","Prediction of inter-fractional radiotherapy dose plans with domain translation in spatiotemporal embeddings."
"32623366","Adherence Tracking With Smart Watches for Shoulder Physiotherapy in Rotator Cuff Pathology: Protocol for a Longitudinal Cohort Study."
"32627049","Importance of phase enhancement for machine learning classification of solid renal masses using texture analysis features at multi-phasic CT."
"32649890","An Anatomic Predisposition to Mandibular Angle Fractures."
"32650152","Dynamical system based compact deep hybrid network for classification of Parkinson disease related EEG signals."
"32651401","Generalizable deep temporal models for predicting episodes of sudden hypotension in critically ill patients: a personalized approach."
"32655572","Immunopeptidomic Data Integration to Artificial Neural Networks Enhances Protein-Drug Immunogenicity Prediction."
"32658741","Automated thyroid nodule detection from ultrasound imaging using deep convolutional neural networks."
"32662055","Automatic collateral circulation scoring in ischemic stroke using 4D CT angiography with low-rank and sparse matrix decomposition."
"32664955","Robotics-assisted visual-motor training influences arm position sense in three-dimensional space."
"32670113","Application of Support Vector Machine on fMRI Data as Biomarkers in Schizophrenia Diagnosis: A Systematic Review."
"32672513","Assessment of Sex Differences in Recovery of Motor and Sensory Impairments Poststroke."
"32673230","Exploring the Privacy-Preserving Properties of Word Embeddings: Algorithmic Validation Study."
"32674043","Supervised learning with cyclegan for low-dose FDG PET image denoising."
"32678722","Toward Task Autonomy in Robotic Cardiac Ablation: Learning-Based Kinematic Control of Soft Tendon-Driven Catheters."
"32681101","Neurocognitive patterns dissociating semantic processing from executive control are linked to more detailed off-task mental time travel."
"32682223","Intra-cortical brain-machine interfaces for controlling upper-limb powered muscle and robotic systems in spinal cord injury."
"32682719","A Boosted Ensemble Algorithm for Determination of Plaque Stability in High-Risk Patients on Coronary CTA."
"32686118","Synthesis of diagnostic quality cancer pathology images by generative adversarial networks."
"32686681","Neuroethics at the interface of machine learning and schizophrenia."
"32687564","A Pooled Analysis of Diffusion-Weighted Imaging Lesions in Patients With Acute Intracerebral Hemorrhage."
"32688049","Evaluation of discrete orthogonal versus polar Stockwell Transform for local multi-resolution texture analysis using brain MRI of multiple sclerosis patients."
"32688204","Deep clustering with a Dynamic Autoencoder: From reconstruction towards centroids construction."
"32696007","Inflammation Profiling of Critically Ill Coronavirus Disease 2019 Patients."
"32701148","Development and Validation of a Deep Learning Algorithm for Gleason Grading of Prostate Cancer From Biopsy Specimens."
"32701655","Trigeminal neuralgia diffusivities using Gaussian process classification and merged group tractography."
"32703973","[Formula: see text]: deep learning-based radiomics for the time-to-event outcome prediction in lung cancer."
"32704450","Predicting the effect of variants on splicing using Convolutional Neural Networks."
"32710834","Community Assessment of the Predictability of Cancer Protein and Phosphoprotein Levels from Genomics and Transcriptomics."
"32715024","Automatic cancer detection on digital histopathology images of mid-gland radical prostatectomy specimens."
"32716959","Quantitative ultrasound radiomics for therapy response monitoring in patients with locally advanced breast cancer: Multi-institutional study results."
"32719123","Machine learning uncovers the most robust self-report predictors of relationship quality across 43 longitudinal couples studies."
"32719375","VoPo leverages cellular heterogeneity for predictive modeling of single-cell data."
"32720232","Lifetime antiretroviral exposure and neurocognitive impairment in HIV."
"32720647","Inferring Destinations and Activity Types of Older Adults From GPS Data: Algorithm Development and Validation."
"32732917","Inferring disease subtypes from clusters in explanation space."
"32732967","Patterns of autism symptoms: hidden structure in the ADOS and ADI-R instruments."
"32734760","Health care for deep space explorers."
"32740935","Patient-specific PTV margins for liver stereotactic body radiation therapy determined using support vector classification with an early warning system for margin adaptation."
"32743554","Characterizing and classifying neuroendocrine neoplasms through microRNA sequencing and data mining."
"32746967","Intrinsic excitation-inhibition imbalance affects medial prefrontal cortex differently in autistic men versus women."
"32749585","Can machine learning radiomics provide pre-operative differentiation of combined hepatocellular cholangiocarcinoma from hepatocellular carcinoma and cholangiocarcinoma to inform optimal treatment planning?"
"32750012","Closing the COVID-19 Psychological Treatment Gap for Cancer Patients in Alberta: Protocol for the Implementation and Evaluation of Text4Hope-Cancer Care."
"32754898","Lowered Antioxidant Defenses and Increased Oxidative Toxicity Are Hallmarks of Deficit Schizophrenia: a Nomothetic Network Psychiatry Approach."
"32758450","Genome-wide Modeling of Polygenic Risk Score in Colorectal Cancer Risk."
"32758649","Creating a Comprehensive Research Platform for Surgical Technique and Operative Outcome in Primary Brain Tumor Neurosurgery."
"32761917","Technical Note: Synthesizing of lung tumors in computed tomography images."
"32797086","Identification of intraductal carcinoma of the prostate on tissue specimens using Raman micro-spectroscopy: A diagnostic accuracy case-control study with multicohort validation."
"32803448","A comparison of regularized logistic regression and random forest machine learning models for daytime diagnosis of obstructive sleep apnea."
"37761350","Clinical Decision Support System to Detect the Occurrence of Ventilator-Associated Pneumonia in Pediatric Intensive Care."
"37761472","Perspectives of Healthcare Providers to Inform the Design of an AI-Enhanced Social Robot in the Pediatric Emergency Department."
"37761908","Predicting Patterns of Distant Metastasis in Breast Cancer Patients following Local Regional Therapy Using Machine Learning."
"37768107","Hourglass, a rapid analysis framework for heterogeneous bioimaging data, identifies sex disparity in IL-6/STAT3-associated immune phenotypes in pancreatic cancer."
"32816765","Deep Learning for Pediatric Posterior Fossa Tumor Detection and Classification: A Multi-Institutional Study."
"32818081","Ensemble Deep Learning for Diabetic Retinopathy Detection Using Optical Coherence Tomography Angiography."
"32819467","Machine Learning Assessment of Left Ventricular Diastolic Function Based on Electrocardiographic Features."
"32819981","mHealth app using machine learning to increase physical activity in diabetes and depression: clinical trial protocol for the DIAMANTE Study."
"32823970","Deep Learning Modeling of Androgen Receptor Responses to Prostate Cancer Therapies."
"32826891","GLUT1 inhibition blocks growth of RB1-positive triple negative breast cancer."
"32832912","Machine Learning Predicts Prolonged Acute Hypoxemic Respiratory Failure in Pediatric Severe Influenza."
"37787678","Comparison of Radiologists and Deep Learning for US Grading of Hepatic Steatosis."
"37789055","Distinctive features of the oropharyngeal microbiome in Inuit of Nunavik and correlations of mild to moderate bronchial obstruction with dysbiosis."
"37789357","Development of a machine learning-based acuity score prediction model for virtual care settings."
"38607809","An artificial intelligence-generated model predicts 90-day survival in alcohol-associated hepatitis: A global cohort study."
"38610443","Innovative Metaheuristic Optimization Approach with a Bi-Triad for Rehabilitation Exoskeletons."
"38611631","Development of a Non-Invasive Machine-Learned Point-of-Care Rule-Out Test for Coronary Artery Disease."
"32833747","Towards Equitable AI Interventions for People Who Use Drugs: Key Areas That Require Ethical Investment."
"32834174","Deep learning disease prediction model for use with intelligent robots."
"32834831","An IoT-based framework for early identification and monitoring of COVID-19 cases."
"32840766","Identification of significant risks in pediatric acute lymphoblastic leukemia (ALL) through machine learning (ML) approach."
"32880697","Prediction of revascularization by coronary CT angiography using a machine learning ischemia risk score."
"32843633","Different scaling of linear models and deep learning in UKBiobank brain images versus machine-learning datasets."
"32845061","Machine learning risk score for prediction of gestational diabetes in early pregnancy in Tianjin, China."
"32845249","Is Artificial Intelligence Better Than Human Clinicians in Predicting Patient Outcomes?"
"32848533","The Importance of Anti-correlations in Graph Theory Based Classification of Autism Spectrum Disorder."
"32849918","Identification of the most important features of knee osteoarthritis structural progressors using machine learning methods."
"32852320","Artificial Intelligence and Clinical Decision Making: The New Nature of Medical Uncertainty."
"32853182","Vaccine targeting SIVmac251 protease cleavage sites protects macaques against vaginal infection."
"32854798","Schizophrenia around the time of pregnancy: leveraging population-based health data and electronic health record data to fill knowledge gaps."
"32855842","Microvasculature Segmentation and Intercapillary Area Quantification of the Deep Vascular Complex Using Transfer Learning."
"32859912","Sex differences in oncogenic mutational processes."
"32862015","Deep learning method for localization and segmentation of abdominal CT."
"38615432","DermSynth3D: Synthesis of in-the-wild annotated dermatology images."
"38617584","Host-microbiome associations in saliva predict COVID-19 severity."
"32900610","Predicting Short-Term Risk of Falls in a High-Risk Group With Dementia."
"32903670","Data-Driven Discovery of Predictors of Virtual Reality Safety and Sense of Presence for Children With Autism Spectrum Disorder: A Pilot Study."
"32904064","Novel Outcome Biomarkers Identified With Targeted Proteomic Analyses of Plasma From Critically Ill Coronavirus Disease 2019 Patients."
"38618957","Hyperactive STAT5 hijacks T cell receptor signaling and drives immature T cell acute lymphoblastic leukemia."
"38619825","Metabolic profiling of murine radiation-induced lung injury with Raman spectroscopy and comparative machine learning."
"38620047","Machine learning for healthcare that matters: Reorienting from technical novelty to equitable impact."
"38621801","Predicting the risks of kidney failure and death in adults with moderate to severe chronic kidney disease: multinational, longitudinal, population based, cohort study."
"38622115","Reciprocal antagonism of PIN1-APC/C[CDH1] governs mitotic protein stability and cell cycle entry."
"38625728","Integrating Explainable Machine Learning in Clinical Decision Support Systems: Study Involving a Modified Design Thinking Approach."
"38626440","Identifying Bladder Phenotypes After Spinal Cord Injury With Unsupervised Machine Learning: A New Way to Examine Urinary Symptoms and Quality of Life."
"32908645","Improving Accuracy for Diabetes Mellitus Prediction by Using Deepnet."
"32915810","Automatic unsupervised respiratory analysis of infant respiratory inductance plethysmography signals."
"32919184","Pilot study GLIM criteria for categorization of a malnutrition diagnosis of patients undergoing elective gastrointestinal operations: A pilot study of applicability and validation."
"32920800","New Machine Learning Approach for Detection of Injury Risk Factors in Young Team Sport Athletes."
"34310676","Learning Brain Dynamics With Coupled Low-Dimensional Nonlinear Oscillators and Deep Recurrent Networks."
"34311121","Transcranial Magnetic Stimulation Indices of Cortical Excitability Enhance the Prediction of Response to Pharmacotherapy in Late-Life Depression."
"34312733","Development and assessment of a telesonography system for musculoskeletal imaging."
"32927257","3-D optimized classification and characterization artificial intelligence paradigm for cardiovascular/stroke risk stratification using carotid ultrasound-based delineated plaque: Atheromatic™ 2.0."
"32928593","Machine Learning Predicts the Fall Risk of Total Hip Arthroplasty Patients Based on Wearable Sensor Instrumented Performance Tests."
"32935059","Developing and Validating a Primary Care EMR-based Frailty Definition using Machine Learning."
"32936770","Identification of Risk Factors and Symptoms of COVID-19: Analysis of Biomedical Literature and Social Media Data."
"32938996","Low-cost portable microwave sensor for non-invasive monitoring of blood glucose level: novel design utilizing a four-cell CSRR hexagonal configuration."
"32955669","Convolutional neural networks for improving image quality with noisy PET data."
"32958802","Neurostimulation stabilizes spiking neural networks by disrupting seizure-like oscillatory transitions."
"32960180","The Diabits App for Smartphone-Assisted Predictive Monitoring of Glycemia in Patients With Diabetes: Retrospective Observational Study."
"32962272","Predicting Daily Sheltering Arrangements among Youth Experiencing Homelessness Using Diary Measurements Collected by Ecological Momentary Assessment."
"32975523","Using Item Response Theory for Explainable Machine Learning in Predicting Mortality in the Intensive Care Unit: Case-Based Approach."
"32978299","Deep learning of immune cell differentiation."
"32982920","Functional Outcome Prediction in Ischemic Stroke: A Comparison of Machine Learning Algorithms and Regression Models."
"32987299","Unsupervised machine learning reveals lesional variability in focal cortical dysplasia at mesoscopic scale."
"32991907","Digital Pattern Recognition for the Identification and Classification of Hypospadias Using Artificial Intelligence vs Experienced Pediatric Urologist."
"32992069","From discourse to pathology: Automatic identification of Parkinson's disease patients via morphological measures across three languages."
"33028696","Closing the gap on institutional delivery in northern India: a case study of how integrated machine learning approaches can enable precision public health."
"33032774","How Good Is Machine Learning in Predicting All-Cause 30-Day Hospital Readmission? Evidence From Administrative Data."
"33033241","Structural neuroimaging biomarkers for obsessive-compulsive disorder in the ENIGMA-OCD consortium: medication matters."
"33033492","Pathway-Based Drug Response Prediction Using Similarity Identification in Gene Expression."
"33037266","Robust deep learning classification of adamantinomatous craniopharyngioma from limited preoperative radiographic images."
"33038139","Low Predictability of Readmissions and Death Using Machine Learning in Cirrhosis."
"34315030","Heart disease prediction using supervised machine learning algorithms: Performance analysis and comparison."
"34838066","Prediction and detection of freezing of gait in Parkinson's disease from plantar pressure data using long short-term memory neural-networks."
"34839147","3D hemisphere-based convolutional neural network for whole-brain MRI segmentation."
"33042905","Unsupervised Machine Learning Algorithms Examine Healthcare Providers' Perceptions and Longitudinal Performance in a Digital Neonatal Resuscitation Simulator."
"33044396","Sex differences in brain modular organization in chronic pain."
"33051513","Survival prediction of patients with sepsis from age, sex, and septic episode number alone."
"33057217","Transparency and reproducibility in artificial intelligence."
"33057876","Deep Representational Similarity Learning for Analyzing Neural Signatures in Task-based fMRI Dataset."
"33059718","A machine learning analysis of a ""normal-like"" IDH-WT diffuse glioma transcriptomic subgroup associated with prolonged survival reveals novel immune and neurotransmitter-related actionable targets."
"33064342","Predicting alcohol dependence from multi-site brain structural measures."
"34357510","Assessment of hip displacement in children with cerebral palsy using machine learning approach."
"34358231","Imputation strategies for missing baseline neurological assessment covariates after traumatic brain injury: A CENTER-TBI study."
"33066454","An Autoencoder-Based Deep Learning Classifier for Efficient Diagnosis of Autism."
"33067468","TILES-2018, a longitudinal physiologic and behavioral data set of hospital workers."
"33068438","Sperm histone H3 lysine 4 trimethylation is altered in a genetic mouse model of transgenerational epigenetic inheritance."
"33068873","Olfactory bulb surroundings can help to distinguish Parkinson's disease from non-parkinsonian olfactory dysfunction."
"33070051","Multislice left ventricular ejection fraction prediction from cardiac MRIs without segmentation using shared SptDenNet."
"33071806","Predicting Relapse in Patients With Triple Negative Breast Cancer (TNBC) Using a Deep-Learning Approach."
"33074746","Diagnosis of Autism Spectrum Disorder Based on Functional Brain Networks with Deep Learning."
"33075640","Sequential conditional reinforcement learning for simultaneous vertebral body detection and segmentation with modeling the spine anatomy."
"33075658","Prediction of post-radiotherapy locoregional progression in HPV-associated oropharyngeal squamous cell carcinoma using machine-learning analysis of baseline PET/CT radiomics."
"33094925","Multi-modality machine learning approach for risk stratification in heart failure with left ventricular ejection fraction ≤ 45."
"33104825","Conversion rate of laparoscopic or robotic to open sacrocolpopexy: are there associated factors and complications?"
"33105255","The Quest for Ecological Validity in Hearing Science: What It Is, Why It Matters, and How to Advance It."
"33112249","Carbohydrate Counting App Using Image Recognition for Youth With Type 1 Diabetes: Pilot Randomized Control Trial."
"33113221","Identifying Modifiable Predictors of Long-Term Survival in Liver Transplant Recipients With Diabetes Mellitus Using Machine Learning."
"33116187","Predicting stroke severity with a 3-min recording from the Muse portable EEG system for rapid diagnosis of stroke."
"33117612","Artificial Intelligence Algorithms to Diagnose Glaucoma and Detect Glaucoma Progression: Translation to Clinical Practice."
"33117714","Management of Diffuse Low-Grade Glioma: The Renaissance of Robust Evidence."
"33118957","Virtual Reality-Based Treatment for Military Members and Veterans With Combat-Related Posttraumatic Stress Disorder: Protocol for a Multimodular Motion-Assisted Memory Desensitization and Reconsolidation Randomized Controlled Trial."
"33122735","De-identification of electronic health record using neural network."
"33125268","Spontaneous Coronary Artery Dissection: Insights on Rare Genetic Variation From Genome Sequencing."
"34359623","Site-Specific Variation in Radiomic Features of Head and Neck Squamous Cell Carcinoma and Its Impact on Machine Learning Models."
"33131085","Evaluation of fully automated myocardial segmentation techniques in native and contrast-enhanced T1-mapping cardiovascular magnetic resonance images using fully convolutional neural networks."
"33131680","Deep active learning for Interictal Ictal Injury Continuum EEG patterns."
"33134953","Metabolomics Profiling of Critically Ill Coronavirus Disease 2019 Patients: Identification of Diagnostic and Prognostic Biomarkers."
"33135777","Whole-slide laser microdissection for tumour enrichment."
"33137396","Non-invasive imaging prediction of tumor hypoxia: A novel developed and externally validated CT and FDG-PET-based radiomic signatures."
"33142939","Detecting Vasodilation as Potential Diagnostic Biomarker in Breast Cancer Using Deep Learning-Driven Thermomics."
"33144873","Evaluation of Multimodal Algorithms for the Segmentation of Multiparametric MRI Prostate Images."
"33144919","Quantitative ultrasound radiomics using texture derivatives in prediction of treatment response to neo-adjuvant chemotherapy for locally advanced breast cancer."
"33145781","Artificial intelligence for the measurement of vocal stereotypy."
"33149148","Integrated digital pathology and transcriptome analysis identifies molecular mediators of T-cell exclusion in ovarian cancer."
"33151041","Evaluation of machine learning-driven automated Kleihauer-Betke counting: A method comparison study."
"33151087","Validation of Prognostic Radiomic Features From Resectable Pancreatic Ductal Adenocarcinoma in Patients With Advanced Disease Undergoing Chemotherapy."
"33154370","Cumulative learning enables convolutional neural network representations for small mass spectrometry data classification."
"33154417","Prediction of mortality in severe acute malnutrition in hospitalized children by faecal volatile organic compound analysis: proof of concept."
"33159092","Extending schizophrenia diagnostic model to predict schizotypy in first-degree relatives."
"33161063","Towards a Data-Driven Approach to Screen for Autism Risk at 12 Months of Age."
"33161275","Lower body kinematics estimation from wearable sensors for walking and running: A deep learning approach."
"33166800","Hi-GCN: A hierarchical graph convolution network for graph embedding learning of brain network and brain disorders prediction."
"33166947","Predicting PTSD severity using longitudinal magnetoencephalography with a multi-step learning framework."
"33167779","Machine Learned Cellular Phenotypes in Cardiomyopathy Predict Sudden Death."
"33168895","A fast and fully-automated deep-learning approach for accurate hemorrhage segmentation and volume quantification in non-contrast whole-head CT."
"33168947","Integration of brain and behavior measures for identification of data-driven groups cutting across children with ASD, ADHD, or OCD."
"33169409","Combination Therapies Including Cilofexor and Firsocostat for Bridging Fibrosis and Cirrhosis Attributable to NASH."
"33174832","Transmission analysis of a large tuberculosis outbreak in London: a mathematical modelling study using genomic data."
"33174853","Use of Patient-Reported Symptoms from an Online Symptom Tracking Tool for Dementia Severity Staging: Development and Validation of a Machine Learning Approach."
"33176582","Concussion Acutely Decreases Plasma Glycerophospholipids in Adolescent Male Athletes."
"34362709","Standardized Reporting of Machine Learning Applications in Urology: The STREAM-URO Framework."
"34367729","Distinct microbial communities colonize tonsillar squamous cell carcinoma."
"33177493","Digital microfluidic isolation of single cells for -Omics."
"33177614","Predictive modeling of proliferative vitreoretinopathy using automated machine learning by ophthalmologists without coding experience."
"33182258","Classification of Aggressive Movements Using Smartwatches."
"33184741","Multiclass machine learning vs. conventional calculators for stroke/CVD risk assessment using carotid plaque predictors with coronary angiography scores as gold standard: a 500 participants study."
"33187484","Development and utility assessment of a machine learning bloodstream infection classifier in pediatric patients receiving cancer treatments."
"33190462","Mortality Prediction from Hospital-Acquired Infections in Trauma Patients Using an Unbalanced Dataset."
"33193341","Transcriptomic Profiling of the Adaptive and Innate Immune Responses of Atlantic Salmon to Renibacterium salmoninarum Infection."
"33194219","Artificial intelligence and the future of psychiatry: Qualitative findings from a global physician survey."
"33196188","Assessing hERG1 Blockade from Bayesian Machine-Learning-Optimized Site Identification by Ligand Competitive Saturation Simulations."
"33199349","Methodological considerations in MVC epidemiological research."
"33202340","Identification of suicidality in adolescent major depressive disorder patients using sMRI: A machine learning approach."
"33205549","Estimating the health-related quality of life of kidney stone patients: initial results from the Wisconsin Stone Quality of Life Machine-Learning Algorithm (WISQOL-MLA)."
"33205591","Machine learning vs. conventional statistical models for predicting heart failure readmission and mortality."
"33207017","Transcriptome analysis of a ring chromosome 20 patient cohort."
"33207776","Accurate Diagnosis of Suicide Ideation/Behavior Using Robust Ensemble Machine Learning: A University Student Population in the Middle East and North Africa (MENA) Region."
"33211237","Automated estimation of echocardiogram image quality in hospitalized patients."
"33216001","Enabling Remote Patient Monitoring Through the Use of Smart Thermostat Data in Canada: Exploratory Study."
"33240071","Semi-Supervised Learning in Medical Images Through Graph-Embedded Random Forest."
"33242116","Density-based clustering of static and dynamic functional MRI connectivity features obtained from subjects with cognitive impairment."
"33246080","A novel instrumented shoulder functional test using wearable sensors in patients with brachial plexus injury."
"33247597","Texture analysis in the classification of T2 -weighted magnetic resonance images in persons with and without low back pain."
"33260101","Robust identification of Parkinson's disease subtypes using radiomics and hybrid machine learning."
"33260138","Artificial intelligence for automatic cerebral ventricle segmentation and volume calculation: a clinical tool for the evaluation of pediatric hydrocephalus."
"33262083","Artificial Neural Networks as a Way to Predict Future Kidney Cancer Incidence in the United States."
"33264099","Smartphone-Based Virtual Agents to Help Individuals With Sleep Concerns During COVID-19 Confinement: Feasibility Study."
"33276475","Deep Neural Network for Slip Detection on Ice Surface."
"33277724","Machine Learning Versus Usual Care for Diagnostic and Prognostic Prediction in the Emergency Department: A Systematic Review."
"33278743","Using Artificial Intelligence to Predict Change in Depression and Anxiety Symptoms in a Digital Intervention: Evidence from a Transdiagnostic Randomized Controlled Trial."
"33280248","Classification of drug use patterns."
"33280549","Computed Tomography Perfusion-Based Machine Learning Model Better Predicts Follow-Up Infarction in Patients With Acute Ischemic Stroke."
"33284647","Evaluating the Accuracy of Step Tracking and Fall Detection in the Starkey Livio Artificial Intelligence Hearing Aids: A Pilot Study."
"33285356","Detecting cells in intravital video microscopy using a deep convolutional neural network."
"33285711","Bringing prevost's sign into the third dimension: Artificial intelligence estimation of conjugate gaze adjusted length (CGAL) and correlation with acute ischemic stroke."
"38746371","Body size interacts with the structure of the central nervous system: A multi-center in vivo neuroimaging study."
"38747464","Building momentum through networks: Bioimaging across the Americas."
"38747976","Brugada syndrome in Japan and Europe: a genome-wide association study reveals shared genetic architecture and new risk loci."
"38748882","Protocol to perform integrative analysis of high-dimensional single-cell multimodal data using an interpretable deep learning technique."
"38751214","Short tandem repeat expansions in cortical layer-specific genes implicate in phenotypic severity and adaptability of autism spectrum disorder."
"33324443","Identification of a Transcriptomic Prognostic Signature by Machine Learning Using a Combination of Small Cohorts of Prostate Cancer."
"38753317","Physician and Artificial Intelligence Chatbot Responses to Cancer Questions From Social Media."
"38753973","Effect of on-demand vs continuous prescription of proton pump inhibitors on symptom burden and quality of life: results of a real-world randomized controlled trial in primary care patients with gastroesophageal reflux disease."
"38754135","Oropharyngeal Cancer Staging Health Record Extraction Using Artificial Intelligence."
"38755563","BarlowTwins-CXR: enhancing chest X-ray abnormality localization in heterogeneous data with cross-domain self-supervised learning."
"38756834","Ten health policy challenges for the next 10 years."
"38760690","A reduced proteomic signature in critically ill Covid-19 patients determined with plasma antibody micro-array and machine learning."
"38762552","The independence of impairments in proprioception and visuomotor adaptation after stroke."
"34471189","Lower extremity energy absorption strategies at different phases during single and double-leg landings with knee valgus in pubertal female athletes."
"34472611","Expected clinical utility of automatable prediction models for improving palliative and end-of-life care outcomes: Toward routine decision analysis before implementation."
"34850112","PharmacoDB 2.0: improving scalability and transparency of in vitro pharmacogenomics analysis."
"34850171","Radiomic signatures of posterior fossa ependymoma: Molecular subgroups and risk profiles."
"34851292","Structure and function of axo-axonic inhibition."
"34854943","Deep Learning-Based Approach to Automatically Assess Coronary Distensibility Following Kawasaki Disease."
"34856391","CircR2Disease v2.0: An Updated Web Server for Experimentally Validated circRNA-disease Associations and Its Application."
"34858824","Navigation-Guided Transnasal Endoscopic Delineation of the Posterior Margin for Maxillary Sinus Cancers: A Preclinical Study."
"33328058","Towards large-scale case-finding: training and validation of residual networks for detection of chronic obstructive pulmonary disease using low-dose CT."
"33328086","Chest x-ray analysis with deep learning-based software as a triage test for pulmonary tuberculosis: a prospective study of diagnostic accuracy for culture-confirmed disease."
"33336385","Diagnostic accuracy of infrared thermal imaging for detecting COVID-19 infection in minimally symptomatic patients."
"33338982","Application of decision tree-based ensemble learning in the classification of breast cancer."
"33350595","Artificial neural networks for simultaneously predicting the risk of multiple co-occurring symptoms among patients with cancer."
"33359305","Raman spectroscopy of follicular fluid and plasma with machine-learning algorithms for polycystic ovary syndrome screening."
"33360558","Sleep modelled as a continuous and dynamic process predicts healthy ageing better than traditional sleep scoring."
"33360844","Automatic eye localization for hospitalized infants and children using convolutional neural networks."
"33361262","Structural Brain Network Abnormalities and the Probability of Seizure Recurrence After Epilepsy Surgery."
"33368705","xQSM: quantitative susceptibility mapping with octave convolutional and noise-regularized neural networks."
"33370286","Mouse mutant phenotyping at scale reveals novel genes controlling bone mineral density."
"33376135","Transcriptome-Level Interactions between Budesonide and Formoterol Provide Insight into the Mechanism of Action of Inhaled Corticosteroid/Long-Acting β 2-Adrenoceptor Agonist Combination Therapy in Asthma."
"34522068","A smart healthcare framework for detection and monitoring of COVID-19 using IoT and cloud computing."
"34525993","Privacy and artificial intelligence: challenges for protecting health information in a new era."
"34526074","Concurrent validity of human pose tracking in video for measuring gait parameters in older adults: a preliminary analysis with multiple trackers, viewing angles, and walking directions."
"33381838","Supervised learning on phylogenetically distributed data."
"33387276","An artificial intelligence-derived tool proposal to ease disordered eating screening in people with obesity."
"33388458","Image registration: Maximum likelihood, minimum entropy and deep learning."
"33390261","Factors associated with rebound pain after peripheral nerve block for ambulatory surgery."
"33391794","ACE inhibition and cardiometabolic risk factors, lung ACE2 and TMPRSS2 gene expression, and plasma ACE2 levels: a Mendelian randomization study."
"33392578","Artificial intelligence in emergency medicine: A scoping review."
"33393055","Robotic Assessment of Upper Limb Function in a Nonhuman Primate Model of Chronic Stroke."
"33394116","Retraining Convolutional Neural Networks for Specialized Cardiovascular Imaging Tasks: Lessons from Tetralogy of Fallot."
"33395976","Patient, interrupted: MEG oscillation dynamics reveal temporal dysconnectivity in schizophrenia."
"33395997","Structural and functional connectivity of motor circuits after perinatal stroke: A machine learning study."
"33396526","Artificial Intelligence Model of Drive-Through Vaccination Simulation."
"33400140","Robotic technology quantifies novel perceptual-motor impairments in patients with chronic kidney disease."
"33403948","Using a simulation centre to evaluate preliminary acceptability and impact of an artificial intelligence-powered clinical decision support system for depression treatment on the physician-patient interaction."
"33406155","Recurrent disease progression networks for modelling risk trajectory of heart failure."
"33407254","""AI's gonna have an impact on everything in society, so it has to have an impact on public health"": a fundamental qualitative descriptive study of the implications of artificial intelligence for public health."
