"pid","countries","x","modalities","modalities2"
"32007701","[""Canada"", ""China""]","[""Echocardiography""], [""2D"", ""3D""]","[""Echocardiography""]","[""2D"", ""3D""]"
"32011021","[""Canada"", ""Turkey""]","[""Magnetic Resonance Angiography""], [""3D non-Cartesian image data""]","[""Magnetic Resonance Angiography""]","[""3D non-Cartesian image data""]"
"32013871","[""Canada""]","[""CT"", ""Images""], [""CT images""]","[""CT"", ""Images""]","[""CT images""]"
"32016430","[""Canada"", ""China"", ""Hong Kong""]","[""functional magnetic resonance imaging"", ""working memory""], [""fMRI""]","[""functional magnetic resonance imaging"", ""working memory""]","[""fMRI""]"
"32021737","[""Canada"", ""Turkey""]","[""fMRI"", ""MRI""], [""Structural imaging"", ""Functional imaging""]","[""fMRI"", ""MRI""]","[""Structural imaging"", ""Functional imaging""]"
"32023504","[""Canada"", ""Netherlands""]","[""CT"", ""RT""], [""clinical"", ""imaging"", ""RT""]","[""CT"", ""RT""]","[""clinical"", ""imaging"", ""RT""]"
"32024819","[""Canada"", ""United Kingdom"", ""United States""]","[""genomics""], genomics, genetics","[""genomics""]","genomics, genetics"
"32024849","[""Canada"", ""Croatia"", ""Netherlands"", ""United States""]","[""Genomic""], [""Genomics"", ""Pathology""]","[""Genomic""]","[""Genomics"", ""Pathology""]"
"32025015","[""Canada"", ""Denmark"", ""Estonia"", ""Germany"", ""Japan"", ""Poland"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,NULL,"[]"
"32026444","[""Canada"", ""United States""]","[""Bi-planar radiographs"", ""3D reconstruction"", ""Da Vinci views""], [""radiographs"", ""3D reconstruction""]","[""Bi-planar radiographs"", ""3D reconstruction"", ""Da Vinci views""]","[""radiographs"", ""3D reconstruction""]"
"32039563","[""Canada"", ""United States""]","[""Clinical"", ""Biological""], [""clinical"", ""biological""]","[""Clinical"", ""Biological""]","[""clinical"", ""biological""]"
"32042111","[""Canada"", ""United States""]","[""hand motion""], [""hand motion"", ""spectrotemporal characteristics""]","[""hand motion""]","[""hand motion"", ""spectrotemporal characteristics""]"
"32045708","[""Canada""]","[""mJOA score"", ""SF-36 (MCS) and PCS""], [""machine learning"", ""logistic regression""]","[""mJOA score"", ""SF-36 (MCS) and PCS""]","[""machine learning"", ""logistic regression""]"
"32053425","[""Australia"", ""Brazil"", ""Canada"", ""United States""]","[""Photographs""], [""Photographs"", ""Videos""]","[""Photographs""]","[""Photographs"", ""Videos""]"
"32054511","[""Canada""]","[""Robot""], [""Sensorimotor_control"", ""Visuospatial_skills""]","[""Robot""]","[""Sensorimotor_control"", ""Visuospatial_skills""]"
"32055239","[""Canada""]",NULL,"[]",NULL
"32056739","[""Canada""]","[""Administrative""], [""text""]","[""Administrative""]","[""text""]"
"32059918","[""Canada"", ""South Korea""]","[""Automated Breast Ultrasound""], [""Transverse"", ""Coronal""]","[""Automated Breast Ultrasound""]","[""Transverse"", ""Coronal""]"
"32063026","[""Canada"", ""India"", ""Netherlands"", ""Pakistan""]","[""CT"", ""FDG PET-CT""], [{""Modality"": ""Computed Tomography (CT)""}, {""Modality"": ""[18]F-FDG PET-CT""}]","[""CT"", ""FDG PET-CT""]","[{""Modality"": ""Computed Tomography (CT)""}, {""Modality"": ""[18]F-FDG PET-CT""}]"
"32064241","[""Canada""]","[""Sagittal"", ""Ultrasound""], [""Ultrasound images""]","[""Sagittal"", ""Ultrasound""]","[""Ultrasound images""]"
"32068890","[""Canada"", ""China"", ""Netherlands""]",NULL,"[""Laryngtorhinolaryngology""]",NULL
"32069213","[""Canada"", ""China"", ""United States""]","[""Text""], [""Text"", ""Dialogue""]","[""Text""]","[""Text"", ""Dialogue""]"
"32070812","[""Canada"", ""United States""]","[""Electrical"", ""Pneumatic""], [""Electrical median nerve stimulation"", ""Pneumatic stimulation""]","[""Electrical"", ""Pneumatic""]","[""Electrical median nerve stimulation"", ""Pneumatic stimulation""]"
"32071251","[""Canada"", ""United States""]","[""Clinical""], [""text""]","[""Clinical""]","[""text""]"
"32071965","[""Canada"", ""France""]","[""voice localizer paradigm"", ""functional magnetic resonance imaging""], [""Voice perception""]","[""voice localizer paradigm"", ""functional magnetic resonance imaging""]","[""Voice perception""]"
"32072271","[""Canada"", ""Netherlands"", ""Switzerland"", ""United Kingdom""]",NULL,"[""Functional testing""]",NULL
"32076662","[""Canada""]","[""Magnetic Resonance Imaging""], [{""modality"": ""image"", ""quantity"": 100}, {""modality"": ""video"", ""quantity"": 50}]","[""Magnetic Resonance Imaging""]","[{""modality"": ""image"", ""quantity"": 100}, {""modality"": ""video"", ""quantity"": 50}]"
"32079905","[""Canada"", ""Netherlands"", ""Turkey"", ""United States""]","[""Chest computed tomography"", ""Dual-energy x-ray absorptiometry""], [""Chest Computed Tomography""]","[""Chest computed tomography"", ""Dual-energy x-ray absorptiometry""]","[""Chest Computed Tomography""]"
"32088358","[""Canada""]","[""symptom assessments""], []","[""symptom assessments""]","[]"
"32088562","[""Canada"", ""Netherlands""]","[""Radiomics""], [""radiomics"", ""clinical outcomes""]","[""Radiomics""]","[""radiomics"", ""clinical outcomes""]"
"32108120","[""Australia"", ""Canada"", ""Jersey"", ""Netherlands"", ""United States""]","[""Text""], [""Text"", ""Image""]","[""Text""]","[""Text"", ""Image""]"
"32108230","[""Algeria"", ""Canada"", ""Chile"", ""France""]","[""electrophysiological activity""], [""Electrophysiology"", ""Neuroimaging""]","[""electrophysiological activity""]","[""Electrophysiology"", ""Neuroimaging""]"
"32109360","[""Canada""]","[{""Modality"": ""DNA sequencing""}, {""Modality"": ""RNA sequencing""}], [""bacterial"", ""fungal""]","[{""Modality"": ""DNA sequencing""}, {""Modality"": ""RNA sequencing""}]","[""bacterial"", ""fungal""]"
"32110753","[""Canada"", ""Israel"", ""United Kingdom"", ""United States""]","[""Medical""], {""variables_used"": [{""modality"": ""medical"", ""variables"": 68}, {""modality"": ""demographics"", ""variables"": null}]}","[""Medical""]","{""variables_used"": [{""modality"": ""medical"", ""variables"": 68}, {""modality"": ""demographics"", ""variables"": null}]}"
"32111185","[""Canada""]","[""Whole-exome sequencing""], [""Genomics"", ""Machine learning""]","[""Whole-exome sequencing""]","[""Genomics"", ""Machine learning""]"
"32130646","[""Canada""]","[""ECG"", ""CT""], [""ECG-gated CT volumes""]","[""ECG"", ""CT""]","[""ECG-gated CT volumes""]"
"32135531","[""Canada""]","[""Magnetic Resonance Imaging""], [{""Modality"": ""MRI""}]","[""Magnetic Resonance Imaging""]","[{""Modality"": ""MRI""}]"
"32144629","[""Canada""]","[""Structured Light Scanning""], [""3D Surface Models"", ""Texture Information""]","[""Structured Light Scanning""]","[""3D Surface Models"", ""Texture Information""]"
"32152777","[""Canada""]","[""Microvascular breast reconstructions""], [""Text"", ""Classification""]","[""Microvascular breast reconstructions""]","[""Text"", ""Classification""]"
"32153047","[""Canada"", ""Ireland"", ""United Kingdom""]","[""DNA methylation"", ""cf-RNA expression""], [""DNA Methylation"", ""Cell-Free RNA""]","[""DNA methylation"", ""cf-RNA expression""]","[""DNA Methylation"", ""Cell-Free RNA""]"
"32157112","[""Canada"", ""United States""]","[""RNA-Seq""], [{""count"": 1, ""modality"": ""microRNA""}]","[""RNA-Seq""]","[{""count"": 1, ""modality"": ""microRNA""}]"
"32161279","[""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Switzerland""]","[], [{""modality"": ""Image""}, {""modality"": ""Text""}]","[]","[{""modality"": ""Image""}, {""modality"": ""Text""}]"
"32164378","[""Canada""]","[""Apparent diffusion coefficient (ADC) imaging"", ""Computed high-b value diffusion weighted imaging (CHB-DWI)"", ""Diffusion weighted imaging (DWI)""], [""DWI"", ""CHB-DWI""]","[""Apparent diffusion coefficient (ADC) imaging"", ""Computed high-b value diffusion weighted imaging (CHB-DWI)"", ""Diffusion weighted imaging (DWI)""]","[""DWI"", ""CHB-DWI""]"
"32164523","[""Canada""]","[""Gene expression data""], [""Gene expression data""]","[""Gene expression data""]","[""Gene expression data""]"
"32165206","[""Australia"", ""Austria"", ""Belgium"", ""Canada"", ""France"", ""Japan"", ""United Kingdom"", ""United States""]","[""Molecular"", ""Pathologic""], [""Image"", ""Text""]","[""Molecular"", ""Pathologic""]","[""Image"", ""Text""]"
"32166265","[""Canada""]","[""Clinical""], [""Medical records"", ""Laboratory values""]","[""Clinical""]","[""Medical records"", ""Laboratory values""]"
"32166768","[""Canada""]","[""3D Transrectal Ultrasound""], [""3D transrectal ultrasound images""]","[""3D Transrectal Ultrasound""]","[""3D transrectal ultrasound images""]"
"32174253","[""Canada""]","[""Ultrasound""], {""Image_Texture_Variables"": 31}","[""Ultrasound""]","{""Image_Texture_Variables"": 31}"
"32174330","[""Canada"", ""China""]","[""Cardiac magnetic resonance imaging""], [""optical flow"", ""motion features""]","[""Cardiac magnetic resonance imaging""]","[""optical flow"", ""motion features""]"
"32178532","[""Austria"", ""Canada"", ""Germany"", ""Italy"", ""Russia"", ""Turkey"", ""United States""]","[""Clinical"", ""Administrative""], Clinical","[""Clinical"", ""Administrative""]","Clinical"
"32179311","[""Canada""]","[""Electrocardiography"", ""Echocardiography"", ""Magnetic resonance imaging"", ""Coronary angiography""], electrocardiography, echocardiography, magnetic resonance imaging, and coronary angiography","[""Electrocardiography"", ""Echocardiography"", ""Magnetic resonance imaging"", ""Coronary angiography""]","electrocardiography, echocardiography, magnetic resonance imaging, and coronary angiography"
"32181922","[""Canada"", ""Georgia""]","[""Ultrasound""], [""Ultrasound Imaging"", ""US videos of the UE""]","[""Ultrasound""]","[""Ultrasound Imaging"", ""US videos of the UE""]"
"32185618","[""Canada"", ""France"", ""Iran"", ""Netherlands"", ""United States""]","[""Computed Tomography"", ""Positron Emission Tomography""], [""PET"", ""CT""]","[""Computed Tomography"", ""Positron Emission Tomography""]","[""PET"", ""CT""]"
"32185875","[""Canada"", ""Netherlands"", ""United States""]","[""Whole slide imaging""], [""Histology"", ""Immunogenetics""]","[""Whole slide imaging""]","[""Histology"", ""Immunogenetics""]"
"32187319","[""Australia"", ""Belgium"", ""Brazil"", ""Canada"", ""Germany"", ""Israel"", ""Portugal"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Text""]"
"32193665","[""Canada""]","[""CT scans"", ""Histopathology""], [""Computerized Tomography""]","[""CT scans"", ""Histopathology""]","[""Computerized Tomography""]"
"32193870","[""Canada"", ""Iran"", ""Switzerland""]","[""Computed Tomography (CT)""], [""Computed Tomography""]","[""Computed Tomography (CT)""]","[""Computed Tomography""]"
"32198433","[""Canada"", ""Jamaica"", ""Poland"", ""Spain"", ""United States""]","[""Clinical Variables""], [""Age at diagnosis"", ""Lymph nodes""]","[""Clinical Variables""]","[""Age at diagnosis"", ""Lymph nodes""]"
"32204950","[""Canada""]","[""Clinical""], [""detailed clinical information""]","[""Clinical""]","[""detailed clinical information""]"
"32206688","[""Canada"", ""United States""]","[""Medical images"", ""Planar (two-dimensional) medical images"", ""Volumetric (three-dimensional) medical images""], [""Planar (2D)"", ""Volumetric (3D)""]","[""Medical images"", ""Planar (two-dimensional) medical images"", ""Volumetric (three-dimensional) medical images""]","[""Planar (2D)"", ""Volumetric (3D)""]"
"32208981","[""Canada""]","[""Video"", ""Other""], [""Video-recordings""]","[""Video"", ""Other""]","[""Video-recordings""]"
"32211747","[""Canada"", ""United States""]","[""genetic"", ""contact investigation""], [""text""]","[""genetic"", ""contact investigation""]","[""text""]"
"32211946","[""Canada"", ""United States""]","[""Abdominal Imaging""], [""Abdominal imaging"", ""Prostate cancer""]","[""Abdominal Imaging""]","[""Abdominal imaging"", ""Prostate cancer""]"
"32217212","[""Canada"", ""United States""]","[""Motion"", ""Ground Reaction Force""], [{""Modality"": ""Motion""}]","[""Motion"", ""Ground Reaction Force""]","[{""Modality"": ""Motion""}]"
"32220502","[""Canada"", ""China"", ""Netherlands""]","[""Functional MRI""], [""MRI""]","[""Functional MRI""]","[""MRI""]"
"32222642","[""Canada""]","[""Dose""], [""dose distributions"", ""predicted dose distributions""]","[""Dose""]","[""dose distributions"", ""predicted dose distributions""]"
"32231077","[""Canada"", ""France""]","[""MRI"", ""T2"", ""ADC""], [""MRI"", ""ADC map""]","[""MRI"", ""T2"", ""ADC""]","[""MRI"", ""ADC map""]"
"32232546","[""Canada""]","[""16S rRNA-based high-throughput sequencing""], [{""text"": ""Fasting insulin and glucose levels""}, {""text"": ""insulin resistance was calculated with the homeostasis model assessment of insulin resistance (HOMA-IR)""}]","[""16S rRNA-based high-throughput sequencing""]","[{""text"": ""Fasting insulin and glucose levels""}, {""text"": ""insulin resistance was calculated with the homeostasis model assessment of insulin resistance (HOMA-IR)""}]"
"32235059","[""Canada"", ""Jordan"", ""United States""]","[""PET"", ""FDG-PET""], [""PET""]","[""PET"", ""FDG-PET""]","[""PET""]"
"32246035","[""Canada""]","[""Magnetoencephalography""], [""MEG connectome profiles""]","[""Magnetoencephalography""]","[""MEG connectome profiles""]"
"32248366","[""Canada""]","[""CT""], CT","[""CT""]","CT"
"32249734","[""Australia"", ""Canada"", ""United States""]","[""healthcare""], [""healthcare"", ""analytics"", ""artificial intelligence""]","[""healthcare""]","[""healthcare"", ""analytics"", ""artificial intelligence""]"
"32250302","[""Canada""]","[""Neuroimaging"", ""Clinical""], [""Image"", ""Clinical""]","[""Neuroimaging"", ""Clinical""]","[""Image"", ""Clinical""]"
"32272344","[""Canada"", ""China""]","[""Cardiovascular magnetic resonance (CMR) images""], [""MRI"", ""Computer Vision""]","[""Cardiovascular magnetic resonance (CMR) images""]","[""MRI"", ""Computer Vision""]"
"32273836","[""Canada""]","[""T1"", ""T2""], [""T1-weighted"", ""T2-weighted""]","[""T1"", ""T2""]","[""T1-weighted"", ""T2-weighted""]"
"32287265","[""Canada"", ""Germany"", ""United Kingdom"", ""United States""]","[""mRNA"", ""microarray""], [""blood"", ""muscle""]","[""mRNA"", ""microarray""]","[""blood"", ""muscle""]"
"32303098","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]",NULL,"[""Health data""]",NULL
"32304875","[""Canada""]","[""text""], text, structured data","[""text""]","text, structured data"
"32317241","[""Canada""]","[""prostate brachytherapy""], [""Dosimetry"", ""Treatment plan modifications""]","[""prostate brachytherapy""]","[""Dosimetry"", ""Treatment plan modifications""]"
"32318076","[""Austria"", ""Canada"", ""France""]",NULL,"[""Bioclinical data""]",NULL
"32319263","[""Canada""]","[""Raman spectroscopy""], [""Raman spectroscopy""]","[""Raman spectroscopy""]","[""Raman spectroscopy""]"
"32326349","[""Algeria"", ""Canada""]","[""Smart homes""], [""Spatial"", ""Temporal""]","[""Smart homes""]","[""Spatial"", ""Temporal""]"
"32328674","[""Canada""]","[""Hand Radiographs""], [""X-ray""]","[""Hand Radiographs""]","[""X-ray""]"
"32328990","[""Canada"", ""France"", ""Netherlands"", ""South Korea"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32329074","[""Canada""]","[""Computed Tomography""], [""Computed Tomography""]","[""Computed Tomography""]","[""Computed Tomography""]"
"32329723","[""Australia"", ""Canada"", ""China"", ""Finland"", ""Hong Kong"", ""Netherlands"", ""New Zealand"", ""Singapore"", ""Sweden"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"32333121","[""Canada"", ""United States""]","[""brain extracts"", ""NMR"", ""DI/LC-MS/MS""], [""metabolomics"", ""NMR and DI/LC-MS/MS""]","[""brain extracts"", ""NMR"", ""DI/LC-MS/MS""]","[""metabolomics"", ""NMR and DI/LC-MS/MS""]"
"32348182","[""Canada"", ""Israel""]","[""FDG PET"", ""CT"", ""PET/CT""], [""PET images""]","[""FDG PET"", ""CT"", ""PET/CT""]","[""PET images""]"
"32356095","[""Canada""]","[""Ultrasound imaging"", ""RF data""], [""Ultrasound image""]","[""Ultrasound imaging"", ""RF data""]","[""Ultrasound image""]"
"32361562","[""Canada""]",NULL,NULL,"[""demographic""]"
"32365192","[""Canada""]","[""blood""], [""MicroRNA""]","[""blood""]","[""MicroRNA""]"
"32366785","[""Canada"", ""France"", ""United Kingdom"", ""United States""]","[""Amyloid PET"", ""FDG PET""], [""PET""]","[""Amyloid PET"", ""FDG PET""]","[""PET""]"
"32369563","[""Canada""]","[""Tensor""], [""tensor factorization"", ""deep neural network""]","[""Tensor""]","[""tensor factorization"", ""deep neural network""]"
"32372384","[""Canada"", ""South Korea"", ""United States""]","[""Temporal Enhanced Ultrasound (TeUS)"", ""Apparent Diffusion Coefficient (ADC)"", ""Magnetic Resonance Imaging (MRI)""], [""MRI"", ""Ultrasound""]","[""Temporal Enhanced Ultrasound (TeUS)"", ""Apparent Diffusion Coefficient (ADC)"", ""Magnetic Resonance Imaging (MRI)""]","[""MRI"", ""Ultrasound""]"
"32379801","[""Canada""]","[""Optoelectronic system"", ""Markers""], [""marker positions on FOs surfaces""]","[""Optoelectronic system"", ""Markers""]","[""marker positions on FOs surfaces""]"
"32383971","[""Canada"", ""Turkey""]","[""Administrative health data""], []","[""Administrative health data""]","[]"
"32387817","[""Canada""]",NULL,"[]",NULL
"32388549","[""Canada"", ""United Kingdom"", ""United States""]","[""text""], [""text""]","[""text""]","[""text""]"
"32396346","[""Canada""]","[""Metaproteomic"", ""Proteomics""], [""proteomics"", ""metaproteomics""]","[""Metaproteomic"", ""Proteomics""]","[""proteomics"", ""metaproteomics""]"
"32399513","[""Canada"", ""United States""]","[""Digital biomarkers""], [""digital biomarkers""]","[""Digital biomarkers""]","[""digital biomarkers""]"
"32399621","[""Canada"", ""Germany"", ""United States""]","[""PET/CT""], [""PET/CT""]","[""PET/CT""]","[""PET/CT""]"
"32404485","[""Canada"", ""Japan""]","[""Coronary Angioscopy""], [""Images""]","[""Coronary Angioscopy""]","[""Images""]"
"32406850","[""Canada""]","[""Text""], [""AI"", ""Health Technology Assessment""]","[""Text""]","[""AI"", ""Health Technology Assessment""]"
"32407457","[""Canada""]","[""Gene"", ""Expression""], [""Gene expression"", ""DNA methylation"", ""Copy number alteration""]","[""Gene"", ""Expression""]","[""Gene expression"", ""DNA methylation"", ""Copy number alteration""]"
"32409715","[""Canada"", ""United States""]","[""Medical Imaging""], [""3D inputs"", ""Multi-scale input""]","[""Medical Imaging""]","[""3D inputs"", ""Multi-scale input""]"
"32410265","[""Canada"", ""United States""]",NULL,"[""Administrative databases""]",NULL
"32413546","[""Canada"", ""United States""]","[""Computed Tomography (CT)""], [{""Dose-volume histograms (DVHs)"": true}, {""Computed tomography images"": true}]","[""Computed Tomography (CT)""]","[{""Dose-volume histograms (DVHs)"": true}, {""Computed tomography images"": true}]"
"32424317","[""Canada"", ""China"", ""Singapore"", ""United Kingdom""]","[""structural and functional network profiling"", ""biophysical simulations""], [""structural and functional network profiling"", ""biophysical simulations""]","[""structural and functional network profiling"", ""biophysical simulations""]","[""structural and functional network profiling"", ""biophysical simulations""]"
"32426059","[""Canada"", ""Finland""]","[""Near Infrared Spectroscopy""], [""Near infrared spectroscopy""]","[""Near Infrared Spectroscopy""]","[""Near infrared spectroscopy""]"
"32426346","[""Canada""]","[""3-dimensional (3D) trajectory data""], [""3D trajectory data""]","[""3-dimensional (3D) trajectory data""]","[""3D trajectory data""]"
"32444812","[""Canada"", ""China"", ""France"", ""United States""]",NULL,NULL,"[""Text""]"
"32433583","[""Canada"", ""Germany""]","[""3T"", ""FLAIR""], [""Image"", ""Survey""]","[""3T"", ""FLAIR""]","[""Image"", ""Survey""]"
"32434127","[""Canada"", ""China"", ""France""]","[""CT"", ""angiography""], [""CT Scan"", ""MRI""]","[""CT"", ""angiography""]","[""CT Scan"", ""MRI""]"
"32437969","[""Canada"", ""Finland""]","[""Micro-Computed Tomography""], [""Micro-computed Tomography""]","[""Micro-Computed Tomography""]","[""Micro-computed Tomography""]"
"32439869","[""Canada"", ""United States""]","[""Clinical notes"", ""Lab tests"", ""Billing codes""], [""text"", ""image""]","[""Clinical notes"", ""Lab tests"", ""Billing codes""]","[""text"", ""image""]"
"32441656","[""Canada""]","[""Infrared Video""], [""Video"", ""Body movements""]","[""Infrared Video""]","[""Video"", ""Body movements""]"
"32442307","[""Canada""]","[""Metabolomics"", ""Gene expression"", ""Copy number"", ""Mutation profiles""], [""omics"", ""pharmacological""]","[""Metabolomics"", ""Gene expression"", ""Copy number"", ""Mutation profiles""]","[""omics"", ""pharmacological""]"
"32445550","[""Canada"", ""China""]","[""Epidemiological data"", ""Clinical symptoms"", ""CT nodule-based radiomic features"", ""Tumor biomarkers""], [""epidemiological data"", ""clinical symptoms"", ""tumor biomarkers"", ""CT nodule-based radiomic features""]","[""Epidemiological data"", ""Clinical symptoms"", ""CT nodule-based radiomic features"", ""Tumor biomarkers""]","[""epidemiological data"", ""clinical symptoms"", ""tumor biomarkers"", ""CT nodule-based radiomic features""]"
"32446241","[""Austria"", ""Canada"", ""Switzerland""]","[""fMRI""], [{""Details"": null, ""Modality"": ""fMRI""}, {""Details"": null, ""Modality"": ""ICNs functional connectivity""}]","[""fMRI""]","[{""Details"": null, ""Modality"": ""fMRI""}, {""Details"": null, ""Modality"": ""ICNs functional connectivity""}]"
"32449747","[""Canada""]","[""Operational Taxonomic Units""], [{""modality"": ""microbiome data""}, {""modality"": ""operational taxonomic units (OTUs)""}]","[""Operational Taxonomic Units""]","[{""modality"": ""microbiome data""}, {""modality"": ""operational taxonomic units (OTUs)""}]"
"32467650","[""Belgium"", ""Canada"", ""France"", ""Germany"", ""Honduras"", ""Kuwait"", ""Nigeria"", ""Pakistan"", ""Spain"", ""Turkey"", ""United Kingdom"", ""United States""]","[""France""], [""Pathology""]","[""France""]","[""Pathology""]"
"32452574","[""Canada"", ""China""]","[""Functional MRI"", ""Magnetic resonance imaging"", ""White matter""], [""magnetic resonance imaging"", ""fMRI""]","[""Functional MRI"", ""Magnetic resonance imaging"", ""White matter""]","[""magnetic resonance imaging"", ""fMRI""]"
"32453488","[""Canada"", ""Sweden"", ""Turkey""]","[""Brain MRI"", ""Synthetic MRI""], [""brain MRI""]","[""Brain MRI"", ""Synthetic MRI""]","[""brain MRI""]"
"32454115","[""Canada"", ""Switzerland""]","[""Magnetic resonance imaging"", ""Diffusion tensor imaging""], [""MRI""]","[""Magnetic resonance imaging"", ""Diffusion tensor imaging""]","[""MRI""]"
"32455927","[""Canada""]","[""Accelerometer"", ""Motion""], [""Accelerometer"", ""Motion data""]","[""Accelerometer"", ""Motion""]","[""Accelerometer"", ""Motion data""]"
"32462314","[""Canada"", ""United Kingdom""]","[""Chest X-ray scans""], [""radiographs""]","[""Chest X-ray scans""]","[""radiographs""]"
"32463180","[""Australia"", ""Austria"", ""Belgium"", ""Canada"", ""France"", ""Georgia"", ""Germany"", ""Spain"", ""United Kingdom"", ""United States""]","[null], [""Text"", ""Image""]","[null]","[""Text"", ""Image""]"
"32464565","[""Canada"", ""South Korea""]","[""Computed Tomography""], [""Image""]","[""Computed Tomography""]","[""Image""]"
"32473385","[""Canada"", ""China"", ""United States""]","[""miRNA""], [""miRNA""]","[""miRNA""]","[""miRNA""]"
"32474393","[""Canada""]",NULL,NULL,"[""geriatric syndromes"", ""functional assessments""]"
"32475986","[""Canada"", ""United States""]",NULL,"[""Three-dimensional""]",NULL
"32477683","[""Canada"", ""Lebanon"", ""Turkey""]","[""Clinical"", ""Molecular""], [{""Tag"": [], ""Name"": null}, {""Tag"": [""Blood tests""], ""Name"": ""Clinical""}, {""Tag"": [], ""Name"": null}]","[""Clinical"", ""Molecular""]","[{""Tag"": [], ""Name"": null}, {""Tag"": [""Blood tests""], ""Name"": ""Clinical""}, {""Tag"": [], ""Name"": null}]"
"36154454","[""Canada""]",NULL,"[""Surgical video""]",NULL
"32493224","[""Canada"", ""United States""]",NULL,"[""Saliva""]",NULL
"32500070","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom""]","[""ECG""], [""ECG"", ""electrophysiology""]","[""ECG""]","[""ECG"", ""electrophysiology""]"
"32501805","[""Canada""]",NULL,"[""SMS text messaging""]",NULL
"32515116","[""Canada"", ""United States""]","[""Text""], [""numerical ratings"", ""written reviews""]","[""Text""]","[""numerical ratings"", ""written reviews""]"
"32531021","[""Canada""]","[""accelerometer""], [""accelerometer""]","[""accelerometer""]","[""accelerometer""]"
"32532358","[""Canada""]","[""Force myography""], [""force myography"", ""anthropometric measures""]","[""Force myography""]","[""force myography"", ""anthropometric measures""]"
"32533137","[""Canada"", ""Israel"", ""Taiwan"", ""United States""]","[""Nuclear Medicine"", ""Cardiovascular""], [""ECG"", ""Imaging""]","[""Nuclear Medicine"", ""Cardiovascular""]","[""ECG"", ""Imaging""]"
"32535888","[""Canada"", ""China"", ""Hong Kong"", ""United Kingdom"", ""United States""]","[""Laboratory data"", ""Echocardiographic assessment"", ""Electrocardiographic P-wave indices""], {""Modality"": [{""Name"": ""electrocardiographic P-wave indices""}, {""Name"": ""echocardiographic assessment""}, {""Name"": ""neutrophil-to-lymphocyte ratio (NLR)""}, {""Name"": ""prognostic nutritional index (PNI)""}]}","[""Laboratory data"", ""Echocardiographic assessment"", ""Electrocardiographic P-wave indices""]","{""Modality"": [{""Name"": ""electrocardiographic P-wave indices""}, {""Name"": ""echocardiographic assessment""}, {""Name"": ""neutrophil-to-lymphocyte ratio (NLR)""}, {""Name"": ""prognostic nutritional index (PNI)""}]}"
"32536605","[""Canada"", ""Ireland""]","[""Faecal""], {""Microbiome data"": true}","[""Faecal""]","{""Microbiome data"": true}"
"32540846","[""Canada"", ""United States""]",NULL,NULL,NULL
"32544823","[""Canada""]",NULL,"[""Interview"", ""Movement""]",NULL
"32554169","[""Canada"", ""China"", ""United States""]","[""CT""], [""Computed Tomography""]","[""CT""]","[""Computed Tomography""]"
"32554374","[""Canada""]","[""Text-based conversations""], Text","[""Text-based conversations""]","Text"
"32555410","[""Canada""]","[""Histopathology""], [""histologic tissue components"", ""nuclei maps"", ""lumina maps""]","[""Histopathology""]","[""histologic tissue components"", ""nuclei maps"", ""lumina maps""]"
"32558750","[""Canada"", ""Turkey""]","[""Audiometric"", ""Numerical"", ""Text""], [""Text"", ""Numerical""]","[""Audiometric"", ""Numerical"", ""Text""]","[""Text"", ""Numerical""]"
"32561782","[""Canada""]","[""MRI"", ""Serum""], {""adipokines/inflammatory factors"": null}","[""MRI"", ""Serum""]","{""adipokines/inflammatory factors"": null}"
"32563597","[""Brazil"", ""Canada"", ""Germany"", ""Italy"", ""Netherlands"", ""Sweden"", ""United States""]",NULL,NULL,"[""text""]"
"32568668","[""Canada"", ""United States""]","[""T1-precontrast"", ""Fluid Attenuated Inversion Recovery (FLAIR)"", ""T1-postcontrast""], [""T1-precontrast"", ""Fluid attenuated inversion recovery (FLAIR)"", ""T1-postcontrast""]","[""T1-precontrast"", ""Fluid Attenuated Inversion Recovery (FLAIR)"", ""T1-postcontrast""]","[""T1-precontrast"", ""Fluid attenuated inversion recovery (FLAIR)"", ""T1-postcontrast""]"
"32570691","[""Canada""]",NULL,"[""Patient Timestamp""]",NULL
"32571444","[""Canada"", ""Germany"", ""Greece"", ""Hungary"", ""Netherlands"", ""Spain"", ""Switzerland"", ""United Kingdom""]",NULL,NULL,"{""image"": [""Centre for Human Brain Health, School of Psychology""], ""video"": null}"
"32571904","[""Canada"", ""Philippines"", ""Turkey"", ""United States""]","[""Behavioral"", ""Social"", ""Psychological""], [""Economic factors"", ""Social factors"", ""Psychological factors""]","[""Behavioral"", ""Social"", ""Psychological""]","[""Economic factors"", ""Social factors"", ""Psychological factors""]"
"32580177","[""Canada"", ""Netherlands"", ""Slovenia"", ""United Kingdom""]","[""Computed Tomography"", ""Radiographs""], [""radiographs"", ""CTs""]","[""Computed Tomography"", ""Radiographs""]","[""radiographs"", ""CTs""]"
"32580207","[""Canada"", ""Germany""]","[""Imaging""], [""image""]","[""Imaging""]","[""image""]"
